t_unix,rpm_m1,rpm_m2,rpm_m3,rpm_m4,motor_m1,marker
1784733020.5208626,14792,14630,14545,14803,32700,0.0
1784733020.5306718,14929,14627,14616,14673,32700,0.0
1784733020.5347648,-1,-1,-1,-1,-1,staircase
1784733020.541284,14840,14573,14673,14873,22937,0.0
1784733020.550476,14316,14289,14541,14825,22937,0.0
1784733020.5607715,14031,13940,14194,14374,22937,0.0
1784733020.5707743,13556,13550,13664,13796,22937,0.0
1784733020.5805142,13464,13274,13274,13583,22937,0.0
1784733020.590908,13097,12958,13265,13242,22937,0.0
1784733020.6006668,12917,12801,12881,13023,22937,0.0
1784733020.6106224,12719,12583,12714,12881,22937,0.0
1784733020.6208441,12560,12432,12435,12628,22937,0.0
1784733020.6307693,12505,12322,12373,12424,22937,0.0
1784733020.6403062,12376,12192,12244,12290,22937,0.0
1784733020.650666,12185,12131,12165,12153,22937,0.0
1784733020.660497,12096,12050,12099,12143,22937,0.0
1784733020.6711197,12094,11916,12055,12099,22937,0.0
1784733020.6808617,12043,11874,11909,12024,22937,0.0
1784733020.6904225,11980,11853,11892,11918,22937,0.0
1784733020.700734,11937,11794,11841,11846,22937,0.0
1784733020.7107527,11860,11755,11755,11829,22937,0.0
1784733020.720669,11900,11709,11655,11783,22937,0.0
1784733020.73053,11876,11630,11670,11739,22937,0.0
1784733020.7408788,11864,11634,11655,11693,22937,0.0
1784733020.750582,11892,11634,11641,11661,22937,0.0
1784733020.7609298,11815,11632,11607,11632,22937,0.0
1784733020.7705953,11806,11650,11583,11648,22937,0.0
1784733020.7811527,11822,11645,11616,11645,22937,0.0
1784733020.7907252,11785,11639,11560,11612,22937,0.0
1784733020.8004336,11785,11618,11545,11605,22937,0.0
1784733020.8106663,11760,11598,11538,11589,22937,0.0
1784733020.8202808,11746,11574,11554,11583,22937,0.0
1784733020.8306959,11762,11558,11558,11585,22937,0.0
1784733020.8402836,11689,11556,11545,11587,22937,0.0
1784733020.8506272,11721,11536,11507,11569,22937,0.0
1784733020.8608844,11732,11514,11498,11578,22937,0.0
1784733020.870607,11730,11511,11503,11598,22937,0.0
1784733020.8803785,11705,11500,11527,11589,22937,0.0
1784733020.890835,11686,11474,11520,11531,22937,0.0
1784733020.9003713,11689,11487,11511,11655,22937,0.0
1784733020.910636,11652,11478,11487,11580,22937,0.0
1784733020.9204075,11645,11505,11492,11576,22937,0.0
1784733020.9309206,11623,11514,11514,11576,22937,0.0
1784733020.940723,11645,11511,11522,11571,22937,0.0
1784733020.9504044,11666,11509,11529,11587,22937,0.0
1784733020.9607832,11666,11505,11616,11650,22937,0.0
1784733020.9705064,11670,11500,11516,11574,22937,0.0
1784733020.9802175,11657,11525,11505,11547,22937,0.0
1784733020.990666,11655,11525,11494,11540,22937,0.0
1784733021.0004578,11645,11540,11496,11547,22937,0.0
1784733021.0109172,11664,11534,11511,11554,22937,0.0
1784733021.0207655,11709,11522,11518,11554,22937,0.0
1784733021.0303285,11677,11492,11522,11545,22937,0.0
1784733021.040624,11695,11536,11467,11534,22937,0.0
1784733021.0504286,11636,11505,11542,11571,22937,0.0
1784733021.0608568,11689,11542,11538,11547,22937,0.0
1784733021.0705972,11659,11534,11551,11547,22937,0.0
1784733021.080588,11746,11522,11576,11485,22937,0.0
1784733021.0904055,11623,11505,11565,11569,22937,0.0
1784733021.100851,11723,11472,11569,11529,22937,0.0
1784733021.1106393,11725,11448,11580,11545,22937,0.0
1784733021.120427,11657,11454,11461,11509,22937,0.0
1784733021.1308968,11714,11441,11527,11549,22937,0.0
1784733021.1406195,11709,11446,11540,11545,22937,0.0
1784733021.1502767,11702,11443,11558,11525,22937,0.0
1784733021.1606069,11679,11459,11556,11538,22937,0.0
1784733021.170976,11716,11472,11556,11520,22937,0.0
1784733021.1810188,11686,11505,11472,11476,22937,0.0
1784733021.1908946,11739,11492,11583,11558,22937,0.0
1784733021.2006867,11783,11518,11591,11547,22937,0.0
1784733021.210463,11746,11525,11594,11527,22937,0.0
1784733021.2208817,11723,11509,11596,11536,22937,0.0
1784733021.230485,11716,11516,11614,11540,22937,0.0
1784733021.2408345,11725,11505,11600,11549,22937,0.0
1784733021.250522,11661,11503,11596,11556,22937,0.0
1784733021.2609568,11725,11540,11598,11542,22937,0.0
1784733021.270911,11730,11514,11591,11560,22937,0.0
1784733021.2805235,11693,11492,11500,11605,22937,0.0
1784733021.290879,11741,11507,11591,11549,22937,0.0
1784733021.300491,11705,11505,11587,11562,22937,0.0
1784733021.3102229,11753,11505,11605,11576,22937,0.0
1784733021.3206897,11670,11509,11605,11569,22937,0.0
1784733021.3304164,11705,11516,11607,11571,22937,0.0
1784733021.3404717,11741,11492,11587,11569,22937,0.0
1784733021.3508017,11652,11511,11558,11562,22937,0.0
1784733021.3607583,11623,11514,11571,11514,22937,0.0
1784733021.3702376,11636,11498,11578,11456,22937,0.0
1784733021.3804393,11748,11516,11496,11516,22937,0.0
1784733021.3908107,11684,11531,11578,11547,22937,0.0
1784733021.4008014,11689,11545,11571,11585,22937,0.0
1784733021.4108071,11689,11540,11591,11551,22937,0.0
1784733021.4206004,11762,11554,11576,11551,22937,0.0
1784733021.430438,11705,11545,11554,11542,22937,0.0
1784733021.440158,11695,11556,11542,11536,22937,0.0
1784733021.4506822,11721,11545,11549,11516,22937,0.0
1784733021.460277,11732,11554,11536,11507,22937,0.0
1784733021.4706793,11739,11562,11454,11518,22937,0.0
1784733021.4801254,11702,11536,11476,11545,22937,0.0
1784733021.4906368,11783,11560,11522,11516,22937,0.0
1784733021.5005279,11675,11560,11518,11511,22937,0.0
1784733021.510538,11787,11549,11470,11441,22937,0.0
1784733021.520397,11741,11511,11494,11536,22937,0.0
1784733021.5305305,11721,11554,11503,11522,22937,0.0
1784733021.54093,11727,11531,11514,11560,22937,0.0
1784733021.5502584,11686,11560,11514,11529,22937,0.0
