t_unix,rpm_m1,rpm_m2,rpm_m3,rpm_m4,motor_m1,marker
1784734555.2170925,0,0,0,0,0,0.0
1784734555.227014,0,0,0,0,218,0.0
1784734555.2378285,0,0,0,0,218,0.0
1784734555.2477152,0,0,0,0,436,0.0
1784734555.2579525,0,0,0,0,436,0.0
1784734555.2676423,0,0,0,0,654,0.0
1784734555.277486,0,0,0,0,654,0.0
1784734555.2872608,0,0,0,0,872,0.0
1784734555.2971063,0,0,0,0,872,0.0
1784734555.3076138,0,0,0,0,1090,0.0
1784734555.317467,0,0,0,0,1090,0.0
1784734555.327467,0,0,0,0,1308,0.0
1784734555.3376255,0,0,0,0,1308,0.0
1784734555.3475866,0,0,0,0,1526,0.0
1784734555.3579464,0,0,0,0,1526,0.0
1784734555.367016,0,0,0,0,1744,0.0
1784734555.3769565,0,0,0,0,1744,0.0
1784734555.3875961,0,0,0,0,1962,0.0
1784734555.397564,0,0,0,0,1962,0.0
1784734555.4072957,0,0,0,0,2180,0.0
1784734555.4176176,0,0,0,0,2180,0.0
1784734555.4275377,0,0,0,0,2398,0.0
1784734555.437572,0,0,0,0,2398,0.0
1784734555.4479609,0,0,0,953,2616,0.0
1784734555.457466,0,764,0,953,2616,0.0
1784734555.4681294,0,764,0,953,2616,0.0
1784734555.4773064,0,764,688,953,2834,0.0
1784734555.4868507,2641,764,688,953,2834,0.0
1784734555.4975042,2641,764,688,953,3052,0.0
1784734555.508302,2641,764,688,953,3052,0.0
1784734555.5174477,2641,1175,688,953,3270,0.0
1784734555.5273268,2641,1175,688,1090,3270,0.0
1784734555.5368588,2641,1175,525,1090,3488,0.0
1784734555.547411,2641,1175,525,1090,3488,0.0
1784734555.5570114,905,1175,525,1090,3706,0.0
1784734555.5667613,905,1421,525,1134,3706,0.0
1784734555.5769355,905,1421,646,1134,3924,0.0
1784734555.5872858,600,1421,646,1134,3924,0.0
1784734555.597283,600,839,646,812,4142,0.0
1784734555.607049,600,839,919,812,4142,0.0
1784734555.618124,895,1067,919,812,4360,0.0
1784734555.627221,895,1067,1143,1054,4360,0.0
1784734555.6374476,895,1269,1143,1054,4578,0.0
1784734555.6470008,1129,1269,1347,1268,4578,0.0
1784734555.6569822,1129,1449,1347,1268,4796,0.0
1784734555.666779,1329,1449,1527,1456,4796,0.0
1784734555.6771016,1329,1608,1527,1456,5014,0.0
1784734555.6868608,1507,1608,1692,1623,5014,0.0
1784734555.6973944,1673,1758,1844,1778,5232,0.0
1784734555.7070577,1673,1901,1844,1778,5232,0.0
1784734555.717674,1830,1901,1993,1925,5450,0.0
1784734555.7267556,1980,2038,2132,2068,5450,0.0
1784734555.7371643,1980,2171,2268,2068,5668,0.0
1784734555.7467759,2125,2299,2400,2206,5668,0.0
1784734555.757081,2262,2421,2400,2334,5886,0.0
1784734555.7669241,2392,2421,2526,2460,5886,0.0
1784734555.7773206,2515,2537,2645,2581,6104,0.0
1784734555.7869625,2515,2647,2761,2693,6104,0.0
1784734555.7978976,2631,2751,2867,2799,6322,0.0
1784734555.8071265,2743,2854,2971,2905,6322,0.0
1784734555.817257,2854,2956,3075,3008,6540,0.0
1784734555.8273783,2960,3054,3178,3108,6540,0.0
1784734555.8368015,3067,3150,3375,3205,6758,0.0
1784734555.8469048,3268,3246,3469,3302,6758,0.0
1784734555.8566477,3368,3429,3562,3398,6976,0.0
1784734555.8667333,3466,3518,3656,3490,6976,0.0
1784734555.876958,3560,3607,3748,3579,7194,0.0
1784734555.887152,3653,3692,3924,3758,7194,0.0
1784734555.8972592,3833,3861,4012,3845,7412,0.0
1784734555.9070833,3919,3939,4177,3930,7412,0.0
1784734555.91688,4003,4016,4259,4091,7630,0.0
1784734555.9266248,4159,4164,4337,4167,7630,0.0
1784734555.9366531,4237,4238,4484,4316,7848,0.0
1784734555.946971,4388,4378,4629,4389,7848,0.0
1784734555.9571924,4462,4449,4704,4532,8066,0.0
1784734555.9671755,4610,4586,4845,4604,8066,0.0
1784734555.9770474,4679,4654,4917,4741,8284,0.0
1784734555.986951,4821,4784,5047,4811,8284,0.0
1784734555.9968255,4958,4912,5185,4944,8502,0.0
1784734556.0066404,5028,4975,5315,5073,8502,0.0
1784734556.0168352,5157,5099,5380,5140,8720,0.0
1784734556.0268273,5289,5219,5502,5265,8720,0.0
1784734556.036947,5416,5277,5630,5386,8938,0.0
1784734556.0470057,5474,5392,5743,5507,8938,0.0
1784734556.0578506,5594,5501,5858,5622,9156,0.0
1784734556.0668213,5706,5598,5963,5730,9156,0.0
1784734556.076748,5817,5703,6071,5841,9374,0.0
1784734556.0871794,5931,5802,6175,5948,9374,0.0
1784734556.0968468,6035,5901,6280,6046,9592,0.0
1784734556.1066892,6142,5998,6381,6157,9592,0.0
1784734556.1171055,6246,6095,6531,6257,9810,0.0
1784734556.126803,6347,6187,6627,6357,9810,0.0
1784734556.137299,6491,6278,6727,6457,10028,0.0
1784734556.1469917,6588,6371,6824,6553,10028,0.0
1784734556.1577485,6685,6461,6963,6696,10246,0.0
1784734556.1667533,6777,6547,7056,6788,10246,0.0
1784734556.176577,6915,6673,7146,6879,10464,0.0
1784734556.1865804,6992,6754,7273,6968,10464,0.0
1784734556.1965704,7076,6826,7360,7089,10682,0.0
1784734556.2063456,7198,6937,7482,7175,10682,0.0
1784734556.217066,7270,7010,7554,7288,10900,0.0
1784734556.2262502,7388,7082,7669,7371,10900,0.0
1784734556.2367501,7468,7191,7744,7479,11118,0.0
1784734556.2465754,7574,7258,7856,7567,11118,0.0
1784734556.2574487,7655,7368,7964,7670,11336,0.0
1784734556.2665255,7762,7434,8042,7744,11336,0.0
1784734556.2764518,7844,7502,8136,7849,11554,0.0
1784734556.2866135,7944,7604,8244,7916,11554,0.0
1784734556.29667,8048,7709,8348,8022,11772,0.0
1784734556.306919,8115,7769,8413,8111,11772,0.0
1784734556.3170462,8206,7863,8508,8201,11990,0.0
1784734556.3264365,8303,7920,8597,8264,11990,0.0
1784734556.336472,8395,8009,8683,8341,12208,0.0
1784734556.3469074,8490,8089,8780,8423,12208,0.0
1784734556.3568852,8544,8168,8873,8511,12426,0.0
1784734556.3667555,8619,8230,8952,8589,12426,0.0
1784734556.3765545,8695,8313,9044,8676,12644,0.0
1784734556.3862827,8782,8395,9128,8734,12644,0.0
1784734556.396757,8863,8472,9212,8820,12862,0.0
1784734556.4066565,8945,8547,9292,8899,12862,0.0
1784734556.41711,9030,8599,9370,8973,13080,0.0
1784734556.4269242,9110,8676,9436,9044,13080,0.0
1784734556.43704,9195,8757,9511,9106,13298,0.0
1784734556.446191,9269,8832,9569,9178,13298,0.0
1784734556.456822,9334,8900,9629,9260,13298,0.0
1784734556.4669833,9428,8961,9674,9322,13516,0.0
1784734556.4773235,9498,9023,9751,9383,13734,0.0
1784734556.486439,9570,9070,9797,9447,13734,0.0
1784734556.4976263,9646,9128,9852,9511,13734,0.0
1784734556.5065448,9713,9182,9907,9570,13952,0.0
1784734556.5163012,9805,9244,9978,9623,13952,0.0
1784734556.5269072,9873,9295,10030,9704,14170,0.0
1784734556.5368204,9938,9366,10095,9770,14170,0.0
1784734556.5477638,10035,9414,10169,9828,14388,0.0
1784734556.5562956,10101,9469,10237,9914,14388,0.0
1784734556.5665584,10174,9525,10312,9968,14606,0.0
1784734556.576296,10254,9580,10371,10028,14606,0.0
1784734556.5861447,10312,9635,10456,10111,14824,0.0
1784734556.596674,10387,9702,10506,10164,14824,0.0
1784734556.6067529,10445,9762,10544,10216,15042,0.0
1784734556.6164548,10517,9810,10589,10273,15042,0.0
1784734556.6259506,10567,9853,10647,10328,15260,0.0
1784734556.6365957,10636,9923,10704,10382,15260,0.0
1784734556.6465082,10679,9978,10773,10440,15478,0.0
1784734556.6563492,10758,10023,10801,10498,15478,0.0
1784734556.6667712,10806,10090,10865,10550,15696,0.0
1784734556.6765916,10877,10141,10926,10606,15696,0.0
1784734556.686558,10942,10200,10974,10653,15914,0.0
1784734556.6963716,10997,10254,11029,10723,15914,0.0
1784734556.7063296,11061,10307,11088,10775,16132,0.0
1784734556.716143,11129,10368,11148,10824,16132,0.0
1784734556.7262688,11198,10423,11223,10887,16350,0.0
1784734556.7363734,11244,10484,11282,10938,16350,0.0
1784734556.7461,11307,10524,11350,10993,16568,0.0
1784734556.7566726,11380,10589,11396,11047,16568,0.0
1784734556.766629,11432,10625,11454,11084,16786,0.0
1784734556.77623,11494,10697,11516,11150,16786,0.0
1784734556.7869182,11547,10758,11580,11210,17004,0.0
1784734556.7959557,11614,10793,11641,11276,17004,0.0
1784734556.8066225,11677,10867,11711,11312,17222,0.0
1784734556.8162782,11739,10907,11771,11378,17222,0.0
1784734556.8268964,11790,10966,11820,11446,17440,0.0
1784734556.8358765,11843,11035,11881,11494,17440,0.0
1784734556.8471148,11902,11086,11949,11547,17658,0.0
1784734556.8570883,11961,11148,11988,11580,17658,0.0
1784734556.8658977,12012,11191,12040,11630,17876,0.0
1784734556.8765879,12070,11248,12091,11675,17876,0.0
1784734556.8864748,12123,11295,12160,11725,18094,0.0
1784734556.8963292,12182,11359,12200,11780,18094,0.0
1784734556.9061868,12239,11413,12262,11831,18312,0.0
1784734556.9164293,12312,11483,12320,11881,18312,0.0
1784734556.9265904,12366,11531,12360,11930,18530,0.0
1784734556.9364853,12435,11585,12412,11980,18530,0.0
1784734556.9464276,12507,11636,12461,12033,18748,0.0
1784734556.9564502,12562,11695,12523,12062,18748,0.0
1784734556.966234,12620,11753,12581,12113,18966,0.0
1784734556.9759934,12668,11813,12636,12155,18966,0.0
1784734556.9864612,12725,11857,12676,12227,19184,0.0
1784734556.996081,12782,11900,12714,12254,19184,0.0
1784734557.0065627,12817,11949,12757,12320,19402,0.0
1784734557.016224,12867,11976,12809,12358,19402,0.0
1784734557.027388,12903,12033,12842,12401,19620,0.0
1784734557.0360217,12972,12077,12897,12453,19620,0.0
1784734557.04588,12995,12123,12947,12492,19838,0.0
1784734557.0561533,13054,12167,13003,12539,19838,0.0
1784734557.06621,13117,12222,13037,12573,20056,0.0
1784734557.0760317,13169,12272,13109,12628,20056,0.0
1784734557.0866356,13230,12330,13157,12709,20274,0.0
1784734557.0957713,13274,12389,13230,12760,20274,0.0
1784734557.107159,13327,12432,13294,12804,20492,0.0
1784734557.1164222,13383,12492,13330,12850,20492,0.0
1784734557.1262686,13437,12536,13383,12900,20710,0.0
1784734557.135915,13501,12589,13407,12953,20710,0.0
1784734557.145631,13531,12634,13452,12987,20928,0.0
1784734557.155686,13586,12690,13501,13029,20928,0.0
1784734557.1661725,13623,12736,13574,13063,21146,0.0
1784734557.1760387,13692,12784,13614,13109,21146,0.0
1784734557.1859157,13758,12825,13683,13149,21364,0.0
1784734557.1957338,13815,12894,13720,13192,21364,0.0
1784734557.2063177,13863,12953,13767,13247,21582,0.0
1784734557.2162118,13934,13009,13834,13309,21582,0.0
1784734557.2265747,13972,13071,13882,13363,21800,0.0
1784734557.235782,14025,13120,13940,13416,21800,0.0
1784734557.2462656,14051,13189,14012,13483,22018,0.0
1784734557.256249,14120,13221,14084,13513,22018,0.0
1784734557.2661474,14174,13283,14130,13568,22236,0.0
1784734557.2757897,14224,13330,14191,13617,22236,0.0
1784734557.286207,14245,13377,14238,13661,22454,0.0
1784734557.2967596,14289,13413,14275,13689,22454,0.0
1784734557.3057761,14330,13437,14330,13736,22672,0.0
1784734557.3155813,14371,13477,14378,13786,22672,0.0
1784734557.3264072,14423,13510,14412,13853,22890,0.0
1784734557.3356164,14433,13550,14433,13904,22890,0.0
1784734557.3464713,14496,13593,14503,13930,23108,0.0
1784734557.3559647,14541,13642,14552,13972,23108,0.0
1784734557.3665986,14577,13692,14616,14031,23108,0.0
1784734557.3759954,14616,13748,14644,14051,23326,0.0
1784734557.386815,14669,13805,14680,14107,23326,0.0
1784734557.3962667,14713,13844,14713,14154,23544,0.0
1784734557.40549,14749,13888,14734,14184,23544,0.0
1784734557.4163067,14771,13934,14792,14231,23762,0.0
1784734557.4260938,14814,13982,14814,14275,23762,0.0
1784734557.4357493,14844,14028,14844,14306,23980,0.0
1784734557.4455786,14892,14051,14877,14336,23980,0.0
1784734557.4568396,14947,14104,14914,14381,24198,0.0
1784734557.4660234,14985,14134,14947,14454,24198,0.0
1784734557.4754238,15041,14174,14985,14475,24416,0.0
1784734557.4858396,15098,14221,15018,14506,24416,0.0
1784734557.4967067,15174,14282,15082,14584,24634,0.0
1784734557.506058,15224,14330,15163,14602,24634,0.0
1784734557.5156052,15286,14402,15189,14680,24852,0.0
1784734557.5255613,15333,14436,15267,14727,24852,0.0
1784734557.5356603,15368,14464,15317,14778,25070,0.0
1784734557.5460804,15404,14506,15349,14814,25070,0.0
1784734557.55605,15444,14538,15368,14840,25288,0.0
1784734557.5654664,15475,14580,15416,14903,25288,0.0
1784734557.5754967,15515,14630,15436,14925,25506,0.0
1784734557.5853584,15548,14684,15491,14970,25506,0.0
1784734557.59621,15612,14709,15535,15026,25724,0.0
1784734557.6053214,15637,14745,15600,15071,25724,0.0
1784734557.6159668,15673,14803,15637,15120,25942,0.0
1784734557.6253562,15735,14840,15673,15166,25942,0.0
1784734557.6354184,15777,14892,15715,15193,26160,0.0
1784734557.6453493,15826,14929,15772,15212,26160,0.0
1784734557.6562169,15877,14985,15822,15274,26378,0.0
1784734557.6654623,15915,15041,15826,15317,26378,0.0
1784734557.6755064,15965,15086,15860,15368,26596,0.0
1784734557.685216,15995,15128,15898,15416,26596,0.0
1784734557.695664,16059,15182,15902,15451,26814,0.0
1784734557.705545,16111,15212,15961,15499,26814,0.0
1784734557.7163496,16124,15274,15991,15523,27032,0.0
1784734557.7255805,16163,15321,16017,15572,27032,0.0
1784734557.7365105,16189,15357,16068,15612,27250,0.0
1784734557.7455468,16260,15408,16120,15649,27250,0.0
1784734557.7552645,16308,15447,16168,15698,27468,0.0
1784734557.765467,16322,15499,16229,15727,27468,0.0
1784734557.7757852,16393,15548,16277,15777,27686,0.0
1784734557.7855608,16406,15584,16322,15814,27686,0.0
1784734557.7954807,16460,15625,16366,15852,27904,0.0
1784734557.8055677,16501,15669,16411,15906,27904,0.0
1784734557.8153875,16570,15727,16447,15953,28122,0.0
1784734557.8256102,16606,15752,16492,16000,28122,0.0
1784734557.8356814,16629,15789,16524,16008,28340,0.0
1784734557.8457901,16685,15831,16547,16029,28340,0.0
1784734557.85545,16713,15856,16615,16098,28558,0.0
1784734557.8659494,16755,15915,16666,16163,28558,0.0
1784734557.8753746,16811,15936,16689,16229,28776,0.0
1784734557.8853207,16853,15953,16755,16242,28776,0.0
1784734557.8957534,16882,16000,16802,16277,28994,0.0
1784734557.9054127,16930,16025,16816,16299,28994,0.0
1784734557.9151208,16973,16055,16844,16344,29212,0.0
1784734557.925756,17001,16098,16882,16393,29212,0.0
1784734557.935451,17045,16142,16925,16433,29430,0.0
1784734557.9453528,17089,16176,16953,16501,29430,0.0
1784734557.9552422,17123,16211,16992,16547,29648,0.0
1784734557.965253,17162,16229,17040,16570,29648,0.0
1784734557.9759238,17191,16291,17045,16625,29866,0.0
1784734557.9856753,17251,16326,17108,16629,29866,0.0
1784734557.9961715,17271,16330,17137,16671,30084,0.0
1784734558.005219,17346,16402,17182,16699,30084,0.0
1784734558.0155878,17411,16447,17236,16727,30302,0.0
1784734558.0253437,17452,16492,17286,16773,30302,0.0
1784734558.0358543,17497,16528,17346,16811,30520,0.0
1784734558.0450456,17513,16597,17386,16858,30520,0.0
1784734558.054905,17548,16643,17446,16910,30738,0.0
1784734558.0649512,17579,16666,17462,16949,30738,0.0
1784734558.0754018,17626,16699,17518,16997,30956,0.0
1784734558.0851395,17662,16703,17543,17035,30956,0.0
1784734558.0956001,17688,16769,17543,17089,31174,0.0
1784734558.1054559,17735,16811,17579,17123,31174,0.0
1784734558.1152906,17783,16839,17600,17162,31392,0.0
1784734558.1250465,17814,16896,17641,17196,31392,0.0
1784734558.1353836,17867,16930,17662,17226,31610,0.0
1784734558.1450899,17931,16987,17688,17256,31610,0.0
1784734558.1555488,17980,16987,17735,17291,31828,0.0
1784734558.1648707,18028,17040,17751,17346,31828,0.0
1784734558.175315,18061,17064,17809,17366,32046,0.0
1784734558.185081,18077,17142,17873,17391,32046,0.0
1784734558.19558,18126,17187,17921,17436,32264,0.0
1784734558.205365,18159,17226,17969,17436,32264,0.0
1784734558.215138,18203,17251,18028,17502,32482,0.0
1784734558.2248955,18209,17286,18061,17528,32482,0.0
1784734558.2353954,18264,17306,18105,17564,32700,0.0
1784734558.2451434,18292,17321,18115,17610,32700,0.0
1784734558.2554557,18365,17341,18187,17667,32700,0.0
1784734558.265251,18433,17356,18192,17704,32700,0.0
1784734558.274789,18433,17376,18242,17704,32700,0.0
1784734558.2858312,18433,17411,18270,17751,32700,0.0
1784734558.2954648,18467,17421,18270,17751,32700,0.0
1784734558.305038,18501,17426,18275,17767,32700,0.0
1784734558.3152635,18501,17426,18303,17772,32700,0.0
1784734558.3250575,18501,17431,18331,17783,32700,0.0
1784734558.3353372,18552,17472,18365,17830,32700,0.0
1784734558.34489,18541,17487,18382,17830,32700,0.0
1784734558.3552868,18575,17477,18387,17851,32700,0.0
1784734558.3648336,18570,17482,18376,17867,32700,0.0
1784734558.3751636,18593,17487,18399,17867,32700,0.0
1784734558.3847375,18587,17477,18421,17851,32700,0.0
1784734558.3949652,18552,17513,18450,17878,32700,0.0
1784734558.4053097,18570,17533,18484,17867,32700,0.0
1784734558.414892,18593,17523,18501,17899,32700,0.0
1784734558.4251022,18575,17533,18472,17883,32700,0.0
1784734558.4347615,18570,17533,18472,17883,32700,0.0
