t_unix,rpm_m1,rpm_m2,rpm_m3,rpm_m4,motor_m1,marker
1784734558.444666,18610,17528,18501,17899,32700,0.0
1784734558.4554331,18570,17533,18512,17899,32700,0.0
1784734558.4655764,18570,17564,18507,17931,32700,0.0
1784734558.476042,18575,17595,18495,17915,32700,0.0
1784734558.485048,18610,17595,18495,17937,32700,0.0
1784734558.495282,18621,17605,18495,17937,32700,0.0
1784734558.504949,18604,17610,18472,17980,32700,0.0
1784734558.5151765,18621,17579,18484,17985,32700,0.0
1784734558.5247834,18621,17610,18484,17996,32700,0.0
1784734558.534654,18621,17636,18501,17980,32700,0.0
1784734558.5450757,18627,17647,18489,17969,32700,0.0
1784734558.5547497,18621,17641,18484,17974,32700,0.0
1784734558.5652905,18604,17647,18450,17964,32700,0.0
1784734558.5748467,18639,17641,18455,17964,32700,0.0
1784734558.585272,18656,17615,18467,17969,32700,0.0
1784734558.5948675,18645,17641,18484,17942,32700,0.0
1784734558.6051307,18662,17631,18478,17974,32700,0.0
1784734558.6147676,18656,17626,18484,17974,32700,0.0
1784734558.6248934,18697,17615,18489,17996,32700,0.0
1784734558.6352015,18679,17605,18455,17991,32700,0.0
1784734558.6450603,18697,17595,18461,18012,32700,0.0
1784734558.654796,18714,17584,18467,17991,32700,0.0
1784734558.6646369,18697,17605,18512,17947,32700,0.0
1784734558.6752062,18720,17595,18524,17985,32700,0.0
1784734558.6847646,18679,17610,18507,17996,32700,0.0
1784734558.6945472,18662,17595,18467,17969,32700,0.0
1784734558.704899,18645,17584,18472,17964,32700,0.0
1784734558.7145905,18662,17564,18501,17964,32700,0.0
1784734558.7251372,18621,17579,18495,17947,32700,0.0
1784734558.7350411,18639,17579,18524,17937,32700,0.0
1784734558.745077,18604,17600,18529,17931,32700,0.0
1784734558.7549336,18610,17595,18547,17947,32700,0.0
1784734558.7650268,18610,17595,18558,17953,32700,0.0
1784734558.7749882,18610,17595,18518,17915,32700,0.0
1784734558.7848434,18645,17590,18541,17942,32700,0.0
1784734558.7945654,18662,17610,18547,17947,32700,0.0
1784734558.8048918,18668,17605,18558,17931,32700,0.0
1784734558.8145607,18645,17595,18541,17899,32700,0.0
1784734558.8248148,18662,17600,18512,17942,32700,0.0
1784734558.8344626,18639,17605,18501,17958,32700,0.0
1784734558.8448408,18639,17626,18541,17958,32700,0.0
1784734558.8545496,18645,17600,18558,17964,32700,0.0
1784734558.8648658,18645,17626,18581,17958,32700,0.0
1784734558.8745394,18645,17600,18587,17947,32700,0.0
1784734558.885759,18627,17610,18587,17958,32700,0.0
1784734558.8946378,18610,17579,18570,17937,32700,0.0
1784734558.905054,18593,17559,18575,17931,32700,0.0
1784734558.9145648,18593,17559,18610,17958,32700,0.0
1784734558.9248996,18570,17559,18604,17969,32700,0.0
1784734558.9344473,18558,17559,18604,17969,32700,0.0
1784734558.9448547,18587,17554,18575,17980,32700,0.0
1784734558.9544446,18593,17564,18581,17964,32700,0.0
1784734558.9646714,18593,17559,18575,17964,32700,0.0
1784734558.9749768,18593,17559,18552,17958,32700,0.0
1784734558.9845746,18593,17559,18575,17958,32700,0.0
1784734558.9945934,18610,17579,18547,17931,32700,0.0
1784734559.004561,18587,17579,18501,17953,32700,0.0
1784734559.0149236,18610,17569,18501,17915,32700,0.0
1784734559.024796,18610,17548,18518,17915,32700,0.0
1784734559.0344505,18587,17543,18547,17931,32700,0.0
1784734559.04488,18604,17543,18593,17931,32700,0.0
1784734559.0544908,18610,17559,18633,17947,32700,0.0
1784734559.0649786,18645,17564,18616,17964,32700,0.0
1784734559.074843,18645,17538,18575,17964,32700,0.0
1784734559.0845003,18627,17528,18570,17964,32700,0.0
1784734559.0943038,18610,17508,18541,17969,32700,0.0
1784734559.1047971,18627,17538,18535,17964,32700,0.0
1784734559.1145487,18627,17564,18512,17964,32700,0.0
1784734559.124311,18627,17579,18495,17980,32700,0.0
1784734559.1348126,18633,17564,18478,18007,32700,0.0
1784734559.1443768,18662,17548,18484,17996,32700,0.0
1784734559.1547515,18656,17559,18484,17969,32700,0.0
1784734559.1645548,18662,17569,18478,17953,32700,0.0
1784734559.1742706,18645,17579,18495,17947,32700,0.0
1784734559.1846004,18627,17574,18529,17926,32700,0.0
1784734559.1941762,18627,17554,18507,17964,32700,0.0
1784734559.2048612,18645,17538,18507,17947,32700,0.0
1784734559.2145994,18610,17528,18518,17947,32700,0.0
1784734559.2243006,18610,17543,18524,17931,32700,0.0
1784734559.2341912,18587,17564,18558,17926,32700,0.0
1784734559.2445936,18575,17559,18558,17910,32700,0.0
1784734559.251567,-1,-1,-1,-1,-1,staircase
1784734559.2552972,18575,17564,18575,17915,22937,0.0
1784734559.2643971,18354,17441,18535,17953,22937,0.0
1784734559.2740831,18077,17147,18231,17730,22937,0.0
1784734559.2847173,17814,16939,17991,17452,22937,0.0
1784734559.294461,17564,16694,17756,17241,22937,0.0
1784734559.3050299,17376,16501,17579,17064,22937,0.0
1784734559.3141794,17147,16295,17336,16825,22937,0.0
1784734559.3248336,16973,16150,17133,16657,22937,0.0
1784734559.3346076,16811,15965,16987,16478,22937,0.0
1784734559.3440804,16652,15864,16839,16339,22937,0.0
1784734559.3546364,16515,15748,16685,16181,22937,0.0
1784734559.364477,16393,15649,16551,16077,22937,0.0
1784734559.3741217,16282,15479,16420,15965,22937,0.0
1784734559.384379,16176,15404,16304,15860,22937,0.0
1784734559.394684,16077,15294,16189,15743,22937,0.0
1784734559.4042394,15995,15212,16077,15665,22937,0.0
1784734559.4146101,15915,15120,16004,15600,22937,0.0
1784734559.4242127,15839,15033,15902,15499,22937,0.0
1784734559.434507,15760,14977,15810,15408,22937,0.0
1784734559.4440541,15710,14906,15739,15368,22937,0.0
1784734559.454413,15661,14858,15719,15310,22937,0.0
1784734559.4643152,15588,14814,15661,15240,22937,0.0
1784734559.474669,15527,14778,15625,15189,22937,0.0
1784734559.4842515,15503,14734,15588,15159,22937,0.0
1784734559.4940243,15440,14745,15548,15143,22937,0.0
1784734559.5043316,15404,14727,15499,15109,22937,0.0
1784734559.5146234,15357,14684,15471,15064,22937,0.0
1784734559.524163,15349,14680,15432,15041,22937,0.0
1784734559.5339475,15333,14659,15416,15000,22937,0.0
1784734559.5442233,15310,14637,15404,14958,22937,0.0
1784734559.5544848,15282,14598,15364,14914,22937,0.0
1784734559.5645552,15263,14591,15345,14903,22937,0.0
1784734559.5742264,15247,14566,15341,14858,22937,0.0
1784734559.5845265,15224,14548,15313,14833,22937,0.0
1784734559.594321,15205,14534,15290,14807,22937,0.0
1784734559.6038337,15182,14520,15274,14785,22937,0.0
1784734559.6140778,15178,14506,15259,14781,22937,0.0
1784734559.6242578,15166,14520,15267,14727,22937,0.0
1784734559.6338353,15155,14499,15286,14723,22937,0.0
1784734559.6442049,15143,14499,15255,14713,22937,0.0
1784734559.653916,15120,14485,15251,14691,22937,0.0
1784734559.6638625,15105,14478,15228,14702,22937,0.0
1784734559.6742957,15098,14478,15224,14702,22937,0.0
1784734559.6839345,15064,14443,15224,14691,22937,0.0
1784734559.6942973,15060,14447,15224,14673,22937,0.0
1784734559.7039592,15064,14450,15189,14684,22937,0.0
1784734559.7151666,15041,14433,15193,14659,22937,0.0
1784734559.7240732,15045,14443,15197,14652,22937,0.0
1784734559.7338684,15030,14433,15178,14669,22937,0.0
1784734559.744207,15018,14419,15178,14659,22937,0.0
1784734559.7538521,15041,14412,15186,14669,22937,0.0
1784734559.7638893,15030,14433,15193,14669,22937,0.0
1784734559.7743602,15037,14412,15193,14669,22937,0.0
1784734559.7840931,15052,14423,15189,14680,22937,0.0
1784734559.7938585,15052,14416,15159,14669,22937,0.0
1784734559.8042078,15064,14412,15143,14680,22937,0.0
1784734559.8139608,15048,14423,15143,14673,22937,0.0
1784734559.824012,15041,14412,15117,14659,22937,0.0
1784734559.8341897,15030,14412,15113,14637,22937,0.0
1784734559.8441374,15018,14430,15124,14637,22937,0.0
1784734559.8541653,15033,14426,15117,14637,22937,0.0
1784734559.8636916,15030,14430,15098,14637,22937,0.0
1784734559.8743808,15041,14436,15098,14637,22937,0.0
1784734559.883951,15030,14430,15109,14637,22937,0.0
1784734559.893893,15041,14423,15079,14637,22937,0.0
1784734559.903795,15037,14423,15101,14616,22937,0.0
1784734559.9136732,15048,14433,15086,14616,22937,0.0
1784734559.9240322,15052,14447,15082,14612,22937,0.0
1784734559.934072,15041,14423,15086,14616,22937,0.0
1784734559.9439237,15037,14447,15071,14605,22937,0.0
1784734559.9542437,15026,14454,15064,14594,22937,0.0
1784734559.963995,15026,14464,15064,14616,22937,0.0
1784734559.97379,15026,14475,15064,14616,22937,0.0
1784734559.9841502,15030,14468,15060,14605,22937,0.0
1784734559.9939008,15037,14482,15052,14587,22937,0.0
1784734560.0036905,15041,14468,15064,14587,22937,0.0
1784734560.0141563,15064,14482,15064,14584,22937,0.0
1784734560.0241332,15064,14496,15064,14591,22937,0.0
1784734560.0338485,15048,14520,15075,14584,22937,0.0
1784734560.0436566,15041,14517,15075,14587,22937,0.0
1784734560.054143,15018,14527,15086,14605,22937,0.0
1784734560.0636303,15015,14534,15098,14594,22937,0.0
1784734560.074137,15003,14538,15098,14591,22937,0.0
1784734560.0837853,14992,14538,15101,14598,22937,0.0
1784734560.0942194,14996,14541,15109,14605,22937,0.0
1784734560.1039495,14981,14534,15120,14605,22937,0.0
1784734560.113658,14992,14548,15120,14580,22937,0.0
1784734560.1239345,14996,14541,15120,14594,22937,0.0
1784734560.1335166,15007,14531,15132,14605,22937,0.0
1784734560.1439202,15003,14520,15120,14573,22937,0.0
1784734560.1536126,15003,14520,15117,14584,22937,0.0
1784734560.1640103,14996,14520,15094,14548,22937,0.0
1784734560.173818,15007,14538,15120,14570,22937,0.0
1784734560.1834552,15033,14534,15132,14552,22937,0.0
1784734560.1943462,15026,14531,15132,14559,22937,0.0
1784734560.2039719,15018,14527,15120,14559,22937,0.0
1784734560.2136767,15041,14517,15143,14584,22937,0.0
1784734560.2239544,15052,14503,15143,14609,22937,0.0
1784734560.2335138,15041,14485,15140,14616,22937,0.0
1784734560.2438617,15037,14506,15132,14627,22937,0.0
1784734560.253479,15052,14517,15117,14637,22937,0.0
