a_hat_res_rms,a_hat_vs_a_res_rmse,a_res_rms,a_res_z_mean,a_res_z_rms,cmd_logged,controller,dz_cmd_m,dz_err_mean_m,dz_err_rms_m,dz_mean_m,e_R_peak,e_R_rmse,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,n_raw,n_robots,n_samples,nan_fraction,notes,phase,phase_t_hi,phase_t_lo,pos_err_valid,pos_peak_m,pos_peak_z,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,rate_hz_est,run,scenario,spectrum_ok,study_controller,t_end,t_start,tau_peak,tau_rms,vehicle_id
0.0,1.7779326313000863,1.7779326313000863,-1.5985464657930564,1.7418071486555566,1,geometric,,,,,0.7154118803381727,0.29623034194631065,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5876,2,5876,0.0,,scenario,11.75,0.0,1,0.2019727237524909,0.17424699999999999,0.10885954104911956,0.02610041630591492,0.03316002582863261,0.10034730007891242,500.0,A7_2026-09-23_19-13-55.meta,A7,0,geometric,11.75,0.0,nan,nan,cf5
0.0,1.3614345269117774,1.3614345269117774,-0.8770968298279158,1.2557235162696325,1,geometric,,,,,0.6578644318839558,0.5012651947771338,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,523,2,523,0.0,,land,12.794,11.75,1,0.1831720405220185,0.156688,0.15975909139304217,0.049662593025854226,0.05224875254020566,0.1425716030444742,499.9999999999998,A7_2026-09-23_19-13-55.meta,A7,0,geometric,12.794,11.75,nan,nan,cf5
0.0,1.3487418192975944,1.3487418192975944,-0.7781137949400799,1.2422589892290252,1,geometric,,,,,0.6305824796123026,0.5049489127452524,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,751,2,751,0.0,,approach1,11.75,10.25,1,0.2019727237524909,0.17424699999999999,0.1585537940656079,0.04409688830660164,0.06799144166159715,0.13627888286543857,500.0,A7_2026-09-23_19-13-55.meta,A7,0,geometric,11.75,10.25,nan,nan,cf5
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.02431978817753148,0.024319788177531484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5876,2,5876,0.0,,scenario,11.75,0.0,1,0.09192770352293157,0.08932200000000001,0.0675644485439658,0.014994542474675472,0.012934833050997671,0.06459727933100723,500.0,A7_2026-09-23_19-13-55.meta,A7,0,geometric,11.75,0.0,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.02431978817753148,0.02431978817753148,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,523,2,523,0.0,,land,12.794,11.75,1,0.09821404914267612,0.096133,0.09601106273740327,0.014452667732929806,0.013709965216619581,0.09392167703531595,499.9999999999998,A7_2026-09-23_19-13-55.meta,A7,0,geometric,12.794,11.75,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.02431978817753148,0.024319788177531484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,751,2,751,0.0,,approach1,11.75,10.25,1,0.09192770352293157,0.08932200000000001,0.0844511564540638,0.01396341965882911,0.020748936993514922,0.08066289327503282,500.0,A7_2026-09-23_19-13-55.meta,A7,0,geometric,11.75,10.25,nan,nan,cf_second
,,,,,,geometric,nan,nan,nan,nan,,,,,,,,,,,,,,,,,2,,,not stacked / dz_cmd not given / fewer than 2 vehicles with data,,,,,,,,,,,,A7_2026-09-23_19-13-55.meta,A7,,geometric,,,,,__formation__
