time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
0,-0.0178,-0.2487,0.0068,0.0146,0.0947,0.0016,-1.29,0.83,-0.08,0,3.753,0.357,-0.510,-0.388,0.020,-0.009,0.000,0.000,0.000,0.000
0,-0.0187,-0.2499,0.0075,0.0082,0.0704,0.0056,-1.16,0.93,-0.09,0,3.758,0.149,-0.003,0.062,0.019,-0.007,0.000,0.000,0.000,0.000
0,-0.0206,-0.2449,0.0066,-0.0009,0.0803,-0.0000,-1.02,0.95,-0.09,0,3.753,-0.072,-0.003,0.030,0.019,-0.010,0.000,0.000,0.000,0.000
0,-0.0206,-0.2459,0.0071,-0.0008,0.0611,0.0029,-0.89,0.94,-0.09,0,3.758,-0.162,-0.167,-0.206,0.019,-0.010,0.000,0.000,0.000,0.000
0,-0.0202,-0.2476,0.0075,0.0024,0.0397,0.0047,-0.70,0.94,-0.08,0,3.753,0.126,-0.006,0.020,0.017,-0.007,0.000,0.000,0.000,0.000
0,-0.0204,-0.2473,0.0075,0.0013,0.0335,0.0035,-0.64,0.94,-0.09,0,3.758,-0.071,-0.067,0.122,0.019,-0.009,0.000,0.000,0.000,0.000
0,-0.0201,-0.2471,0.0075,0.0027,0.0271,0.0029,-0.60,0.95,-0.09,0,3.753,-0.106,-0.008,-0.345,0.018,-0.010,0.000,0.000,0.000,0.000
0,-0.0201,-0.2475,0.0080,0.0024,0.0192,0.0046,-0.47,0.96,-0.09,0,3.758,0.052,0.072,0.068,0.019,-0.008,0.000,0.000,0.000,0.000
0,-0.0192,-0.2390,0.0080,0.0072,0.0566,0.0032,-0.82,0.91,-0.09,0,3.753,-0.106,-0.339,0.062,0.019,-0.008,0.000,0.000,0.000,0.000
0,-0.0190,-0.2375,0.0087,0.0074,0.0528,0.0064,-0.75,0.91,-0.09,0,3.758,-0.072,-0.087,0.088,0.019,-0.007,0.000,0.000,0.000,0.000
0,-0.0191,-0.2374,0.0070,0.0054,0.0435,-0.0025,-0.65,0.91,-0.08,0,3.753,-0.170,0.123,-0.132,0.020,-0.011,0.000,0.000,0.000,0.000
0,-0.0180,-0.2370,0.0075,0.0096,0.0359,0.0013,-0.65,0.95,-0.08,0,3.758,-0.058,0.108,0.124,0.018,-0.008,0.000,0.000,0.000,0.000
0,-0.0191,-0.2354,0.0075,0.0037,0.0362,0.0009,-0.56,0.95,-0.08,0,3.753,-0.141,-0.141,0.248,0.019,-0.009,0.000,0.000,0.000,0.000
0,-0.0209,-0.2207,0.0075,-0.0057,0.1009,-0.0014,-0.96,1.02,-0.08,0,3.758,-0.008,-0.190,0.107,0.017,-0.009,0.000,0.000,0.000,0.000
0,-0.0209,-0.2129,0.0083,-0.0042,0.1200,0.0006,-1.10,1.02,-0.08,0,3.753,-0.033,0.053,-0.053,0.019,-0.010,0.000,0.000,0.000,0.000
0,-0.0193,-0.2100,0.0081,0.0049,0.1116,0.0002,-1.00,0.94,-0.08,0,3.758,-0.216,0.066,0.266,0.019,-0.009,0.000,0.000,0.000,0.000
0,-0.0195,-0.2087,0.0071,0.0037,0.0949,-0.0038,-0.83,0.94,-0.08,0,3.753,0.084,0.067,0.356,0.019,-0.008,0.000,0.000,0.000,0.000
