time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
0,-2.0629,-2.4000,0.0084,0.0021,0.0096,-0.0021,0.09,0.70,-1.24,0,3.896,0.354,-0.181,0.071,0.013,-0.006,1.000,0.000,0.000,0.000
0,-2.0641,-2.4012,0.0091,-0.0050,-0.0017,0.0018,-0.02,0.70,-1.21,0,3.901,0.473,0.272,0.464,0.014,-0.009,1.001,0.000,0.000,0.000
0,-2.0639,-2.4012,0.0074,-0.0012,-0.0035,-0.0076,0.02,0.67,-1.22,0,3.896,0.706,0.030,-0.330,0.012,-0.008,0.997,0.000,0.000,0.000
0,-2.0638,-2.3928,0.0085,-0.0059,0.0344,-0.0004,-0.38,0.70,-1.16,0,3.896,0.556,0.398,-0.320,0.012,-0.008,0.999,0.000,0.000,0.000
0,-2.0640,-2.3936,0.0098,-0.0032,0.0203,0.0059,-0.22,0.67,-1.17,0,3.890,0.253,0.161,0.168,0.014,-0.008,1.000,0.000,0.000,0.000
0,-2.0640,-2.3951,0.0106,-0.0007,0.0057,0.0082,0.17,0.68,-1.18,0,3.901,0.471,0.191,0.220,0.015,-0.008,0.999,0.000,0.000,0.000
0,-2.0648,-2.3981,0.0117,-0.0037,-0.0128,0.0108,0.14,0.68,-1.16,0,3.896,0.473,0.310,0.054,0.015,-0.009,1.000,0.000,0.000,0.000
0,-2.0651,-2.3997,0.0113,-0.0039,-0.0221,0.0061,0.12,0.67,-1.15,0,3.896,0.442,0.057,0.072,0.013,-0.010,1.001,0.000,0.000,0.000
0,-2.0653,-2.4074,0.0098,-0.0052,-0.0625,-0.0028,0.42,0.66,-1.14,0,3.890,0.652,0.400,0.031,0.015,-0.010,1.002,0.000,0.000,0.000
0,-2.0655,-2.4066,0.0102,-0.0062,-0.0518,-0.0006,0.49,0.65,-1.14,0,3.901,0.448,0.056,-0.094,0.014,-0.011,1.000,0.000,0.000,0.000
0,-2.0657,-2.4176,0.0086,-0.0259,-0.1114,-0.0092,0.65,0.83,-0.94,0,3.890,0.431,-0.153,-0.054,0.013,-0.010,0.999,0.000,0.000,0.000
0,-2.0666,-2.4136,0.0100,-0.0209,-0.0695,0.0007,0.23,0.73,-1.02,0,3.901,0.202,-0.183,-0.029,0.012,-0.010,0.998,0.000,0.000,0.000
0,-2.0677,-2.4161,0.0096,-0.0177,-0.0704,-0.0018,0.14,0.71,-1.02,0,3.890,0.281,-0.026,0.110,0.013,-0.010,0.998,0.000,0.000,0.000
0,-2.0685,-2.4179,0.0103,-0.0109,-0.0668,0.0015,0.36,0.68,-1.05,0,3.896,0.577,0.327,-0.288,0.014,-0.007,1.000,0.000,0.000,0.000
0,-2.0692,-2.4233,0.0098,-0.0098,-0.0813,-0.0016,0.25,0.64,-1.07,0,3.890,0.587,-0.234,-0.022,0.015,-0.008,1.001,0.000,0.000,0.000
0,-2.0695,-2.4217,0.0106,-0.0087,-0.0591,0.0037,0.11,0.62,-1.07,0,3.901,0.248,0.320,0.040,0.016,-0.008,1.000,0.000,0.000,0.000
0,-2.0692,-2.4348,0.0089,-0.0088,-0.1233,-0.0075,0.73,0.70,-0.96,0,3.890,0.385,0.129,0.217,0.015,-0.008,0.998,0.000,0.000,0.000
0,-2.0695,-2.4408,0.0084,-0.0184,-0.1344,-0.0075,0.51,0.67,-0.98,0,3.901,0.663,0.267,0.230,0.016,-0.010,0.999,0.000,0.000,0.000
