a_hat_res_rms,a_hat_vs_a_res_rmse,a_res_rms,a_res_z_mean,a_res_z_rms,cmd_logged,controller,dz_cmd_m,dz_err_mean_m,dz_err_rms_m,dz_mean_m,e_R_peak,e_R_rmse,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,n_raw,n_robots,n_samples,nan_fraction,notes,phase,phase_t_hi,phase_t_lo,pos_err_valid,pos_peak_m,pos_peak_z,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,rate_hz_est,run,scenario,spectrum_ok,study_controller,t_end,t_start,tau_peak,tau_rms,vehicle_id
0.0,1.6168194049594236,1.6168194049594236,-1.4337022049012935,1.578204418663744,1,geometric,,,,,0.6586574296772184,0.3164197917089769,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5876,2,5876,0.0,,scenario,11.75,0.0,1,0.19263144070737775,0.161264,0.10892796974194667,0.027494772062863184,0.03528363336999112,0.0993197126331208,500.0,A7_2026-09-23_19-11-19.meta,A7,0,geometric,11.75,0.0,nan,nan,cf5
0.0,1.7429629012348304,1.7429629012348307,-0.807246211786372,1.6363283853035153,1,geometric,,,,,0.7555035677493522,0.446366355827941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,543,2,543,0.0,,land,12.834,11.75,1,0.19429990270970288,0.170533,0.15096496201160634,0.06000005474641455,0.031555179071695645,0.13488767126519097,500.00000000000017,A7_2026-09-23_19-11-19.meta,A7,0,geometric,12.834,11.75,nan,nan,cf5
0.0,1.5668067095612492,1.5668067095612492,-0.91057465379494,1.463226699127559,1,geometric,,,,,0.5813211618967609,0.46205469768332946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,751,2,751,0.0,,approach1,11.75,10.25,1,0.18222368662169028,0.159586,0.1462644383667029,0.04922083698649518,0.05403378654296254,0.12669232434881544,500.0,A7_2026-09-23_19-11-19.meta,A7,0,geometric,11.75,10.25,nan,nan,cf5
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.042100392468479436,0.04210039246847944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5876,2,5876,0.0,,scenario,11.75,0.0,1,0.09609933964913595,0.08618900000000002,0.0737617898784181,0.03472209153821903,0.021792470305251666,0.06132100980311858,500.0,A7_2026-09-23_19-11-19.meta,A7,0,geometric,11.75,0.0,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.042100392468479436,0.04210039246847944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,543,2,543,0.0,,land,12.834,11.75,1,0.09711555620496645,0.09320500000000001,0.09290320921853631,0.020628056794027058,0.019002671954799672,0.08856854980513001,500.00000000000017,A7_2026-09-23_19-11-19.meta,A7,0,geometric,12.834,11.75,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.042100392468479436,0.04210039246847944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,751,2,751,0.0,,approach1,11.75,10.25,1,0.09609933964913595,0.08618900000000002,0.09033883311117179,0.025992330788681284,0.03400491944979359,0.07955607432039975,500.0,A7_2026-09-23_19-11-19.meta,A7,0,geometric,11.75,10.25,nan,nan,cf_second
,,,,,,geometric,nan,nan,nan,nan,,,,,,,,,,,,,,,,,2,,,not stacked / dz_cmd not given / fewer than 2 vehicles with data,,,,,,,,,,,,A7_2026-09-23_19-11-19.meta,A7,,geometric,,,,,__formation__
