cf5_A3_13-04-34.a_hat_x,cf5_A3_13-04-34.a_hat_y,cf5_A3_13-04-34.a_hat_z,cf5_A3_13-04-34.a_res_x,cf5_A3_13-04-34.a_res_y,cf5_A3_13-04-34.a_res_z,cf5_A3_13-04-34.e_r_x,cf5_A3_13-04-34.e_r_y,cf5_A3_13-04-34.e_r_z,cf5_A3_13-04-34.pos_des_x,cf5_A3_13-04-34.pos_des_y,cf5_A3_13-04-34.pos_des_z,cf5_A3_13-04-34.pos_x,cf5_A3_13-04-34.pos_y,cf5_A3_13-04-34.pos_z,cf5_A3_13-04-34.t,cf_second_A3_13-04-34.a_hat_x,cf_second_A3_13-04-34.a_hat_y,cf_second_A3_13-04-34.a_hat_z,cf_second_A3_13-04-34.a_res_x,cf_second_A3_13-04-34.a_res_y,cf_second_A3_13-04-34.a_res_z,cf_second_A3_13-04-34.e_r_x,cf_second_A3_13-04-34.e_r_y,cf_second_A3_13-04-34.e_r_z,cf_second_A3_13-04-34.pos_des_x,cf_second_A3_13-04-34.pos_des_y,cf_second_A3_13-04-34.pos_des_z,cf_second_A3_13-04-34.pos_x,cf_second_A3_13-04-34.pos_y,cf_second_A3_13-04-34.pos_z,cf_second_A3_13-04-34.t
0.000000,0.000000,0.000000,-0.075367,-0.042990,0.091690,0.029846,-0.017427,-0.013241,-0.600001,-0.000001,1.000000,-0.610684,-0.002332,0.973208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006399,-0.005464,0.005720,0.000000,-0.000002,1.250000,-0.018793,0.018665,1.110883,0.000000
0.000000,0.000000,0.000000,-0.070585,-0.040209,0.073590,0.029797,-0.016906,-0.013293,-0.600001,-0.000001,1.000000,-0.610592,-0.002429,0.973196,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006399,-0.005464,0.005720,0.000000,-0.000002,1.250000,-0.018793,0.018665,1.110883,0.002000
0.000000,0.000000,0.000000,-0.066834,-0.043868,0.057721,0.029779,-0.016940,-0.013293,-0.600001,-0.000001,1.000000,-0.610592,-0.002429,0.973196,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006399,-0.005464,0.005720,0.000000,-0.000002,1.250000,-0.018804,0.018683,1.110890,0.004000
0.000000,0.000000,0.000000,-0.064217,-0.046551,0.040162,0.029782,-0.016952,-0.013293,-0.600000,-0.000001,1.000000,-0.610592,-0.002429,0.973196,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006399,-0.005464,0.005720,0.000000,-0.000002,1.250000,-0.018898,0.018836,1.110943,0.006000
0.000000,0.000000,0.000000,-0.060536,-0.047241,0.045837,0.029284,-0.017388,-0.013295,-0.600000,-0.000001,1.000000,-0.610714,-0.002300,0.973137,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006399,-0.005464,0.005720,0.000000,-0.000002,1.250000,-0.018876,0.018785,1.110921,0.008000
0.000000,0.000000,0.000000,-0.057149,-0.051661,0.056653,0.029106,-0.016906,-0.013316,-0.600000,-0.000001,1.000000,-0.610674,-0.002341,0.973077,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006399,-0.005464,0.005720,0.000000,-0.000002,1.250000,-0.018769,0.018537,1.110813,0.010000
0.000000,0.000000,0.000000,-0.055076,-0.061232,0.067747,0.029187,-0.016388,-0.013330,-0.600000,-0.000001,1.000000,-0.610591,-0.002425,0.973066,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006399,-0.005464,0.005720,0.000000,-0.000002,1.250000,-0.018769,0.018537,1.110813,0.012000
0.000000,0.000000,0.000000,-0.050781,-0.070516,0.065620,0.029146,-0.016438,-0.013330,-0.599999,-0.000001,1.000000,-0.610591,-0.002425,0.973066,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006399,-0.005464,0.005720,0.000000,-0.000002,1.250000,-0.018790,0.018578,1.110830,0.014000
0.000000,0.000000,0.000000,-0.042538,-0.074919,0.051575,0.029122,-0.016454,-0.013330,-0.599998,-0.000001,1.000000,-0.610591,-0.002425,0.973066,0.016000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006399,-0.005464,0.005720,0.000000,-0.000002,1.250000,-0.018887,0.018774,1.110910,0.016000
0.000000,0.000000,0.000000,-0.031669,-0.076263,0.039740,0.028584,-0.016932,-0.013333,-0.599998,-0.000001,1.000000,-0.610724,-0.002287,0.973044,0.018000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006399,-0.005464,0.005720,0.000000,-0.000002,1.250000,-0.018856,0.018707,1.110880,0.018000
