time,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.01,0,0,0.052352328,0,0,5.235233,1,0,0,0,0,0,0
0.02,0,0,0.15705699,0,0,10.470466,1,0,0,0,0,0,0
0.03,0,0,0.31411397,0,0,15.705698,1,0,0,0,0,0,0
0.04,0,0,0.5235233,0,0,20.940931,1,0,0,0,0,0,0
0.049999997,0,0,0.7852849,0,0,26.176165,1,0,0,0,0,0,0
0.06,0,0,1.0993989,0,0,31.411398,1,0,0,0,0,0,0
0.07,0,0,1.4658651,0,0,36.64663,1,0,0,0,0,0,0
0.08,0,0,1.8846837,0,0,41.881863,1,0,0,0,0,0,0
0.089999996,0,0,2.3558547,0,0,47.117096,1,0,0,0,0,0,0
0.099999994,0,0,2.879378,0,0,52.35233,1,0,0,0,0,0,0
