t,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,yaw,yaw_dot,yaw_ddot,thrust,tx,ty,tz,ox,oy,oz,odx,ody,odz
0.674000,0.376987,0.163221,1.037699,1.737430,0.803145,0.173743,3.253675,2.000213,0.325368,-16.466461,-3.802391,-1.646645,0.093987,0.466274,1.220494,0.292440,0.001479,-0.004951,-0.000680,1.148915,-15.529961,-2.000156,65.484703,-300.540222,-23.252874
0.675000,0.378726,0.164025,1.037873,1.740676,0.805144,0.174068,3.237154,1.996391,0.323715,-16.546478,-3.833038,-1.654636,0.094454,0.467494,1.219038,0.292245,0.001491,-0.004972,-0.000674,1.163787,-15.616549,-2.008361,65.958458,-301.834015,-23.022278
0.676000,0.380468,0.164831,1.038047,1.743904,0.807139,0.174391,3.220575,1.992544,0.322058,-16.626007,-3.863548,-1.662592,0.094922,0.468712,1.217568,0.292051,0.001503,-0.004993,-0.000667,1.178567,-15.702791,-2.016453,66.429451,-303.107635,-22.787273
0.677000,0.382213,0.165640,1.038221,1.747118,0.809129,0.174712,3.203915,1.988668,0.320391,-16.705017,-3.893944,-1.670502,0.095391,0.469929,1.216087,0.291856,0.001514,-0.005013,-0.000660,1.193286,-15.788685,-2.024429,66.897408,-304.358307,-22.547031
0.678000,0.383962,0.166450,1.038396,1.750313,0.811116,0.175032,3.187174,1.984758,0.318717,-16.783539,-3.924194,-1.678356,0.095862,0.471144,1.214596,0.291660,0.001526,-0.005033,-0.000653,1.207915,-15.874252,-2.032283,67.361656,-305.587769,-22.302105
0.679000,0.385714,0.167262,1.038571,1.753493,0.813099,0.175350,3.170345,1.980818,0.317033,-16.861694,-3.954262,-1.686169,0.096334,0.472358,1.213084,0.291464,0.001537,-0.005053,-0.000645,1.222397,-15.959610,-2.040043,67.822418,-306.797852,-22.053753
0.680000,0.387469,0.168076,1.038747,1.756655,0.815078,0.175666,3.153440,1.976847,0.315344,-16.939255,-3.984222,-1.693924,0.096807,0.473571,1.211569,0.291268,0.001548,-0.005072,-0.000638,1.236840,-16.044538,-2.047671,68.279594,-307.982086,-21.799562
0.681000,0.389227,0.168892,1.038923,1.759798,0.817052,0.175980,3.136478,1.972848,0.313648,-17.016434,-4.014023,-1.701645,0.097281,0.474781,1.210041,0.291072,0.001560,-0.005090,-0.000630,1.251153,-16.129219,-2.055194,68.733040,-309.146820,-21.541723
0.682000,0.390989,0.169710,1.039099,1.762928,0.819023,0.176293,3.119404,1.968816,0.311941,-17.092926,-4.043655,-1.709291,0.097756,0.475991,1.208497,0.290875,0.001571,-0.005109,-0.000623,1.265390,-16.213406,-2.062579,69.182053,-310.282471,-21.278479
0.683000,0.392753,0.170530,1.039275,1.766037,0.820990,0.176604,3.102282,1.964765,0.310228,-17.169083,-4.073204,-1.716913,0.098233,0.477198,1.206946,0.290678,0.001582,-0.005127,-0.000615,1.279555,-16.297388,-2.069880,69.628372,-311.399811,-21.011074
0.684000,0.394521,0.171352,1.039452,1.769130,0.822953,0.176914,3.085073,1.960673,0.308507,-17.244766,-4.102531,-1.724474,0.098711,0.478405,1.205383,0.290480,0.001593,-0.005144,-0.000607,1.293563,-16.381050,-2.077054,70.069611,-312.492065,-20.739761
0.685000,0.396291,0.172176,1.039629,1.772207,0.824911,0.177221,3.067781,1.956558,0.306779,-17.319839,-4.131760,-1.731979,0.099190,0.479609,1.203803,0.290283,0.001604,-0.005162,-0.000599,1.307537,-16.464273,-2.084107,70.507133,-313.557465,-20.462894
0.686000,0.398065,0.173002,1.039806,1.775266,0.826867,0.177527,3.050415,1.952407,0.305044,-17.394440,-4.160789,-1.739449,0.099670,0.480812,1.202216,0.290085,0.001615,-0.005178,-0.000591,1.321366,-16.547159,-2.091034,70.939392,-314.599365,-20.182341
0.687000,0.399842,0.173830,1.039984,1.778306,0.828816,0.177831,3.032997,1.948237,0.303301,-17.468597,-4.189713,-1.746857,0.100151,0.482013,1.200616,0.289887,0.001625,-0.005195,-0.000582,1.335123,-16.629747,-2.097865,71.368378,-315.617188,-19.897192
0.688000,0.401622,0.174659,1.040162,1.781334,0.830762,0.178134,3.015486,1.944028,0.301548,-17.542221,-4.218445,-1.754219,0.100634,0.483213,1.199008,0.289689,0.001636,-0.005211,-0.000574,1.348758,-16.711952,-2.104562,71.791939,-316.608337,-19.607704
0.689000,0.403404,0.175491,1.040340,1.784340,0.832705,0.178434,2.997911,1.939797,0.299791,-17.615402,-4.247047,-1.761528,0.101118,0.484411,1.197387,0.289490,0.001647,-0.005226,-0.000565,1.362302,-16.793867,-2.111161,72.211609,-317.575653,-19.314045
0.690000,0.405191,0.176325,1.040519,1.787329,0.834643,0.178733,2.980255,1.935534,0.298027,-17.687881,-4.275520,-1.768789,0.101603,0.485609,1.195752,0.289291,0.001657,-0.005241,-0.000556,1.375803,-16.875231,-2.117608,72.626114,-318.511932,-19.014565
0.691000,0.406979,0.177160,1.040698,1.790301,0.836576,0.179030,2.962542,1.931243,0.296253,-17.759995,-4.303780,-1.775988,0.102089,0.486803,1.194109,0.289093,0.001667,-0.005256,-0.000548,1.389123,-16.956354,-2.123956,73.035530,-319.424469,-18.712357
0.692000,0.408771,0.177998,1.040877,1.793254,0.838505,0.179326,2.944756,1.926932,0.294475,-17.831665,-4.331940,-1.783161,0.102576,0.487996,1.192457,0.288894,0.001678,-0.005270,-0.000539,1.402378,-17.037178,-2.130211,73.440865,-320.313721,-18.405916
0.693000,0.410566,0.178837,1.041057,1.796189,0.840430,0.179619,2.926889,1.922587,0.292688,-17.902695,-4.359932,-1.790264,0.103065,0.489188,1.190792,0.288695,0.001688,-0.005284,-0.000529,1.415547,-17.117514,-2.136321,73.840561,-321.170349,-18.094208
0.694000,0.412363,0.179679,1.041236,1.799107,0.842350,0.179911,2.908945,1.918208,0.290893,-17.973190,-4.387749,-1.797314,0.103555,0.490378,1.189117,0.288495,0.001698,-0.005297,-0.000520,1.428605,-17.197460,-2.142304,74.234993,-321.999084,-17.778263
0.695000,0.414164,0.180522,1.041417,1.802007,0.844266,0.180201,2.890932,1.913805,0.289093,-18.043243,-4.415382,-1.804319,0.104046,0.491566,1.187428,0.288296,0.001708,-0.005310,-0.000511,1.441520,-17.277094,-2.148184,74.623840,-322.801483,-17.459085
0.696000,0.415967,0.181367,1.041597,1.804889,0.846177,0.180489,2.872862,1.909380,0.287286,-18.112762,-4.442894,-1.811272,0.104538,0.492752,1.185732,0.288097,0.001717,-0.005322,-0.000501,1.454364,-17.356325,-2.153949,75.007820,-323.576233,-17.135427
0.697000,0.417774,0.182214,1.041777,1.807753,0.848085,0.180776,2.854708,1.904922,0.285470,-18.181702,-4.470222,-1.818165,0.105031,0.493938,1.184026,0.287897,0.001727,-0.005334,-0.000492,1.467098,-17.435122,-2.159583,75.386078,-324.319366,-16.807301
0.698000,0.419583,0.183064,1.041958,1.810599,0.849987,0.181060,2.836485,1.900436,0.283648,-18.250122,-4.497421,-1.825010,0.105526,0.495121,1.182310,0.287698,0.001737,-0.005346,-0.000482,1.479757,-17.513536,-2.165100,75.759232,-325.034271,-16.474724
0.699000,0.421395,0.183915,1.042140,1.813425,0.851885,0.181343,2.818209,1.895930,0.281822,-18.318146,-4.524429,-1.831806,0.106022,0.496302,1.180585,0.287498,0.001746,-0.005357,-0.000472,1.492255,-17.591665,-2.170521,76.126305,-325.723480,-16.139528
0.700000,0.423210,0.184767,1.042321,1.816233,0.853778,0.181624,2.799856,1.891394,0.279986,-18.385574,-4.551323,-1.838547,0.106518,0.497482,1.178853,0.287299,0.001755,-0.005367,-0.000462,1.504708,-17.669346,-2.175813,76.488556,-326.380737,-15.798933
0.701000,0.425027,0.185622,1.042503,1.819026,0.855668,0.181903,2.781441,1.886825,0.278143,-18.452316,-4.578003,-1.845224,0.107016,0.498660,1.177103,0.287099,0.001765,-0.005377,-0.000452,1.517035,-17.746462,-2.180951,76.843521,-327.004364,-15.454321
0.702000,0.426848,0.186479,1.042685,1.821796,0.857552,0.182180,2.762962,1.882239,0.276294,-18.518677,-4.604553,-1.851866,0.107516,0.499836,1.175345,0.286900,0.001774,-0.005387,-0.000442,1.529253,-17.823318,-2.186009,77.193764,-327.601837,-15.106477
0.703000,0.428671,0.187337,1.042867,1.824552,0.859433,0.182456,2.744396,1.877613,0.274440,-18.584457,-4.630890,-1.858438,0.108016,0.501011,1.173582,0.286700,0.001783,-0.005395,-0.000432,1.541341,-17.899734,-2.190923,77.536812,-328.166077,-14.754523
0.704000,0.430497,0.188197,1.043050,1.827287,0.861308,0.182729,2.725773,1.872972,0.272578,-18.649673,-4.657112,-1.864962,0.108518,0.502184,1.171805,0.286501,0.001791,-0.005404,-0.000421,1.553362,-17.975706,-2.195732,77.874649,-328.699463,-14.398387
0.705000,0.432326,0.189060,1.043233,1.830003,0.863178,0.183001,2.707098,1.868299,0.270710,-18.714432,-4.683121,-1.871435,0.109021,0.503354,1.170020,0.286301,0.001800,-0.005412,-0.000411,1.565220,-18.051321,-2.200417,78.205658,-329.204407,-14.039506
0.706000,0.434157,0.189924,1.043416,1.832700,0.865044,0.183270,2.688356,1.863608,0.268835,-18.778595,-4.709038,-1.877857,0.109524,0.504524,1.168229,0.286102,0.001809,-0.005419,-0.000400,1.577045,-18.126474,-2.204993,78.531380,-329.676117,-13.675611
0.707000,0.435991,0.190790,1.043599,1.835379,0.866905,0.183538,2.669540,1.858879,0.266954,-18.842163,-4.734756,-1.884218,0.110029,0.505691,1.166424,0.285903,0.001817,-0.005426,-0.000389,1.588750,-18.201157,-2.209423,78.850266,-330.114380,-13.307746
0.708000,0.437828,0.191658,1.043783,1.838040,0.868762,0.183804,2.650663,1.854134,0.265066,-18.905243,-4.760292,-1.890524,0.110536,0.506856,1.164610,0.285704,0.001825,-0.005432,-0.000379,1.600314,-18.275455,-2.213757,79.162613,-330.521729,-12.937190
0.709000,0.439667,0.192527,1.043967,1.840681,0.870614,0.184068,2.631737,1.849365,0.263173,-18.967896,-4.785675,-1.896784,0.111043,0.508020,1.162794,0.285505,0.001833,-0.005438,-0.000368,1.611762,-18.349436,-2.217988,79.469147,-330.900299,-12.563453
0.710000,0.441509,0.193399,1.044151,1.843303,0.872461,0.184331,2.612741,1.844567,0.261274,-19.029892,-4.810928,-1.902983,0.111552,0.509181,1.160965,0.285306,0.001841,-0.005443,-0.000357,1.623156,-18.422880,-2.222081,79.769135,-331.243408,-12.184799
0.711000,0.443353,0.194272,1.044335,1.845906,0.874303,0.184591,2.593662,1.839742,0.259367,-19.091202,-4.835884,-1.909105,0.112062,0.510342,1.159127,0.285108,0.001849,-0.005448,-0.000345,1.634345,-18.495762,-2.226038,80.060265,-331.548920,-11.804053
0.712000,0.445201,0.195147,1.044520,1.848490,0.876140,0.184849,2.574560,1.834896,0.257456,-19.152145,-4.860786,-1.915205,0.112573,0.511500,1.157279,0.284909,0.001857,-0.005452,-0.000334,1.645495,-18.568352,-2.229897,80.346886,-331.828430,-11.419209
0.713000,0.447050,0.196025,1.044705,1.851056,0.877974,0.185106,2.555363,1.830019,0.255536,-19.212494,-4.885498,-1.921242,0.113085,0.512657,1.155426,0.284711,0.001864,-0.005456,-0.000323,1.656531,-18.640478,-2.233633,80.626411,-332.071259,-11.030578
0.714000,0.448903,0.196903,1.044890,1.853601,0.879801,0.185360,2.536133,1.825119,0.253611,-19.272217,-4.910004,-1.927206,0.113598,0.513811,1.153563,0.284513,0.001872,-0.005459,-0.000311,1.667426,-18.712067,-2.237232,80.898041,-332.280060,-10.639187
0.715000,0.450758,0.197784,1.045076,1.856127,0.881622,0.185613,2.516829,1.820200,0.251683,-19.331528,-4.934364,-1.933149,0.114112,0.514963,1.151690,0.284315,0.001879,-0.005462,-0.000300,1.678211,-18.783344,-2.240748,81.163879,-332.458374,-10.244975
0.716000,0.452615,0.198667,1.045262,1.858633,0.883441,0.185864,2.497473,1.815255,0.249745,-19.390152,-4.958519,-1.939005,0.114628,0.516114,1.149809,0.284118,0.001886,-0.005464,-0.000288,1.688869,-18.854040,-2.244123,81.421700,-332.599945,-9.847570
0.717000,0.454475,0.199551,1.045448,1.861122,0.885253,0.186112,2.478056,1.810285,0.247804,-19.448257,-4.982544,-1.944820,0.115144,0.517263,1.147923,0.283921,0.001893,-0.005465,-0.000276,1.699452,-18.924311,-2.247383,81.673431,-332.707764,-9.446306
0.718000,0.456337,0.200437,1.045634,1.863590,0.887062,0.186359,2.458570,1.805282,0.245855,-19.505646,-5.006393,-1.950569,0.115662,0.518411,1.146027,0.283723,0.001900,-0.005466,-0.000265,1.709950,-18.993975,-2.250491,81.916908,-332.776917,-9.040873
0.719000,0.458202,0.201325,1.045820,1.866038,0.888864,0.186604,2.439035,1.800277,0.243905,-19.562729,-5.030075,-1.956270,0.116181,0.519555,1.144125,0.283527,0.001907,-0.005466,-0.000253,1.720284,-19.063417,-2.253554,82.154808,-332.818665,-8.634591
0.720000,0.460070,0.202215,1.046007,1.868468,0.890661,0.186847,2.419456,1.795233,0.241945,-19.619095,-5.053558,-1.961901,0.116701,0.520698,1.142215,0.283331,0.001913,-0.005466,-0.000241,1.730514,-19.132225,-2.256446,82.384209,-332.821442,-8.224347
0.721000,0.461939,0.203107,1.046194,1.870878,0.892455,0.187088,2.399803,1.790172,0.239980,-19.675064,-5.076912,-1.967505,0.117223,0.521840,1.140299,0.283134,0.001919,-0.005465,-0.000229,1.740641,-19.200727,-2.259260,82.607620,-332.793701,-7.811622
0.722000,0.463812,0.204000,1.046381,1.873270,0.894242,0.187327,2.380075,1.785068,0.238008,-19.730194,-5.100021,-1.973017,0.117745,0.522979,1.138365,0.282938,0.001926,-0.005464,-0.000216,1.750646,-19.268499,-2.261890,82.821533,-332.722015,-7.394992
0.723000,0.465686,0.204895,1.046569,1.875638,0.896025,0.187564,2.360325,1.779963,0.236032,-19.784973,-5.122993,-1.978489,0.118269,0.524117,1.136436,0.282743,0.001932,-0.005462,-0.000204,1.760518,-19.335978,-2.264464,83.029701,-332.622589,-6.977170
0.724000,0.467563,0.205792,1.046756,1.877988,0.897802,0.187799,2.340532,1.774826,0.234051,-19.839111,-5.145767,-1.983913,0.118793,0.525252,1.134495,0.282548,0.001937,-0.005459,-0.000192,1.770268,-19.402885,-2.266887,83.229416,-332.486572,-6.556427
0.725000,0.469442,0.206690,1.046944,1.880321,0.899575,0.188032,2.320667,1.769669,0.232066,-19.892670,-5.168411,-1.989267,0.119319,0.526385,1.132550,0.282354,0.001943,-0.005456,-0.000179,1.779950,-19.469313,-2.269204,83.422501,-332.313080,-6.132034
0.726000,0.471324,0.207591,1.047132,1.882628,0.901341,0.188263,2.300747,1.764493,0.230075,-19.945770,-5.190880,-1.994570,0.119846,0.527517,1.130598,0.282160,0.001949,-0.005452,-0.000167,1.789495,-19.535362,-2.271430,83.608612,-332.107391,-5.705966
0.727000,0.473207,0.208493,1.047321,1.884921,0.903105,0.188493,2.280775,1.759291,0.228076,-19.998230,-5.213097,-1.999805,0.120374,0.528647,1.128636,0.281966,0.001954,-0.005448,-0.000154,1.798863,-19.600832,-2.273520,83.785675,-331.863495,-5.278363
0.728000,0.475093,0.209397,1.047509,1.887192,0.904860,0.188719,2.260731,1.754067,0.226074,-20.049927,-5.235161,-2.004993,0.120903,0.529774,1.126669,0.281772,0.001959,-0.005443,-0.000142,1.808169,-19.665638,-2.275479,83.954781,-331.578461,-4.847059
0.729000,0.476982,0.210303,1.047698,1.889437,0.906610,0.188944,2.240673,1.748827,0.224067,-20.101318,-5.257111,-2.010126,0.121434,0.530899,1.124697,0.281580,0.001964,-0.005437,-0.000129,1.817368,-19.730179,-2.277355,84.118263,-331.265839,-4.413856
0.730000,0.478872,0.211210,1.047887,1.891670,0.908357,0.189168,2.220543,1.743552,0.222055,-20.152008,-5.278839,-2.015196,0.121965,0.532023,1.122716,0.281387,0.001969,-0.005431,-0.000116,1.826440,-19.794100,-2.279083,84.272583,-330.912872,-3.978045
0.731000,0.480765,0.212120,1.048077,1.893885,0.910100,0.189389,2.200371,1.738260,0.220036,-20.202148,-5.300385,-2.020210,0.122498,0.533146,1.120726,0.281195,0.001974,-0.005424,-0.000104,1.835380,-19.857527,-2.280703,84.419296,-330.524323,-3.540516
0.732000,0.482660,0.213031,1.048266,1.896072,0.911834,0.189608,2.180145,1.732949,0.218013,-20.251648,-5.321724,-2.025156,0.123031,0.534265,1.118737,0.281004,0.001978,-0.005417,-0.000091,1.844180,-19.920382,-2.282207,84.557686,-330.097137,-3.101254
0.733000,0.484557,0.213943,1.048456,1.898246,0.913565,0.189825,2.159843,1.727615,0.215984,-20.300629,-5.342873,-2.030060,0.123566,0.535383,1.116738,0.280813,0.001983,-0.005409,-0.000078,1.852847,-19.982792,-2.283614,84.688576,-329.634491,-2.660430
0.734000,0.486456,0.214858,1.048645,1.900392,0.915289,0.190040,2.139530,1.722263,0.213953,-20.348999,-5.363907,-2.034899,0.124102,0.536499,1.114735,0.280623,0.001987,-0.005400,-0.000065,1.861456,-20.044632,-2.284893,84.812164,-329.136017,-2.216516
0.735000,0.488357,0.215774,1.048836,1.902523,0.917009,0.190253,2.119152,1.716889,0.211915,-20.396881,-5.384758,-2.039677,0.124639,0.537612,1.112720,0.280433,0.001991,-0.005391,-0.000052,1.869931,-20.106052,-2.286077,84.928459,-328.602814,-1.771204
0.736000,0.490261,0.216692,1.049026,1.904631,0.918724,0.190464,2.098747,1.711493,0.209875,-20.444092,-5.405441,-2.044405,0.125177,0.538724,1.110706,0.280244,0.001995,-0.005382,-0.000039,1.878307,-20.166842,-2.287123,85.036179,-328.031586,-1.323512
0.737000,0.492167,0.217611,1.049217,1.906721,0.920433,0.190672,2.078262,1.706079,0.207827,-20.490753,-5.425903,-2.049067,0.125717,0.539834,1.108682,0.280055,0.001998,-0.005371,-0.000026,1.886521,-20.227150,-2.288081,85.136360,-327.422119,-0.875078
0.738000,0.494075,0.218533,1.049407,1.908788,0.922135,0.190879,2.057751,1.700645,0.205774,-20.536682,-5.446167,-2.053665,0.126257,0.540941,1.106655,0.279867,0.002002,-0.005360,-0.000012,1.894618,-20.286758,-2.288901,85.227341,-326.774261,-0.425024
0.739000,0.495984,0.219455,1.049598,1.910834,0.923834,0.191084,2.037197,1.695188,0.203719,-20.582245,-5.466286,-2.058210,0.126799,0.542047,1.104626,0.279679,0.002005,-0.005349,0.000001,1.902597,-20.346046,-2.289629,85.311615,-326.094269,0.026572
0.740000,0.497896,0.220380,1.049790,1.912860,0.925526,0.191286,2.016594,1.689708,0.201659,-20.627045,-5.486183,-2.062710,0.127341,0.543150,1.102588,0.279493,0.002008,-0.005336,0.000014,1.910439,-20.404612,-2.290219,85.386528,-325.373840,0.479364
0.741000,0.499810,0.221307,1.049981,1.914866,0.927213,0.191487,1.995945,1.684214,0.199594,-20.671509,-5.505936,-2.067142,0.127885,0.544252,1.100544,0.279306,0.002011,-0.005324,0.000027,1.918158,-20.462891,-2.290744,85.455276,-324.622070,0.933084
0.742000,0.501726,0.222235,1.050173,1.916852,0.928893,0.191686,1.975266,1.678702,0.197526,-20.715210,-5.525528,-2.071522,0.128430,0.545351,1.098497,0.279121,0.002014,-0.005310,0.000041,1.925798,-20.520439,-2.291135,85.515594,-323.830353,1.388972
0.743000,0.503644,0.223164,1.050364,1.918817,0.930570,0.191882,1.954521,1.673166,0.195451,-20.758362,-5.544876,-2.075819,0.128976,0.546449,1.096443,0.278936,0.002016,-0.005296,0.000054,1.933260,-20.577482,-2.291420,85.567238,-323.000336,1.845131
0.744000,0.505564,0.224096,1.050556,1.920759,0.932240,0.192076,1.933739,1.667612,0.193375,-20.800873,-5.564102,-2.080078,0.129523,0.547544,1.094390,0.278752,0.002019,-0.005282,0.000067,1.940661,-20.633921,-2.291588,85.611626,-322.133972,2.303441
0.745000,0.507486,0.225029,1.050749,1.922689,0.933906,0.192269,1.912914,1.662028,0.191290,-20.842712,-5.583054,-2.084259,0.130071,0.548638,1.092321,0.278568,0.002021,-0.005267,0.000081,1.947870,-20.689709,-2.291615,85.646065,-321.227478,2.761847
0.746000,0.509409,0.225964,1.050941,1.924586,0.935565,0.192459,1.892059,1.656446,0.189205,-20.884216,-5.601906,-2.088419,0.130620,0.549729,1.090259,0.278385,0.002023,-0.005251,0.000094,1.954978,-20.745188,-2.291604,85.675018,-320.292114,3.220552
0.747000,0.511335,0.226900,1.051134,1.926469,0.937218,0.192647,1.871155,1.650833,0.187117,-20.925079,-5.620552,-2.092484,0.131170,0.550818,1.088188,0.278203,0.002025,-0.005235,0.000108,1.961964,-20.800058,-2.291460,85.695343,-319.317352,3.680580
0.748000,0.513262,0.227838,1.051326,1.928330,0.938866,0.192833,1.850208,1.645207,0.185022,-20.965057,-5.639008,-2.096504,0.131722,0.551905,1.086113,0.278022,0.002027,-0.005218,0.000121,1.968859,-20.854073,-2.291182,85.706703,-318.300507,4.141938
0.749000,0.515192,0.228778,1.051519,1.930167,0.940508,0.193017,1.829231,1.639559,0.182924,-21.004700,-5.657295,-2.100464,0.132274,0.552990,1.084037,0.277841,0.002028,-0.005200,0.000135,1.975606,-20.907757,-2.290816,85.710884,-317.252136,4.603408
0.750000,0.517123,0.229719,1.051712,1.931987,0.942146,0.193199,1.808174,1.633880,0.180818,-21.043610,-5.675323,-2.104353,0.132828,0.554074,1.081946,0.277661,0.002029,-0.005182,0.000148,1.982193,-20.960752,-2.290319,85.705261,-316.161987,5.065132
0.751000,0.519055,0.230662,1.051906,1.933789,0.943776,0.193379,1.787113,1.628203,0.178711,-21.082001,-5.693260,-2.108192,0.133382,0.555154,1.079861,0.277482,0.002031,-0.005163,0.000162,1.988713,-21.013233,-2.289756,85.693817,-315.039490,5.527731
0.752000,0.520990,0.231607,1.052099,1.935565,0.945403,0.193557,1.766018,1.622499,0.176601,-21.119843,-5.710953,-2.111982,0.133938,0.556234,1.077769,0.277304,0.002032,-0.005144,0.000175,1.995052,-21.065165,-2.289069,85.673584,-313.881317,5.989750
0.753000,0.522926,0.232553,1.052293,1.937319,0.947022,0.193732,1.744904,1.616784,0.174488,-21.157166,-5.728531,-2.115713,0.134495,0.557310,1.075680,0.277127,0.002033,-0.005124,0.000189,2.001310,-21.116579,-2.288297,85.646576,-312.691315,6.452397
0.754000,0.524864,0.233501,1.052486,1.939052,0.948635,0.193906,1.723724,1.611044,0.172372,-21.193756,-5.745865,-2.119375,0.135052,0.558385,1.073578,0.276950,0.002033,-0.005103,0.000202,2.007417,-21.167288,-2.287397,85.610306,-311.459045,6.915241
0.755000,0.526804,0.234450,1.052680,1.940764,0.950244,0.194077,1.702507,1.605289,0.170251,-21.229736,-5.763000,-2.122972,0.135611,0.559457,1.071480,0.276774,0.002034,-0.005082,0.000216,2.013388,-21.217390,-2.286397,85.565651,-310.190247,7.377821
0.756000,0.528746,0.235401,1.052875,1.942460,0.951845,0.194246,1.681255,1.599515,0.168125,-21.265228,-5.779991,-2.126518,0.136171,0.560527,1.069372,0.276599,0.002034,-0.005060,0.000229,2.019257,-21.267010,-2.285308,85.514404,-308.887604,7.840873
0.757000,0.530689,0.236354,1.053069,1.944128,0.953443,0.194413,1.659969,1.593726,0.165997,-21.300140,-5.796822,-2.129993,0.136732,0.561596,1.067265,0.276425,0.002034,-0.005038,0.000243,2.025021,-21.316055,-2.284122,85.455307,-307.549744,8.304157
0.758000,0.532635,0.237308,1.053263,1.945776,0.955033,0.194578,1.638649,1.587927,0.163866,-21.334229,-5.813400,-2.133427,0.137295,0.562662,1.065156,0.276252,0.002034,-0.005015,0.000257,2.030624,-21.364264,-2.282816,85.387161,-306.172546,8.766219
0.759000,0.534581,0.238264,1.053458,1.947408,0.956619,0.194741,1.617290,1.582098,0.161730,-21.368073,-5.829826,-2.136791,0.137858,0.563727,1.063040,0.276080,0.002034,-0.004992,0.000270,2.036090,-21.412226,-2.281432,85.312393,-304.765442,9.228103
0.760000,0.536529,0.239221,1.053653,1.949009,0.958197,0.194901,1.595947,1.576273,0.159593,-21.401062,-5.846062,-2.140114,0.138422,0.564788,1.060926,0.275908,0.002033,-0.004968,0.000284,2.041436,-21.459299,-2.279937,85.229408,-303.322693,9.688876
0.761000,0.538479,0.240180,1.053848,1.950600,0.959771,0.195060,1.574505,1.570410,0.157449,-21.433533,-5.862137,-2.143349,0.138987,0.565848,1.058806,0.275738,0.002033,-0.004943,0.000297,2.046703,-21.505894,-2.278337,85.138718,-301.840118,10.151196
0.762000,0.540431,0.241141,1.054043,1.952159,0.961338,0.195216,1.553062,1.564548,0.155306,-21.465424,-5.878021,-2.146549,0.139554,0.566906,1.056684,0.275568,0.002032,-0.004918,0.000311,2.051812,-21.551868,-2.276659,85.040833,-300.326813,10.611421
0.763000,0.542383,0.242103,1.054238,1.953702,0.962900,0.195371,1.531578,1.558654,0.153158,-21.496735,-5.893684,-2.149658,0.140121,0.567961,1.054560,0.275400,0.002031,-0.004892,0.000324,2.056778,-21.597256,-2.274860,84.934052,-298.776733,11.071234
0.764000,0.544338,0.243067,1.054434,1.955225,0.964455,0.195523,1.510044,1.552754,0.151008,-21.527466,-5.909172,-2.152725,0.140690,0.569015,1.052436,0.275232,0.002030,-0.004866,0.000337,2.061615,-21.642056,-2.272994,84.820534,-297.191315,11.529960
0.765000,0.546294,0.244032,1.054629,1.956723,0.966005,0.195673,1.488529,1.546843,0.148854,-21.557373,-5.924492,-2.155743,0.141259,0.570066,1.050307,0.275065,0.002029,-0.004839,0.000351,2.066368,-21.685984,-2.270988,84.698517,-295.572174,11.988334
0.766000,0.548251,0.244999,1.054825,1.958205,0.967550,0.195821,1.466938,1.540903,0.146693,-21.586975,-5.939560,-2.158695,0.141830,0.571115,1.048173,0.274899,0.002027,-0.004811,0.000364,2.070901,-21.729607,-2.268921,84.569359,-293.920074,12.444227
0.767000,0.550210,0.245967,1.055021,1.959655,0.969086,0.195966,1.445347,1.534964,0.144536,-21.615936,-5.954552,-2.161591,0.142401,0.572162,1.046042,0.274735,0.002026,-0.004783,0.000377,2.075402,-21.772554,-2.266771,84.434059,-292.235535,12.900643
0.768000,0.552170,0.246937,1.055217,1.961093,0.970620,0.196110,1.423698,1.528996,0.142370,-21.644257,-5.969246,-2.164406,0.142974,0.573208,1.043904,0.274571,0.002024,-0.004755,0.000391,2.079693,-21.814838,-2.264507,84.288979,-290.513672,13.354547
0.769000,0.554132,0.247908,1.055413,1.962507,0.972146,0.196251,1.402020,1.523012,0.140203,-21.671906,-5.983795,-2.167179,0.143548,0.574251,1.041768,0.274408,0.002022,-0.004725,0.000404,2.083909,-21.856434,-2.262137,84.137070,-288.756775,13.808462
0.770000,0.556095,0.248881,1.055610,1.963896,0.973666,0.196390,1.380360,1.517033,0.138035,-21.698975,-5.998169,-2.169899,0.144123,0.575292,1.039632,0.274246,0.002020,-0.004696,0.000417,2.087983,-21.897390,-2.259699,83.978485,-286.971893,14.259828
0.771000,0.558060,0.249855,1.055806,1.965266,0.975179,0.196527,1.358677,1.511023,0.135863,-21.725525,-6.012405,-2.172550,0.144698,0.576330,1.037490,0.274086,0.002017,-0.004666,0.000430,2.091977,-21.937792,-2.257144,83.812752,-285.155731,14.711177
0.772000,0.560026,0.250831,1.056003,1.966615,0.976688,0.196662,1.336887,1.505003,0.133690,-21.751526,-6.026405,-2.175156,0.145275,0.577366,1.035351,0.273926,0.002015,-0.004635,0.000444,2.095797,-21.977646,-2.254548,83.639740,-283.300873,15.160237
0.773000,0.561993,0.251809,1.056199,1.967940,0.978190,0.196794,1.315186,1.498970,0.131514,-21.776947,-6.040260,-2.177696,0.145853,0.578400,1.033214,0.273768,0.002012,-0.004604,0.000457,2.099503,-22.016821,-2.251818,83.459801,-281.423553,15.607390
