# phase_offset=5.000
time,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,x_ref,y_ref,z_ref,vx_ref,vy_ref,vz_ref,thrust,tx,ty,tz,omega1,omega2,omega3,omega4,pos_error_x,pos_error_y,pos_error_z,vel_error_x,vel_error_y,vel_error_z
0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264870,0.000000,0.000000,0.000000,26487.003906,26487.000000,26487.003906,26487.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000033,0.265052,0.000000,0.000000,-0.000000,26505.179688,26505.183594,26505.179688,26505.183594,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000033
0.020000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000067,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,0.000000,0.300000,0.000000,0.000001,0.000000,0.000000,0.000132,0.265230,0.000000,0.000000,-0.000000,26522.986328,26522.990234,26522.986328,26522.990234,0.000000,0.000000,-0.000001,0.000000,0.000000,-0.000064
0.030000,0.300000,0.000000,0.000002,0.000000,0.000000,0.000201,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,-0.000000,0.300000,0.000000,0.000003,0.000000,0.000000,0.000294,0.265404,0.000000,0.000000,-0.000000,26540.425781,26540.425781,26540.425781,26540.425781,0.000000,0.000000,-0.000001,0.000000,0.000000,-0.000093
0.040000,0.300000,0.000000,0.000005,0.000000,0.000000,0.000399,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,-0.000000,0.300000,0.000000,0.000007,0.000000,0.000000,0.000519,0.265575,0.000000,0.000000,-0.000000,26557.494141,26557.494141,26557.494141,26557.494141,0.000000,0.000000,-0.000002,0.000000,0.000000,-0.000121
0.050000,0.300000,0.000000,0.000010,0.000000,0.000000,0.000660,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,-0.000000,0.300000,0.000000,0.000014,0.000000,0.000000,0.000806,0.265742,0.000000,0.000000,-0.000000,26574.201172,26574.201172,26574.201172,26574.201172,0.000000,0.000000,-0.000004,0.000000,0.000000,-0.000146
0.060000,0.300000,0.000000,0.000018,0.000000,0.000000,0.000983,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,-0.000000,0.300000,0.000000,0.000023,0.000000,0.000000,0.001152,0.265905,0.000000,0.000000,-0.000000,26590.539062,26590.539062,26590.539062,26590.539062,0.000000,0.000000,-0.000005,0.000000,0.000000,-0.000170
0.070000,0.300000,0.000000,0.000030,0.000000,0.000000,0.001366,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,-0.000000,0.300000,0.000000,0.000037,0.000000,0.000000,0.001558,0.266065,0.000000,0.000000,-0.000000,26606.521484,26606.521484,26606.521484,26606.521484,0.000000,0.000000,-0.000007,0.000000,0.000000,-0.000192
0.080000,0.300000,0.000000,0.000046,0.000000,0.000000,0.001809,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,-0.000000,0.300000,0.000000,0.000055,0.000000,0.000000,0.002021,0.266221,0.000000,0.000000,-0.000000,26622.146484,26622.146484,26622.146484,26622.146484,0.000000,0.000000,-0.000009,0.000000,0.000000,-0.000212
0.090000,0.300000,0.000000,0.000066,0.000000,0.000000,0.002309,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,-0.000000,0.300000,0.000000,0.000077,0.000000,0.000000,0.002540,0.266374,0.000000,0.000000,-0.000000,26637.417969,26637.417969,26637.417969,26637.417969,0.000000,0.000000,-0.000011,0.000000,0.000000,-0.000231
0.100000,0.300000,0.000000,0.000092,0.000000,0.000000,0.002866,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,-0.000000,0.300000,0.000000,0.000106,0.000000,0.000000,0.003115,0.266523,0.000000,0.000000,-0.000000,26652.335938,26652.335938,26652.335938,26652.335938,0.000000,0.000000,-0.000013,0.000000,0.000000,-0.000248
0.110000,0.300000,0.000000,0.000124,0.000000,0.000000,0.003479,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,-0.000000,0.300000,0.000000,0.000140,0.000000,0.000000,0.003743,0.266669,0.000000,0.000000,-0.000000,26666.910156,26666.910156,26666.910156,26666.910156,0.000000,0.000000,-0.000016,0.000000,0.000000,-0.000264
0.120000,0.300000,0.000000,0.000162,0.000000,0.000000,0.004145,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,-0.000000,0.300000,0.000000,0.000181,0.000000,0.000000,0.004424,0.266811,0.000000,0.000000,-0.000000,26681.134766,26681.134766,26681.134766,26681.134766,0.000000,0.000000,-0.000019,0.000000,0.000000,-0.000279
0.130000,0.300000,0.000000,0.000207,0.000000,0.000000,0.004864,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,-0.000000,0.300000,0.000000,0.000229,0.000000,0.000000,0.005156,0.266950,0.000000,0.000000,-0.000000,26695.013672,26695.013672,26695.013672,26695.013672,0.000000,0.000000,-0.000021,0.000000,0.000000,-0.000292
0.140000,0.300000,0.000000,0.000260,0.000000,0.000000,0.005635,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,-0.000000,0.300000,0.000000,0.000284,0.000000,0.000000,0.005938,0.267086,0.000000,0.000000,-0.000000,26708.552734,26708.552734,26708.552734,26708.552734,0.000000,0.000000,-0.000024,0.000000,0.000000,-0.000303
