time,roll_rad,pitch_rad,yaw_rad,x,y,z
0.198244005,-0.020740492,0.005205292,-0.026069455,-0.012938,0.049621,1.080091
0.199236006,-0.020425884,0.005291155,-0.026078403,-0.013017,0.049980,1.080081
0.200231999,-0.020098114,0.005387800,-0.026089044,-0.013096,0.050341,1.080070
0.201223001,-0.019772094,0.005489561,-0.026100529,-0.013175,0.050701,1.080060
0.202261999,-0.019450024,0.005592828,-0.026112638,-0.013257,0.051078,1.080049
0.203202993,-0.019115983,0.005700627,-0.026125357,-0.013331,0.051419,1.080038
0.204191998,-0.022156386,0.004335236,-0.026150832,-0.014250,0.053907,1.079830
0.205181003,-0.021836251,0.004434600,-0.026162175,-0.014344,0.054309,1.079817
0.206193000,-0.021514645,0.004529655,-0.026172841,-0.014440,0.054721,1.079803
0.207220003,-0.021184642,0.004617950,-0.026182314,-0.014537,0.055139,1.079790
0.208162993,-0.020847457,0.004695533,-0.026190164,-0.014626,0.055523,1.079777
0.209151998,-0.020538444,0.004755056,-0.026196068,-0.014719,0.055927,1.079764
0.210141003,-0.020216642,0.004805603,-0.026201816,-0.014812,0.056330,1.079752
0.211134002,-0.019893542,0.004847460,-0.026208932,-0.014905,0.056735,1.079739
0.212166995,-0.019566508,0.004885065,-0.026218353,-0.015002,0.057157,1.079725
0.213112995,-0.019224446,0.004920893,-0.026228990,-0.015090,0.057543,1.079713
0.214105994,-0.016843814,0.006114128,-0.026228884,-0.014495,0.056633,1.079928
0.215093002,-0.016281182,0.006142586,-0.026237983,-0.014573,0.057067,1.081342
0.216092005,-0.015956985,0.006174381,-0.026248684,-0.014653,0.057449,1.081342
0.217129007,-0.015636407,0.006206451,-0.026262011,-0.014735,0.057846,1.081343
0.218072996,-0.015310486,0.006243278,-0.026279090,-0.014810,0.058209,1.081343
0.219062999,-0.015019542,0.006280522,-0.026296480,-0.014889,0.058589,1.081344
0.220053002,-0.014716009,0.006319831,-0.026314378,-0.014968,0.058970,1.081344
0.221042007,-0.014409059,0.006358570,-0.026330832,-0.015046,0.059350,1.081344
0.222084999,-0.014099220,0.006396105,-0.026345935,-0.015129,0.059752,1.081344
0.223022997,-0.013769981,0.006430944,-0.026360778,-0.015203,0.060114,1.081344
0.224022001,-0.019350827,0.007495203,-0.026363904,-0.014533,0.064339,1.081102
0.225016996,-0.019031875,0.007521267,-0.026377890,-0.014596,0.064799,1.081098
0.226005003,-0.018714795,0.007541538,-0.026391495,-0.014660,0.065257,1.081095
0.227036998,-0.018399414,0.007555922,-0.026404871,-0.014725,0.065734,1.081091
0.227982000,-0.018069999,0.007568878,-0.026420174,-0.014785,0.066172,1.081088
0.228975996,-0.017769160,0.007578578,-0.026436841,-0.014848,0.066632,1.081084
0.229964003,-0.017452050,0.007585851,-0.026458083,-0.014910,0.067090,1.081080
0.230956003,-0.017135978,0.007593250,-0.026482785,-0.014971,0.067549,1.081077
0.231994003,-0.016819183,0.007601036,-0.026509620,-0.015036,0.068030,1.081073
0.232935995,-0.016488804,0.007608786,-0.026538018,-0.015094,0.068467,1.081069
0.233933002,-0.013449761,0.008479472,-0.026554482,-0.014653,0.067074,1.081209
0.234924003,-0.013141491,0.008492224,-0.026581878,-0.014705,0.067498,1.081207
0.235910997,-0.012841597,0.008502104,-0.026609169,-0.014756,0.067921,1.081205
0.236944005,-0.012548013,0.008507949,-0.026635662,-0.014810,0.068364,1.081203
0.237893999,-0.012243912,0.008509090,-0.026661254,-0.014860,0.068772,1.081201
0.238885999,-0.011963530,0.008502644,-0.026681595,-0.014912,0.069198,1.081199
0.239874005,-0.011666670,0.008490127,-0.026699960,-0.014963,0.069623,1.081197
0.240866005,-0.011365730,0.008476028,-0.026717626,-0.015015,0.070050,1.081195
0.241904005,-0.011057017,0.008460379,-0.026736910,-0.015070,0.070497,1.081193
0.242847994,-0.010726255,0.008444180,-0.026759634,-0.015119,0.070904,1.081192
0.243841007,-0.010419837,0.008432215,-0.026782217,-0.015171,0.071332,1.081190
0.244831994,-0.010093757,0.008420732,-0.026806543,-0.015223,0.071759,1.081189
0.245820001,-0.009765766,0.008409820,-0.026830340,-0.015274,0.072186,1.081187
0.246855006,-0.009436756,0.008401682,-0.026853820,-0.015328,0.072632,1.081186
0.247803003,-0.009090368,0.008393119,-0.026878497,-0.015376,0.073042,1.081185
0.248788998,-0.008771880,0.008381521,-0.026900774,-0.015427,0.073467,1.081183
0.249785006,-0.008440214,0.008366316,-0.026923297,-0.015477,0.073897,1.081182
0.250773996,-0.008106587,0.008347613,-0.026945647,-0.015527,0.074325,1.081181
0.251812011,-0.007779093,0.008325236,-0.026967723,-0.015580,0.074773,1.081180
0.252756000,-0.007440187,0.008301405,-0.026990866,-0.015627,0.075181,1.081179
0.253753006,0.004048481,0.010501570,-0.026970251,-0.014379,0.067592,1.082055
0.254736990,0.004368314,0.010477928,-0.026991572,-0.014405,0.067870,1.082059
0.255730987,0.004683034,0.010453626,-0.027011506,-0.014432,0.068152,1.082063
0.256770998,0.005002590,0.010429160,-0.027031295,-0.014459,0.068446,1.082067
0.257714003,0.005339250,0.010401628,-0.027052682,-0.014483,0.068713,1.082071
0.258704990,0.005622686,0.010378107,-0.027073432,-0.014512,0.068939,1.080719
0.259694010,0.005947946,0.010351204,-0.027095566,-0.014537,0.069219,1.080714
0.260684997,0.006276480,0.010321830,-0.027117897,-0.014561,0.069499,1.080709
0.261727989,0.006607489,0.010288059,-0.027139867,-0.014587,0.069794,1.080704
0.262676001,0.006957925,0.010250013,-0.027162964,-0.014610,0.070062,1.080699
0.263664007,0.007279095,0.010213062,-0.027184963,-0.014633,0.070341,1.080695
0.264649987,0.007613703,0.010171181,-0.027209051,-0.014657,0.070620,1.080690
0.265643001,0.007946370,0.010128907,-0.027233344,-0.014680,0.070901,1.080685
0.266687006,0.008281724,0.010089368,-0.027257212,-0.014705,0.071196,1.080679
0.267627001,0.008632508,0.010053142,-0.027281227,-0.014726,0.071461,1.080675
0.268613011,0.008944940,0.010028086,-0.027301911,-0.014749,0.071740,1.080669
0.269603997,0.009271438,0.010011385,-0.027323017,-0.014772,0.072020,1.080664
0.270595014,0.009598915,0.010001221,-0.027343579,-0.014794,0.072300,1.080659
0.271636993,0.009924540,0.009992098,-0.027362548,-0.014818,0.072594,1.080653
0.272590995,0.010266538,0.009978351,-0.027380183,-0.014839,0.072863,1.080648
0.273573995,-0.015563956,0.010926894,-0.027840449,-0.013691,0.091698,1.080662
0.274565011,-0.015246871,0.010895158,-0.027853262,-0.013692,0.092324,1.080656
0.275559008,-0.014931769,0.010854722,-0.027866416,-0.013692,0.092952,1.080649
0.276596010,-0.014619157,0.010809816,-0.027882064,-0.013692,0.093608,1.080642
0.277536988,-0.014299020,0.010760867,-0.027901860,-0.013692,0.094204,1.080636
0.278526008,-0.014014598,0.010716137,-0.027921971,-0.013692,0.094830,1.080629
0.279516011,-0.013720918,0.010671391,-0.027943533,-0.013692,0.095457,1.080623
0.280506015,-0.013433521,0.010629792,-0.027963877,-0.013691,0.096084,1.080617
0.281547993,-0.013151919,0.010591242,-0.027982494,-0.013691,0.096744,1.080611
0.282496005,-0.012857413,0.010556122,-0.028001623,-0.013690,0.097345,1.080605
0.283490986,-0.012958538,0.010679554,-0.028025404,-0.013587,0.098227,1.080560
0.284476995,-0.012678079,0.010656294,-0.028045833,-0.013584,0.098856,1.080554
0.285468012,-0.012398928,0.010633375,-0.028066333,-0.013581,0.099489,1.080547
0.286509991,-0.012117455,0.010607335,-0.028086370,-0.013577,0.100153,1.080541
0.287447006,-0.011821317,0.010572843,-0.028106160,-0.013573,0.100751,1.080536
0.288444996,-0.011552852,0.010535499,-0.028122988,-0.013569,0.101387,1.080530
