t,ref_x,ref_y,ref_z,sim_x,sim_y,sim_z,ref_vx,ref_vy,ref_vz,sim_vx,sim_vy,sim_vz,ref_thrust,ref_tx,ref_ty,ref_tz,ref_yaw,ref_ox,ref_oy,ref_oz
0.023000,0.000000,0.000000,1.000000,0.000051,0.000020,1.000000,0.000017,0.000007,0.000002,0.001094,0.000423,0.000011,0.264878,-0.000200,0.000515,0.000002,0.000000,-0.145273,0.374762,0.000047
0.024000,0.000000,0.000000,1.000000,0.000063,0.000024,1.000001,0.000020,0.000008,0.000002,0.001283,0.000497,0.000013,0.264879,-0.000208,0.000534,0.000002,0.000000,-0.157591,0.406463,0.000058
0.025000,0.000000,0.000000,1.000000,0.000077,0.000030,1.000001,0.000024,0.000009,0.000002,0.001492,0.000578,0.000015,0.264880,-0.000215,0.000553,0.000002,0.000000,-0.170360,0.439315,0.000070
0.026000,0.000000,0.000000,1.000000,0.000093,0.000036,1.000001,0.000028,0.000011,0.000003,0.001723,0.000667,0.000017,0.264881,-0.000222,0.000572,0.000003,0.000000,-0.183573,0.473300,0.000085
0.027000,0.000000,0.000000,1.000000,0.000112,0.000043,1.000001,0.000032,0.000012,0.000003,0.001977,0.000766,0.000019,0.264883,-0.000230,0.000590,0.000003,0.000000,-0.197226,0.508404,0.000102
0.028000,0.000000,0.000000,1.000000,0.000133,0.000051,1.000001,0.000037,0.000014,0.000004,0.002254,0.000873,0.000022,0.264884,-0.000237,0.000608,0.000004,0.000000,-0.211311,0.544611,0.000121
0.029000,0.000000,0.000000,1.000000,0.000157,0.000061,1.000002,0.000043,0.000017,0.000004,0.002555,0.000990,0.000025,0.264886,-0.000244,0.000626,0.000004,0.000000,-0.225824,0.581905,0.000143
0.030000,0.000000,0.000000,1.000000,0.000184,0.000071,1.000002,0.000049,0.000019,0.000005,0.002881,0.001116,0.000028,0.264887,-0.000250,0.000643,0.000005,0.000000,-0.240759,0.620272,0.000168
0.031000,0.000000,0.000000,1.000000,0.000214,0.000083,1.000002,0.000055,0.000021,0.000006,0.003231,0.001252,0.000031,0.264889,-0.000257,0.000661,0.000005,0.000000,-0.256110,0.659695,0.000196
0.032000,0.000000,0.000000,1.000000,0.000249,0.000096,1.000002,0.000063,0.000024,0.000006,0.003608,0.001398,0.000035,0.264891,-0.000264,0.000678,0.000006,0.000000,-0.271872,0.700161,0.000227
0.033000,0.000000,0.000000,1.000000,0.000287,0.000111,1.000003,0.000071,0.000027,0.000007,0.004010,0.001554,0.000038,0.264893,-0.000271,0.000694,0.000007,0.000000,-0.288039,0.741652,0.000263
0.034000,0.000001,0.000000,1.000000,0.000329,0.000127,1.000003,0.000080,0.000031,0.000008,0.004439,0.001721,0.000043,0.264895,-0.000277,0.000711,0.000008,0.000000,-0.304605,0.784156,0.000303
0.035000,0.000001,0.000000,1.000000,0.000376,0.000145,1.000004,0.000089,0.000035,0.000009,0.004895,0.001897,0.000047,0.264897,-0.000283,0.000727,0.000008,0.000000,-0.321565,0.827656,0.000347
0.036000,0.000001,0.000000,1.000000,0.000427,0.000165,1.000004,0.000100,0.000039,0.000010,0.005378,0.002085,0.000052,0.264899,-0.000290,0.000743,0.000009,0.000000,-0.338913,0.872138,0.000396
0.037000,0.000001,0.000000,1.000000,0.000483,0.000187,1.000005,0.000111,0.000043,0.000011,0.005888,0.002283,0.000058,0.264902,-0.000296,0.000758,0.000010,0.000000,-0.356644,0.917587,0.000451
0.038000,0.000001,0.000000,1.000000,0.000545,0.000211,1.000005,0.000123,0.000048,0.000012,0.006424,0.002491,0.000063,0.264905,-0.000302,0.000774,0.000011,0.000000,-0.374753,0.963988,0.000511
0.039000,0.000001,0.000000,1.000000,0.000612,0.000237,1.000006,0.000136,0.000053,0.000014,0.006988,0.002710,0.000069,0.264907,-0.000308,0.000789,0.000012,0.000000,-0.393233,1.011327,0.000578
0.040000,0.000001,0.000000,1.000000,0.000685,0.000265,1.000007,0.000151,0.000058,0.000015,0.007578,0.002940,0.000076,0.264910,-0.000314,0.000804,0.000014,0.000000,-0.412080,1.059588,0.000650
0.041000,0.000001,0.000001,1.000000,0.000763,0.000296,1.000008,0.000166,0.000064,0.000017,0.008195,0.003179,0.000083,0.264913,-0.000320,0.000818,0.000015,0.000000,-0.431288,1.108758,0.000730
0.042000,0.000002,0.000001,1.000000,0.000849,0.000329,1.000008,0.000182,0.000071,0.000018,0.008839,0.003430,0.000091,0.264916,-0.000325,0.000833,0.000016,0.000000,-0.450852,1.158822,0.000817
0.043000,0.000002,0.000001,1.000000,0.000940,0.000365,1.000009,0.000200,0.000077,0.000020,0.009508,0.003690,0.000099,0.264919,-0.000331,0.000847,0.000018,0.000000,-0.470767,1.209765,0.000912
0.044000,0.000002,0.000001,1.000000,0.001039,0.000403,1.000010,0.000218,0.000085,0.000022,0.010203,0.003960,0.000107,0.264923,-0.000337,0.000861,0.000019,0.000000,-0.491026,1.261574,0.001015
0.045000,0.000002,0.000001,1.000000,0.001144,0.000444,1.000011,0.000238,0.000092,0.000024,0.010923,0.004240,0.000117,0.264926,-0.000342,0.000874,0.000021,0.000000,-0.511625,1.314234,0.001127
0.046000,0.000002,0.000001,1.000000,0.001257,0.000488,1.000013,0.000260,0.000101,0.000026,0.011668,0.004530,0.000127,0.264930,-0.000347,0.000887,0.000023,0.000001,-0.532559,1.367730,0.001248
0.047000,0.000003,0.000001,1.000000,0.001378,0.000534,1.000014,0.000282,0.000110,0.000028,0.012436,0.004829,0.000138,0.264934,-0.000352,0.000900,0.000025,0.000001,-0.553823,1.422050,0.001379
0.048000,0.000003,0.000001,1.000000,0.001506,0.000584,1.000015,0.000306,0.000119,0.000031,0.013228,0.005138,0.000149,0.264938,-0.000358,0.000913,0.000027,0.000001,-0.575410,1.477177,0.001521
0.049000,0.000003,0.000001,1.000000,0.001643,0.000637,1.000017,0.000332,0.000129,0.000033,0.014042,0.005455,0.000161,0.264942,-0.000363,0.000926,0.000029,0.000001,-0.597316,1.533100,0.001673
0.050000,0.000004,0.000001,1.000000,0.001787,0.000693,1.000019,0.000359,0.000139,0.000036,0.014879,0.005781,0.000175,0.264947,-0.000368,0.000938,0.000031,0.000001,-0.619536,1.589803,0.001837
0.051000,0.000004,0.000002,1.000000,0.001940,0.000753,1.000020,0.000388,0.000151,0.000039,0.015736,0.006115,0.000189,0.264951,-0.000372,0.000950,0.000033,0.000001,-0.642065,1.647274,0.002013
0.052000,0.000004,0.000002,1.000000,0.002102,0.000816,1.000022,0.000418,0.000162,0.000042,0.016614,0.006457,0.000204,0.264956,-0.000377,0.000962,0.000035,0.000001,-0.664897,1.705498,0.002201
0.053000,0.000005,0.000002,1.000001,0.002273,0.000882,1.000024,0.000450,0.000175,0.000045,0.017511,0.006807,0.000220,0.264961,-0.000382,0.000973,0.000038,0.000001,-0.688027,1.764461,0.002403
0.054000,0.000005,0.000002,1.000000,0.002452,0.000952,1.000027,0.000484,0.000188,0.000048,0.018427,0.007164,0.000237,0.264966,-0.000386,0.000984,0.000041,0.000001,-0.711451,1.824150,0.002618
0.055000,0.000006,0.000002,1.000000,0.002641,0.001025,1.000029,0.000520,0.000202,0.000052,0.019361,0.007529,0.000255,0.264971,-0.000391,0.000995,0.000043,0.000001,-0.735163,1.884552,0.002848
0.056000,0.000006,0.000002,1.000001,0.002840,0.001102,1.000032,0.000557,0.000216,0.000056,0.020311,0.007900,0.000274,0.264976,-0.000395,0.001006,0.000046,0.000001,-0.759159,1.945653,0.003093
0.057000,0.000007,0.000003,1.000001,0.003047,0.001183,1.000035,0.000597,0.000232,0.000060,0.021277,0.008277,0.000294,0.264982,-0.000399,0.001016,0.000049,0.000002,-0.783433,2.007440,0.003354
0.058000,0.000008,0.000003,1.000001,0.003265,0.001268,1.000038,0.000638,0.000248,0.000064,0.022258,0.008660,0.000316,0.264988,-0.000403,0.001026,0.000052,0.000002,-0.807980,2.069898,0.003632
0.059000,0.000008,0.000003,1.000001,0.003493,0.001357,1.000041,0.000682,0.000265,0.000068,0.023253,0.009049,0.000338,0.264994,-0.000407,0.001036,0.000056,0.000002,-0.832795,2.133016,0.003926
0.060000,0.000009,0.000003,1.000001,0.003730,0.001449,1.000044,0.000727,0.000283,0.000073,0.024261,0.009443,0.000363,0.265000,-0.000411,0.001046,0.000059,0.000002,-0.857874,2.196779,0.004238
0.061000,0.000010,0.000004,1.000001,0.003978,0.001545,1.000048,0.000775,0.000301,0.000078,0.025281,0.009842,0.000388,0.265006,-0.000415,0.001055,0.000062,0.000002,-0.883212,2.261176,0.004569
0.062000,0.000010,0.000004,1.000001,0.004236,0.001646,1.000052,0.000825,0.000321,0.000083,0.026312,0.010245,0.000415,0.265013,-0.000419,0.001065,0.000066,0.000002,-0.908803,2.326192,0.004919
0.063000,0.000011,0.000004,1.000001,0.004504,0.001750,1.000057,0.000878,0.000341,0.000088,0.027353,0.010653,0.000443,0.265019,-0.000422,0.001073,0.000070,0.000003,-0.934643,2.391815,0.005289
0.064000,0.000012,0.000005,1.000001,0.004783,0.001859,1.000061,0.000933,0.000363,0.000093,0.028403,0.011064,0.000473,0.265026,-0.000426,0.001082,0.000074,0.000003,-0.960727,2.458031,0.005680
0.065000,0.000013,0.000005,1.000001,0.005072,0.001972,1.000066,0.000990,0.000385,0.000099,0.029461,0.011479,0.000504,0.265034,-0.000429,0.001090,0.000078,0.000003,-0.987050,2.524828,0.006092
0.066000,0.000014,0.000006,1.000001,0.005372,0.002088,1.000071,0.001050,0.000408,0.000105,0.030527,0.011897,0.000537,0.265041,-0.000433,0.001098,0.000082,0.000003,-1.013607,2.592193,0.006526
0.067000,0.000015,0.000006,1.000002,0.005683,0.002210,1.000077,0.001112,0.000433,0.000111,0.031598,0.012317,0.000571,0.265049,-0.000436,0.001106,0.000086,0.000003,-1.040395,2.660114,0.006983
0.068000,0.000016,0.000006,1.000002,0.006004,0.002335,1.000082,0.001177,0.000458,0.000118,0.032676,0.012740,0.000607,0.265056,-0.000439,0.001114,0.000091,0.000004,-1.067407,2.728578,0.007464
0.069000,0.000018,0.000007,1.000002,0.006336,0.002464,1.000089,0.001245,0.000484,0.000125,0.033758,0.013165,0.000644,0.265065,-0.000442,0.001121,0.000096,0.000004,-1.094639,2.797572,0.007969
0.070000,0.000019,0.000007,1.000002,0.006679,0.002598,1.000095,0.001316,0.000512,0.000132,0.034844,0.013591,0.000683,0.265073,-0.000445,0.001128,0.000100,0.000004,-1.122087,2.867083,0.008500
0.071000,0.000020,0.000008,1.000002,0.007033,0.002736,1.000102,0.001389,0.000541,0.000139,0.035933,0.014019,0.000724,0.265081,-0.000448,0.001135,0.000105,0.000005,-1.149746,2.937100,0.009057
0.072000,0.000022,0.000008,1.000002,0.007398,0.002879,1.000110,0.001466,0.000570,0.000147,0.037024,0.014448,0.000766,0.265090,-0.000450,0.001142,0.000110,0.000005,-1.177611,3.007610,0.009640
0.073000,0.000023,0.000009,1.000002,0.007774,0.003025,1.000118,0.001545,0.000601,0.000155,0.038117,0.014878,0.000810,0.265099,-0.000453,0.001148,0.000116,0.000005,-1.205678,3.078599,0.010252
0.074000,0.000025,0.000010,1.000003,0.008160,0.003176,1.000126,0.001628,0.000634,0.000163,0.039210,0.015308,0.000856,0.265108,-0.000456,0.001154,0.000121,0.000006,-1.233941,3.150058,0.010891
0.075000,0.000026,0.000010,1.000003,0.008558,0.003331,1.000135,0.001714,0.000667,0.000171,0.040304,0.015739,0.000903,0.265118,-0.000458,0.001160,0.000127,0.000006,-1.262397,3.221972,0.011561
0.076000,0.000028,0.000011,1.000003,0.008966,0.003491,1.000144,0.001802,0.000702,0.000180,0.041397,0.016170,0.000952,0.265128,-0.000460,0.001165,0.000132,0.000006,-1.291041,3.294331,0.012260
0.077000,0.000030,0.000012,1.000003,0.009386,0.003655,1.000154,0.001895,0.000738,0.000189,0.042489,0.016600,0.001002,0.265137,-0.000462,0.001171,0.000138,0.000007,-1.319868,3.367122,0.012990
0.078000,0.000032,0.000012,1.000003,0.009816,0.003823,1.000164,0.001990,0.000775,0.000199,0.043579,0.017031,0.001054,0.265148,-0.000465,0.001176,0.000144,0.000007,-1.348874,3.440333,0.013752
0.079000,0.000034,0.000013,1.000003,0.010257,0.003995,1.000175,0.002089,0.000814,0.000209,0.044668,0.017460,0.001108,0.265158,-0.000467,0.001180,0.000151,0.000008,-1.378054,3.513951,0.014547
0.080000,0.000036,0.000014,1.000004,0.010710,0.004172,1.000186,0.002192,0.000854,0.000219,0.045753,0.017889,0.001163,0.265169,-0.000468,0.001185,0.000157,0.000008,-1.407405,3.587967,0.015376
0.081000,0.000038,0.000015,1.000004,0.011172,0.004353,1.000198,0.002298,0.000895,0.000230,0.046835,0.018317,0.001220,0.265180,-0.000470,0.001189,0.000164,0.000009,-1.436920,3.662366,0.016239
0.082000,0.000041,0.000016,1.000004,0.011646,0.004538,1.000211,0.002408,0.000938,0.000241,0.047914,0.018743,0.001279,0.265191,-0.000472,0.001193,0.000170,0.000009,-1.466597,3.737139,0.017137
0.083000,0.000043,0.000017,1.000004,0.012131,0.004728,1.000224,0.002521,0.000982,0.000252,0.048989,0.019169,0.001339,0.265203,-0.000473,0.001197,0.000177,0.000010,-1.496430,3.812273,0.018071
0.084000,0.000046,0.000018,1.000005,0.012626,0.004922,1.000238,0.002639,0.001028,0.000264,0.050059,0.019593,0.001401,0.265215,-0.000475,0.001200,0.000184,0.000010,-1.526415,3.887756,0.019042
0.085000,0.000049,0.000019,1.000005,0.013132,0.005120,1.000252,0.002760,0.001076,0.000276,0.051125,0.020015,0.001464,0.265227,-0.000476,0.001203,0.000192,0.000011,-1.556548,3.963577,0.020051
0.086000,0.000051,0.000020,1.000005,0.013648,0.005322,1.000267,0.002885,0.001125,0.000289,0.052186,0.020436,0.001529,0.265239,-0.000477,0.001206,0.000199,0.000012,-1.586825,4.039726,0.021099
0.087000,0.000054,0.000021,1.000005,0.014176,0.005529,1.000283,0.003014,0.001175,0.000301,0.053242,0.020856,0.001595,0.265252,-0.000478,0.001209,0.000207,0.000012,-1.617240,4.116189,0.022186
0.088000,0.000057,0.000022,1.000006,0.014713,0.005739,1.000299,0.003148,0.001227,0.000315,0.054293,0.021273,0.001663,0.265265,-0.000479,0.001211,0.000215,0.000013,-1.647791,4.192957,0.023314
0.089000,0.000061,0.000024,1.000006,0.015261,0.005954,1.000316,0.003285,0.001281,0.000329,0.055338,0.021689,0.001732,0.265278,-0.000480,0.001214,0.000223,0.000014,-1.678472,4.270017,0.024484
0.090000,0.000064,0.000025,1.000006,0.015820,0.006173,1.000334,0.003427,0.001337,0.000343,0.056378,0.022102,0.001802,0.265292,-0.000481,0.001215,0.000231,0.000014,-1.709280,4.347358,0.025695
0.091000,0.000067,0.000026,1.000007,0.016389,0.006396,1.000352,0.003573,0.001394,0.000357,0.057412,0.022514,0.001874,0.265306,-0.000482,0.001217,0.000239,0.000015,-1.740210,4.424970,0.026950
0.092000,0.000071,0.000028,1.000007,0.016968,0.006623,1.000371,0.003724,0.001453,0.000372,0.058440,0.022924,0.001947,0.265320,-0.000482,0.001218,0.000247,0.000016,-1.771257,4.502842,0.028248
0.093000,0.000075,0.000029,1.000008,0.017558,0.006854,1.000391,0.003879,0.001513,0.000388,0.059462,0.023331,0.002021,0.265334,-0.000483,0.001220,0.000256,0.000017,-1.802418,4.580961,0.029592
0.094000,0.000079,0.000031,1.000008,0.018158,0.007090,1.000411,0.004039,0.001576,0.000404,0.060479,0.023737,0.002097,0.265349,-0.000483,0.001220,0.000265,0.000018,-1.833690,4.659319,0.030981
0.095000,0.000083,0.000032,1.000008,0.018767,0.007329,1.000433,0.004203,0.001640,0.000420,0.061490,0.024141,0.002174,0.265364,-0.000483,0.001221,0.000274,0.000019,-1.865066,4.737903,0.032417
0.096000,0.000087,0.000034,1.000009,0.019387,0.007573,1.000455,0.004373,0.001706,0.000437,0.062494,0.024543,0.002252,0.265380,-0.000483,0.001221,0.000283,0.000020,-1.896543,4.816703,0.033900
0.097000,0.000092,0.000036,1.000009,0.020017,0.007820,1.000478,0.004547,0.001775,0.000455,0.063494,0.024943,0.002332,0.265396,-0.000483,0.001221,0.000293,0.000021,-1.928118,4.895707,0.035432
0.098000,0.000096,0.000038,1.000010,0.020657,0.008071,1.000502,0.004725,0.001845,0.000473,0.064487,0.025340,0.002412,0.265412,-0.000483,0.001221,0.000302,0.000022,-1.959786,4.974906,0.037013
0.099000,0.000101,0.000039,1.000010,0.021307,0.008327,1.000526,0.004909,0.001917,0.000491,0.065475,0.025736,0.002494,0.265428,-0.000483,0.001221,0.000312,0.000023,-1.991543,5.054289,0.038643
0.100000,0.000106,0.000041,1.000011,0.021967,0.008586,1.000551,0.005098,0.001991,0.000510,0.066458,0.026131,0.002576,0.265445,-0.000483,0.001220,0.000322,0.000024,-2.023384,5.133846,0.040325
0.101000,0.000111,0.000043,1.000011,0.022636,0.008849,1.000578,0.005292,0.002067,0.000529,0.067435,0.026523,0.002660,0.265462,-0.000482,0.001219,0.000332,0.000025,-2.055307,5.213565,0.042059
0.102000,0.000117,0.000046,1.000012,0.023315,0.009117,1.000605,0.005492,0.002145,0.000549,0.068407,0.026914,0.002745,0.265480,-0.000481,0.001218,0.000342,0.000026,-2.087306,5.293437,0.043845
0.103000,0.000122,0.000048,1.000012,0.024004,0.009388,1.000633,0.005696,0.002225,0.000570,0.069374,0.027303,0.002831,0.265498,-0.000481,0.001216,0.000352,0.000028,-2.119378,5.373450,0.045684
0.104000,0.000128,0.000050,1.000013,0.024703,0.009663,1.000661,0.005906,0.002307,0.000591,0.070336,0.027690,0.002917,0.265516,-0.000480,0.001215,0.000363,0.000029,-2.151519,5.453595,0.047578
0.105000,0.000134,0.000052,1.000013,0.025411,0.009942,1.000691,0.006122,0.002392,0.000612,0.071293,0.028076,0.003005,0.265535,-0.000479,0.001213,0.000374,0.000030,-2.183726,5.533863,0.049527
0.106000,0.000140,0.000055,1.000014,0.026129,0.010224,1.000721,0.006343,0.002478,0.000634,0.072246,0.028460,0.003093,0.265554,-0.000478,0.001210,0.000385,0.000032,-2.215993,5.614240,0.051532
0.107000,0.000147,0.000057,1.000015,0.026856,0.010511,1.000753,0.006569,0.002567,0.000657,0.073195,0.028843,0.003183,0.265573,-0.000477,0.001208,0.000396,0.000033,-2.248317,5.694719,0.053594
0.108000,0.000154,0.000060,1.000015,0.027592,0.010801,1.000785,0.006802,0.002659,0.000680,0.074140,0.029225,0.003273,0.265593,-0.000475,0.001205,0.000407,0.000035,-2.280694,5.775290,0.055713
0.109000,0.000160,0.000063,1.000016,0.028339,0.011095,1.000818,0.007040,0.002752,0.000704,0.075080,0.029605,0.003364,0.265613,-0.000474,0.001202,0.000418,0.000036,-2.313122,5.855943,0.057891
0.110000,0.000168,0.000065,1.000017,0.029094,0.011393,1.000852,0.007284,0.002848,0.000728,0.076017,0.029985,0.003456,0.265633,-0.000472,0.001198,0.000430,0.000038,-2.345594,5.936666,0.060128
0.111000,0.000175,0.000068,1.000018,0.029859,0.011695,1.000887,0.007534,0.002946,0.000753,0.076951,0.030363,0.003548,0.265654,-0.000470,0.001195,0.000442,0.000039,-2.378109,6.017451,0.062424
0.112000,0.000183,0.000071,1.000018,0.030633,0.012000,1.000923,0.007790,0.003046,0.000779,0.077881,0.030740,0.003642,0.265676,-0.000468,0.001191,0.000454,0.000041,-2.410660,6.098286,0.064782
0.113000,0.000191,0.000074,1.000019,0.031417,0.012310,1.000960,0.008052,0.003149,0.000805,0.078808,0.031116,0.003736,0.265697,-0.000466,0.001187,0.000466,0.000043,-2.443246,6.179167,0.067201
0.114000,0.000199,0.000078,1.000020,0.032209,0.012623,1.000998,0.008320,0.003255,0.000832,0.079732,0.031492,0.003830,0.265720,-0.000464,0.001182,0.000478,0.000045,-2.475863,6.260078,0.069682
0.115000,0.000207,0.000081,1.000021,0.033011,0.012940,1.001037,0.008595,0.003362,0.000859,0.080654,0.031867,0.003926,0.265742,-0.000462,0.001178,0.000490,0.000047,-2.508505,6.341011,0.072226
0.116000,0.000216,0.000084,1.000022,0.033822,0.013260,1.001076,0.008876,0.003473,0.000888,0.081573,0.032241,0.004022,0.265765,-0.000460,0.001173,0.000503,0.000049,-2.541171,6.421958,0.074834
0.117000,0.000225,0.000088,1.000023,0.034643,0.013584,1.001117,0.009163,0.003586,0.000916,0.082489,0.032614,0.004119,0.265789,-0.000457,0.001168,0.000516,0.000051,-2.573855,6.502909,0.077506
0.118000,0.000234,0.000091,1.000023,0.035472,0.013912,1.001159,0.009457,0.003701,0.000946,0.083404,0.032987,0.004217,0.265812,-0.000454,0.001162,0.000528,0.000053,-2.606555,6.583854,0.080244
0.119000,0.000244,0.000095,1.000024,0.036311,0.014244,1.001202,0.009758,0.003819,0.000976,0.084317,0.033359,0.004315,0.265837,-0.000452,0.001156,0.000541,0.000055,-2.639266,6.664784,0.083047
0.120000,0.000254,0.000099,1.000025,0.037158,0.014580,1.001245,0.010065,0.003940,0.001007,0.085228,0.033731,0.004413,0.265861,-0.000449,0.001150,0.000555,0.000057,-2.671986,6.745692,0.085917
0.121000,0.000264,0.000103,1.000026,0.038015,0.014919,1.001290,0.010379,0.004064,0.001038,0.086137,0.034103,0.004513,0.265887,-0.000446,0.001144,0.000568,0.000060,-2.704710,6.826565,0.088855
0.122000,0.000275,0.000107,1.000028,0.038881,0.015262,1.001335,0.010700,0.004190,0.001070,0.087045,0.034475,0.004613,0.265912,-0.000442,0.001138,0.000581,0.000062,-2.737435,6.907395,0.091860
0.123000,0.000285,0.000112,1.000029,0.039756,0.015608,1.001382,0.011028,0.004319,0.001103,0.087951,0.034846,0.004713,0.265938,-0.000439,0.001131,0.000595,0.000064,-2.770156,6.988173,0.094933
0.124000,0.000297,0.000116,1.000030,0.040640,0.015959,1.001430,0.011362,0.004450,0.001136,0.088857,0.035217,0.004814,0.265965,-0.000436,0.001124,0.000609,0.000067,-2.802871,7.068891,0.098076
0.125000,0.000308,0.000120,1.000031,0.041533,0.016313,1.001478,0.011704,0.004585,0.001170,0.089761,0.035588,0.004916,0.265992,-0.000432,0.001116,0.000623,0.000070,-2.835577,7.149539,0.101289
0.126000,0.000320,0.000125,1.000032,0.042435,0.016670,1.001528,0.012053,0.004722,0.001205,0.090664,0.035958,0.005018,0.266019,-0.000428,0.001109,0.000637,0.000072,-2.868268,7.230110,0.104572
0.127000,0.000332,0.000130,1.000033,0.043347,0.017032,1.001579,0.012410,0.004862,0.001241,0.091567,0.036329,0.005121,0.266047,-0.000424,0.001101,0.000651,0.000075,-2.900944,7.310593,0.107927
