cf5_A8_12-11-05.a_hat_x,cf5_A8_12-11-05.a_hat_y,cf5_A8_12-11-05.a_hat_z,cf5_A8_12-11-05.a_res_x,cf5_A8_12-11-05.a_res_y,cf5_A8_12-11-05.a_res_z,cf5_A8_12-11-05.e_r_x,cf5_A8_12-11-05.e_r_y,cf5_A8_12-11-05.e_r_z,cf5_A8_12-11-05.pos_des_x,cf5_A8_12-11-05.pos_des_y,cf5_A8_12-11-05.pos_des_z,cf5_A8_12-11-05.pos_x,cf5_A8_12-11-05.pos_y,cf5_A8_12-11-05.pos_z,cf5_A8_12-11-05.t,cf_second_A8_12-11-05.a_hat_x,cf_second_A8_12-11-05.a_hat_y,cf_second_A8_12-11-05.a_hat_z,cf_second_A8_12-11-05.a_res_x,cf_second_A8_12-11-05.a_res_y,cf_second_A8_12-11-05.a_res_z,cf_second_A8_12-11-05.e_r_x,cf_second_A8_12-11-05.e_r_y,cf_second_A8_12-11-05.e_r_z,cf_second_A8_12-11-05.pos_des_x,cf_second_A8_12-11-05.pos_des_y,cf_second_A8_12-11-05.pos_des_z,cf_second_A8_12-11-05.pos_x,cf_second_A8_12-11-05.pos_y,cf_second_A8_12-11-05.pos_z,cf_second_A8_12-11-05.t
0.000000,0.000000,0.000000,-0.113662,-0.094702,0.019527,0.008765,-0.071816,-0.011282,-0.000000,-0.199997,1.000000,-0.021567,-0.198123,0.979025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004394,-0.012353,0.002011,-0.000000,0.800002,1.250000,-0.019686,0.836339,1.127101,0.000000
0.000000,0.000000,0.000000,-0.111368,-0.099364,0.002181,0.008896,-0.072337,-0.011275,-0.000000,-0.199997,1.000000,-0.021649,-0.198100,0.979020,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004394,-0.012353,0.002011,-0.000000,0.800002,1.250000,-0.019788,0.836554,1.127067,0.002000
0.000000,0.000000,0.000000,-0.108967,-0.106202,-0.014633,0.008944,-0.073056,-0.011271,-0.000000,-0.199997,1.000000,-0.021788,-0.198061,0.979012,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004394,-0.012353,0.002011,-0.000000,0.800002,1.250000,-0.019846,0.836677,1.127048,0.004000
0.000000,0.000000,0.000000,-0.107291,-0.117028,-0.019900,0.009096,-0.073256,-0.011265,-0.000000,-0.199997,1.000000,-0.021788,-0.198061,0.979012,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004394,-0.012353,0.002011,-0.000000,0.800002,1.250000,-0.019846,0.836677,1.127048,0.006000
0.000000,0.000000,0.000000,-0.105857,-0.130781,-0.032782,0.008901,-0.072798,-0.011248,-0.000000,-0.199997,1.000000,-0.021710,-0.198094,0.979019,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004394,-0.012353,0.002011,-0.000000,0.800002,1.250000,-0.019732,0.836331,1.127082,0.008000
0.000000,0.000000,0.000000,-0.102952,-0.140923,-0.048329,0.008537,-0.071960,-0.011225,-0.000000,-0.199997,1.000000,-0.021592,-0.198144,0.979030,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004394,-0.012353,0.002011,-0.000000,0.800002,1.250000,-0.019693,0.836213,1.127093,0.010000
0.000000,0.000000,0.000000,-0.100446,-0.145041,-0.049588,0.008576,-0.072462,-0.011222,-0.000000,-0.199997,1.000000,-0.021679,-0.198113,0.979023,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004394,-0.012353,0.002011,-0.000000,0.800002,1.250000,-0.019693,0.836213,1.127093,0.012000
0.000000,0.000000,0.000000,-0.099847,-0.141728,-0.038738,0.008587,-0.073099,-0.011219,-0.000000,-0.199997,1.000000,-0.021800,-0.198071,0.979014,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004394,-0.012353,0.002011,-0.000000,0.800002,1.250000,-0.019813,0.836521,1.127056,0.014000
0.000000,0.000000,0.000000,-0.101201,-0.133770,-0.028454,0.008728,-0.073295,-0.011213,-0.000000,-0.199997,1.000000,-0.021800,-0.198071,0.979014,0.016000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004394,-0.012353,0.002011,-0.000000,0.800002,1.250000,-0.019850,0.836616,1.127045,0.016000
0.000000,0.000000,0.000000,-0.102899,-0.124713,-0.033861,0.008438,-0.072668,-0.011233,-0.000000,-0.199997,1.000000,-0.021718,-0.198112,0.979022,0.018000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004394,-0.012353,0.002011,-0.000000,0.800002,1.250000,-0.019731,0.836251,1.127077,0.018000
