cf5_A1_13-25-10.a_hat_x,cf5_A1_13-25-10.a_hat_y,cf5_A1_13-25-10.a_hat_z,cf5_A1_13-25-10.a_res_x,cf5_A1_13-25-10.a_res_y,cf5_A1_13-25-10.a_res_z,cf5_A1_13-25-10.e_r_x,cf5_A1_13-25-10.e_r_y,cf5_A1_13-25-10.e_r_z,cf5_A1_13-25-10.pos_des_x,cf5_A1_13-25-10.pos_des_y,cf5_A1_13-25-10.pos_des_z,cf5_A1_13-25-10.pos_x,cf5_A1_13-25-10.pos_y,cf5_A1_13-25-10.pos_z,cf5_A1_13-25-10.t,cf_second_A1_13-25-10.a_hat_x,cf_second_A1_13-25-10.a_hat_y,cf_second_A1_13-25-10.a_hat_z,cf_second_A1_13-25-10.a_res_x,cf_second_A1_13-25-10.a_res_y,cf_second_A1_13-25-10.a_res_z,cf_second_A1_13-25-10.e_r_x,cf_second_A1_13-25-10.e_r_y,cf_second_A1_13-25-10.e_r_z,cf_second_A1_13-25-10.pos_des_x,cf_second_A1_13-25-10.pos_des_y,cf_second_A1_13-25-10.pos_des_z,cf_second_A1_13-25-10.pos_x,cf_second_A1_13-25-10.pos_y,cf_second_A1_13-25-10.pos_z,cf_second_A1_13-25-10.t
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005004,-0.006624,0.004849,0.000000,0.000002,1.200000,-0.000233,0.016537,1.043944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002225,-0.005938,0.008060,0.000000,-0.000001,1.400002,-0.005925,0.010724,1.266021,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005004,-0.006624,0.004849,0.000000,0.000002,1.200000,-0.000233,0.016537,1.043944,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002225,-0.005938,0.008060,0.000000,-0.000001,1.400002,-0.005925,0.010724,1.266021,0.002000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005004,-0.006624,0.004849,0.000000,0.000002,1.200000,-0.000233,0.016537,1.043944,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002225,-0.005938,0.008060,0.000000,-0.000001,1.400002,-0.005950,0.010818,1.266014,0.004000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005004,-0.006624,0.004849,0.000000,0.000002,1.200000,-0.000236,0.016534,1.043946,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002225,-0.005938,0.008060,0.000000,-0.000001,1.400002,-0.006013,0.010761,1.265996,0.006000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005004,-0.006624,0.004849,0.000000,0.000002,1.200000,-0.000327,0.016437,1.044008,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002225,-0.005938,0.008060,0.000000,-0.000001,1.400002,-0.006039,0.010708,1.265989,0.008000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005004,-0.006624,0.004849,0.000000,0.000002,1.200000,-0.000327,0.016437,1.044008,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002225,-0.005938,0.008060,0.000000,-0.000001,1.400002,-0.006039,0.010708,1.265989,0.010000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005004,-0.006624,0.004849,0.000000,0.000002,1.200000,-0.000327,0.016437,1.044008,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002225,-0.005938,0.008060,0.000000,-0.000001,1.400002,-0.006024,0.010814,1.265993,0.012000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005004,-0.006624,0.004849,0.000000,0.000002,1.200000,-0.000327,0.016437,1.044008,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002225,-0.005938,0.008060,0.000000,-0.000001,1.400002,-0.006017,0.010858,1.265995,0.014000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005004,-0.006624,0.004849,0.000000,0.000002,1.200000,-0.000327,0.016437,1.044008,0.016000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002225,-0.005938,0.008060,0.000000,-0.000001,1.400002,-0.006065,0.010738,1.265982,0.016000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005004,-0.006624,0.004849,0.000000,0.000002,1.200000,-0.000327,0.016437,1.044008,0.018000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002225,-0.005938,0.008060,0.000000,-0.000001,1.400002,-0.006084,0.010692,1.265978,0.018000
