cf5.a_hat_x,cf5.a_hat_y,cf5.a_hat_z,cf5.a_res_x,cf5.a_res_y,cf5.a_res_z,cf5.e_r_x,cf5.e_r_y,cf5.e_r_z,cf5.pos_des_x,cf5.pos_des_y,cf5.pos_des_z,cf5.pos_x,cf5.pos_y,cf5.pos_z,cf5.t,cf_second.a_hat_x,cf_second.a_hat_y,cf_second.a_hat_z,cf_second.a_res_x,cf_second.a_res_y,cf_second.a_res_z,cf_second.e_r_x,cf_second.e_r_y,cf_second.e_r_z,cf_second.pos_des_x,cf_second.pos_des_y,cf_second.pos_des_z,cf_second.pos_x,cf_second.pos_y,cf_second.pos_z,cf_second.t
0.000000,0.000000,0.000000,0.004303,-0.017599,-0.134923,0.003203,0.002009,-0.015047,0.000000,-0.200002,1.000000,0.000008,-0.201930,0.973014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.799991,1.250000,-0.001154,0.818217,1.138979,0.000000
0.000000,0.000000,0.000000,0.002982,-0.024182,-0.142125,0.002954,0.001802,-0.015018,0.000000,-0.200002,1.000000,0.000014,-0.201891,0.973024,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.799991,1.250000,-0.001134,0.818161,1.138978,0.002000
0.000000,0.000000,0.000000,-0.000542,-0.032702,-0.134212,0.002777,0.001657,-0.014997,0.000000,-0.200002,1.000000,0.000019,-0.201863,0.973031,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.799991,1.250000,-0.001113,0.818105,1.138977,0.004000
0.000000,0.000000,0.000000,-0.001227,-0.042752,-0.118906,0.002832,0.001678,-0.014997,0.000000,-0.200002,1.000000,0.000019,-0.201863,0.973031,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.799991,1.250000,-0.001093,0.818049,1.138976,0.006000
0.000000,0.000000,0.000000,0.003909,-0.055191,-0.140608,0.003042,0.001677,-0.014997,0.000000,-0.200002,1.000000,0.000013,-0.201906,0.973021,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.799991,1.250000,-0.001073,0.817993,1.138975,0.008000
0.000000,0.000000,0.000000,0.014445,-0.067965,-0.182266,0.003209,0.001677,-0.014997,0.000000,-0.200002,1.000000,0.000009,-0.201934,0.973015,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.799991,1.250000,-0.001053,0.817937,1.138974,0.010000
0.000000,0.000000,0.000000,0.026923,-0.077735,-0.213349,0.002911,0.001080,-0.015027,0.000000,-0.200002,1.000000,0.000016,-0.201896,0.973024,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.799991,1.250000,-0.001032,0.817881,1.138973,0.012000
0.000000,0.000000,0.000000,0.037837,-0.081103,-0.202421,0.002758,0.000725,-0.015045,0.000000,-0.200002,1.000000,0.000021,-0.201873,0.973029,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.799991,1.250000,-0.001012,0.817825,1.138973,0.014000
0.000000,0.000000,0.000000,0.043899,-0.080158,-0.173465,0.002815,0.000738,-0.015045,0.000000,-0.200002,1.000000,0.000021,-0.201873,0.973029,0.016000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.799991,1.250000,-0.000992,0.817769,1.138972,0.016000
0.000000,0.000000,0.000000,0.042859,-0.079834,-0.156267,0.003012,0.000726,-0.015045,0.000000,-0.200002,1.000000,0.000014,-0.201912,0.973020,0.018000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.799991,1.250000,-0.000972,0.817713,1.138971,0.018000
