time_s,cmd,imu_z,height,delta_x,delta_y,squal,vx,vy,motor_m1,motor_m2,motor_m3,motor_m4
4.920164,0.094320,,,,,,,,,,,
4.930174,0.094560,,,,,,,,,,,
4.940141,0.094800,,,,,,,,,,,
4.950134,0.095040,,,,,,,,,,,
4.960202,0.095280,,,,,,,,,,,
4.970166,0.095520,,,,,,,,,,,
4.980372,0.095760,,,,,,,,,,,
4.990242,0.096000,,,,,,,,,,,
5.000179,0.096240,,,,,,,,,,,
5.010219,0.096480,,,,,,,,,,,
5.020207,0.096720,,,,,,,,,,,
5.030207,0.096960,,,,,,,,,,,
5.040212,0.097200,,,,,,,,,,,
5.050132,0.097440,,,,,,,,,,,
5.060141,0.097680,,,,,,,,,,,
5.070218,0.097920,,,,,,,,,,,
5.080134,0.098160,,,,,,,,,,,
5.090451,0.098400,,,,,,,,,,,
5.100187,0.098640,,,,,,,,,,,
5.110189,0.098880,,,,,,,,,,,
5.120477,0.099120,,,,,,,,,,,
5.130213,0.099360,,,,,,,,,,,
5.140214,0.099600,,,,,,,,,,,
5.150180,0.099840,,,,,,,,,,,
5.160224,0.100080,,,,,,,,,,,
5.170221,0.100320,,,,,,,,,,,
5.180194,0.100560,,,,,,,,,,,
5.190225,0.100800,,,,,,,,,,,
5.200159,0.101040,,,,,,,,,,,
5.210159,0.101280,,,,,,,,,,,
5.220209,0.101520,,,,,,,,,,,
5.230217,0.101760,,,,,,,,,,,
5.240161,0.102000,,,,,,,,,,,
5.250141,0.102240,,,,,,,,,,,
5.260187,0.102480,,,,,,,,,,,
5.270305,0.102720,,,,,,,,,,,
5.280188,0.102960,,,,,,,,,,,
5.290144,0.103200,,,,,,,,,,,
5.300136,0.103440,,,,,,,,,,,
5.310239,0.103680,,,,,,,,,,,
5.320141,0.103920,,,,,,,,,,,
5.330170,0.104160,,,,,,,,,,,
5.340146,0.104400,,,,,,,,,,,
5.350145,0.104640,,,,,,,,,,,
5.360117,0.104880,,,,,,,,,,,
5.370407,0.105120,,,,,,,,,,,
5.380332,0.105360,,,,,,,,,,,
5.390163,0.105600,,,,,,,,,,,
5.400221,0.105840,,,,,,,,,,,
5.410174,0.106080,,,,,,,,,,,
5.420099,0.106320,,,,,,,,,,,
5.430143,0.106560,,,,,,,,,,,
5.440262,0.106800,,,,,,,,,,,
5.450164,0.107040,,,,,,,,,,,
5.460273,0.107280,,,,,,,,,,,
5.470179,0.107520,,,,,,,,,,,
5.480240,0.107760,,,,,,,,,,,
5.490141,0.108000,,,,,,,,,,,
5.500165,0.108240,,,,,,,,,,,
5.510232,0.108480,,,,,,,,,,,
5.520167,0.108720,,,,,,,,,,,
5.530188,0.108960,,,,,,,,,,,
5.540246,0.109200,,,,,,,,,,,
5.550155,0.109440,,,,,,,,,,,
5.560237,0.109680,,,,,,,,,,,
5.570148,0.109920,,,,,,,,,,,
5.580209,0.110160,,,,,,,,,,,
5.590147,0.110400,,,,,,,,,,,
5.600169,0.110640,,,,,,,,,,,
5.610197,0.110880,,,,,,,,,,,
5.620174,0.111120,,,,,,,,,,,
5.630219,0.111360,,,,,,,,,,,
5.640139,0.111600,,,,,,,,,,,
5.650221,0.111840,,,,,,,,,,,
5.660169,0.112080,,,,,,,,,,,
5.670138,0.112320,,,,,,,,,,,
5.680166,0.112560,,,,,,,,,,,
5.690144,0.112800,,,,,,,,,,,
5.700166,0.113040,,,,,,,,,,,
5.710162,0.113280,,,,,,,,,,,
5.720163,0.113520,,,,,,,,,,,
5.730188,0.113760,,,,,,,,,,,
5.740175,0.114000,,,,,,,,,,,
5.750174,0.114240,,,,,,,,,,,
5.760252,0.114480,,,,,,,,,,,
5.770164,0.114720,,,,,,,,,,,
5.780176,0.114960,,,,,,,,,,,
5.790159,0.115200,,,,,,,,,,,
5.800338,0.115440,,,,,,,,,,,
5.810164,0.115680,,,,,,,,,,,
5.820155,0.115920,,,,,,,,,,,
5.830166,0.116160,,,,,,,,,,,
5.840225,0.116400,,,,,,,,,,,
5.850162,0.116640,,,,,,,,,,,
5.860236,0.116880,,,,,,,,,,,
5.870131,0.117120,,,,,,,,,,,
5.880169,0.117360,,,,,,,,,,,
5.890162,0.117600,,,,,,,,,,,
5.900116,0.117840,,,,,,,,,,,
5.910139,0.118080,,,,,,,,,,,
5.920097,0.118320,,,,,,,,,,,
5.930125,0.118560,,,,,,,,,,,
5.940150,0.118800,,,,,,,,,,,
5.950099,0.119040,,,,,,,,,,,
5.960452,0.119280,,,,,,,,,,,
5.970155,0.119520,,,,,,,,,,,
5.980148,0.119760,,,,,,,,,,,
5.990203,0.120000,,,,,,,,,,,
6.000105,0.120000,,,,,,,,,,,
6.010204,0.120000,,,,,,,,,,,
6.020121,0.120000,,,,,,,,,,,
6.030108,0.120000,,,,,,,,,,,
6.040231,0.120000,,,,,,,,,,,
6.050121,0.120000,,,,,,,,,,,
6.060133,0.120000,,,,,,,,,,,
6.070126,0.120000,,,,,,,,,,,
6.080127,0.120000,,,,,,,,,,,
6.090118,0.120000,,,,,,,,,,,
6.100110,0.120000,,,,,,,,,,,
6.110107,0.120000,,,,,,,,,,,
6.120096,0.120000,,,,,,,,,,,
6.130229,0.120000,,,,,,,,,,,
6.140140,0.120000,,,,,,,,,,,
6.150113,0.120000,,,,,,,,,,,
6.160120,0.120000,,,,,,,,,,,
6.170118,0.120000,,,,,,,,,,,
6.180161,0.120000,,,,,,,,,,,
6.190122,0.120000,,,,,,,,,,,
6.200127,0.120000,,,,,,,,,,,
6.210286,0.120000,,,,,,,,,,,
6.220373,0.120000,,,,,,,,,,,
6.230182,0.120000,,,,,,,,,,,
6.240119,0.120000,,,,,,,,,,,
6.250181,0.120000,,,,,,,,,,,
6.260106,0.120000,,,,,,,,,,,
6.270209,0.120000,,,,,,,,,,,
6.280100,0.120000,,,,,,,,,,,
6.290107,0.120000,,,,,,,,,,,
6.300104,0.120000,,,,,,,,,,,
6.310363,0.120000,,,,,,,,,,,
