# Motion type:     box
# Target height:   0.50 m
# Date & time:     2026-02-28 23:25:18
# URI:             radio://0/80/2M/E7E7E7E7E7

t_ms,x,y,z,vx,vy,vz,roll,pitch,yaw,thrust,zrange_mm,vbat,varPX,varPY,varPZ,flow_deltaX,flow_deltaY,flow_squal,flow_rawPixelSum,acc_x,acc_y,acc_z
151330,5.760703425039537e-05,3.258800279581919e-05,1.132150650024414,0.00587425846606493,0.0030771177262067795,-0.00029269963852129877,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151330,0.0,0.0,0.0,0.0,0.0,0.0,-0.033099811524152756,0.0026965721044689417,0.0022388186771422625,0.0,0,3.9483871459960938,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151350,-4.392286064103246e-05,-0.000785689742770046,0.008992211893200874,0.0009133914718404412,-0.021868804469704628,-0.0007993710460141301,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151350,0.0,0.0,0.0,0.0,0.0,0.0,0.43021470308303833,0.09779062867164612,0.004779195412993431,0.0,0,3.958944320678711,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00010246234887745231,0.00010246215970255435,0.00014199984434526414,0,0,0,0,0.0,0.0,0.0
151352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,0,0,0,0.012085999362170696,0.0010086444672197104,0.999761700630188
151370,0.0001628698519198224,0.0003598209877964109,0.009371048770844936,0.006000880151987076,0.00829035509377718,-0.0004878650652244687,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151370,0.0,0.0,0.0,0.0,0.0,0.0,-0.2715272903442383,0.04949256405234337,0.0050781117752194405,0.0,0,3.958944320678711,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151390,0.0005022097029723227,0.0002643156622070819,0.010206182487308979,0.012211408466100693,0.005446558352559805,0.0003794270451180637,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151390,0.0,0.0,0.0,0.0,0.0,0.0,-0.17943689227104187,-0.08888915181159973,0.004944409243762493,0.0,0,3.9536657333374023,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0001201270570163615,0.00012012429942842573,0.00017762936477083713,0,0,0,0,0.0,0.0,0.0
151392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0,0,0,0.01284049078822136,0.0017814906314015388,0.9995738863945007
151410,0.000650492322165519,0.0006905272603034973,0.010214980691671371,0.013159839436411858,0.010936044156551361,0.00018690849537961185,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151410,0.0,0.0,0.0,0.0,0.0,0.0,-0.29649215936660767,-0.03552461415529251,0.003598245093598962,0.0,0,3.9483871459960938,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151430,0.0006638440536335111,0.0009081339230760932,0.01023091934621334,0.011733879335224628,0.01184550579637289,0.0002203509648097679,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151430,0.0,0.0,0.0,0.0,0.0,0.0,-0.3003086447715759,0.07385893911123276,0.004630489274859428,0.0,0,3.9483871459960938,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00014002976240590215,0.00014002079842612147,0.00021762505639344454,0,0,0,0,0.0,0.0,0.0
151432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,0,0,0,0.010521609336137772,-0.0007321854354813695,1.0007299184799194
151450,0.0015393028734251857,0.0032388921827077866,0.009289158508181572,0.021787341684103012,0.04043848440051079,-0.003455045633018017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151450,0.0,0.0,0.0,0.0,0.0,0.0,-1.2642260789871216,-0.20777468383312225,0.005487410351634026,0.0,0,3.9536657333374023,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151470,0.0017078761011362076,0.0038441251963377,0.0092887869104743,0.019834017381072044,0.03762007877230644,-0.0030950354412198067,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151470,0.0,0.0,0.0,0.0,0.0,0.0,-0.8736721873283386,0.0077553968876600266,0.008449047803878784,0.0,0,3.9536657333374023,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0001536807685624808,0.00015367849846370518,0.0002400863158982247,0,0,0,0,0.0,0.0,0.0
151472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,0,0,0,0.012191868387162685,0.0005829698056913912,0.9981151819229126
151490,0.0012535633286461234,0.0045656184665858746,0.008777923882007599,0.01348718162626028,0.04300308972597122,-0.005803315434604883,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
151490,0.0,0.0,0.0,0.0,0.0,0.0,-0.9789513349533081,0.21036209166049957,0.009652934968471527,0.0,0,3.9536657333374023,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
