# meta:t_zero=scenario_start
t,cf5_A3_13-02-56.a_res_x,cf5_A3_13-02-56.a_res_y,cf5_A3_13-02-56.a_res_z,cf5_A3_13-02-56.acc_x,cf5_A3_13-02-56.acc_y,cf5_A3_13-02-56.acc_z,cf5_A3_13-02-56.alp_x,cf5_A3_13-02-56.alp_y,cf5_A3_13-02-56.alp_z,cf5_A3_13-02-56.ctrltarget_x,cf5_A3_13-02-56.ctrltarget_y,cf5_A3_13-02-56.ctrltarget_z,cf5_A3_13-02-56.e_r_norm,cf5_A3_13-02-56.e_r_x,cf5_A3_13-02-56.e_r_y,cf5_A3_13-02-56.e_r_z,cf5_A3_13-02-56.f_res_x,cf5_A3_13-02-56.f_res_y,cf5_A3_13-02-56.f_res_z,cf5_A3_13-02-56.gyro_x,cf5_A3_13-02-56.gyro_y,cf5_A3_13-02-56.gyro_z,cf5_A3_13-02-56.motor_m1,cf5_A3_13-02-56.motor_m1_rpm,cf5_A3_13-02-56.motor_m2,cf5_A3_13-02-56.motor_m2_rpm,cf5_A3_13-02-56.motor_m3,cf5_A3_13-02-56.motor_m3_rpm,cf5_A3_13-02-56.motor_m4,cf5_A3_13-02-56.motor_m4_rpm,cf5_A3_13-02-56.pitch_deg,cf5_A3_13-02-56.rnn_clamped,cf5_A3_13-02-56.rnn_pred_x,cf5_A3_13-02-56.rnn_pred_y,cf5_A3_13-02-56.rnn_pred_z,cf5_A3_13-02-56.roll_deg,cf5_A3_13-02-56.rpm_m1,cf5_A3_13-02-56.rpm_m2,cf5_A3_13-02-56.rpm_m3,cf5_A3_13-02-56.rpm_m4,cf5_A3_13-02-56.tau_x,cf5_A3_13-02-56.tau_y,cf5_A3_13-02-56.tau_z,cf5_A3_13-02-56.vx,cf5_A3_13-02-56.vy,cf5_A3_13-02-56.vz,cf5_A3_13-02-56.x,cf5_A3_13-02-56.y,cf5_A3_13-02-56.yaw_deg,cf5_A3_13-02-56.z,cf_second_A3_13-02-56.a_res_x,cf_second_A3_13-02-56.a_res_y,cf_second_A3_13-02-56.a_res_z,cf_second_A3_13-02-56.acc_x,cf_second_A3_13-02-56.acc_y,cf_second_A3_13-02-56.acc_z,cf_second_A3_13-02-56.alp_x,cf_second_A3_13-02-56.alp_y,cf_second_A3_13-02-56.alp_z,cf_second_A3_13-02-56.ctrltarget_x,cf_second_A3_13-02-56.ctrltarget_y,cf_second_A3_13-02-56.ctrltarget_z,cf_second_A3_13-02-56.e_r_norm,cf_second_A3_13-02-56.e_r_x,cf_second_A3_13-02-56.e_r_y,cf_second_A3_13-02-56.e_r_z,cf_second_A3_13-02-56.f_res_x,cf_second_A3_13-02-56.f_res_y,cf_second_A3_13-02-56.f_res_z,cf_second_A3_13-02-56.gyro_x,cf_second_A3_13-02-56.gyro_y,cf_second_A3_13-02-56.gyro_z,cf_second_A3_13-02-56.motor_m1,cf_second_A3_13-02-56.motor_m1_rpm,cf_second_A3_13-02-56.motor_m2,cf_second_A3_13-02-56.motor_m2_rpm,cf_second_A3_13-02-56.motor_m3,cf_second_A3_13-02-56.motor_m3_rpm,cf_second_A3_13-02-56.motor_m4,cf_second_A3_13-02-56.motor_m4_rpm,cf_second_A3_13-02-56.pitch_deg,cf_second_A3_13-02-56.rnn_clamped,cf_second_A3_13-02-56.rnn_pred_x,cf_second_A3_13-02-56.rnn_pred_y,cf_second_A3_13-02-56.rnn_pred_z,cf_second_A3_13-02-56.roll_deg,cf_second_A3_13-02-56.rpm_m1,cf_second_A3_13-02-56.rpm_m2,cf_second_A3_13-02-56.rpm_m3,cf_second_A3_13-02-56.rpm_m4,cf_second_A3_13-02-56.tau_x,cf_second_A3_13-02-56.tau_y,cf_second_A3_13-02-56.tau_z,cf_second_A3_13-02-56.vx,cf_second_A3_13-02-56.vy,cf_second_A3_13-02-56.vz,cf_second_A3_13-02-56.x,cf_second_A3_13-02-56.y,cf_second_A3_13-02-56.yaw_deg,cf_second_A3_13-02-56.z,rel.cf5_A3_13-02-56_cf_second_A3_13-02-56.vx,rel.cf5_A3_13-02-56_cf_second_A3_13-02-56.vy,rel.cf5_A3_13-02-56_cf_second_A3_13-02-56.vz,rel.cf5_A3_13-02-56_cf_second_A3_13-02-56.x,rel.cf5_A3_13-02-56_cf_second_A3_13-02-56.y,rel.cf5_A3_13-02-56_cf_second_A3_13-02-56.z,rel.cf_second_A3_13-02-56_cf5_A3_13-02-56.vx,rel.cf_second_A3_13-02-56_cf5_A3_13-02-56.vy,rel.cf_second_A3_13-02-56_cf5_A3_13-02-56.vz,rel.cf_second_A3_13-02-56_cf5_A3_13-02-56.x,rel.cf_second_A3_13-02-56_cf5_A3_13-02-56.y,rel.cf_second_A3_13-02-56_cf5_A3_13-02-56.z
0.000000,-0.109948,-0.110272,-0.012042,-0.008946,-0.010025,1.000039,-0.149348,-0.542920,-1.423810,-0.600000,0.000001,1.000000,0.041935,0.028884,-0.026466,-0.014960,-0.004508,-0.004521,-0.000494,-2.022384,-2.656059,0.496905,38735.862588,15087.938816,42509.483450,16044.715145,38958.394183,15636.223671,40720.956871,16129.000000,-0.452168,0.000000,0.000000,0.000000,0.000000,-0.164844,14967.687061,16129.000000,15606.066199,16185.966901,0.000000,0.000000,0.000000,0.022358,-0.001765,0.000381,-0.613703,-0.008027,-0.893774,0.971001,0.000000,0.000000,0.000000,0.010282,-0.003664,0.997581,-0.739320,1.227559,0.114998,0.000000,-0.000002,1.250000,0.010514,0.005054,-0.009041,0.001802,0.000000,0.000000,0.000000,0.677678,-5.711660,2.140451,36908.000000,15290.000000,39080.000000,16025.000000,38772.000000,15974.000000,39016.000000,15723.000000,-0.192219,0.000000,0.000000,0.000000,0.000000,-0.251706,15376.000000,16042.000000,15978.000000,16008.000000,-0.000270,0.000478,-0.000161,0.029365,-0.023393,0.006312,-0.018674,0.012641,-0.116256,1.115126,-0.007007,0.021628,-0.005931,-0.595029,-0.020669,-0.144125,0.007007,-0.021628,0.005931,0.595029,0.020669,0.144125
0.002000,-0.102928,-0.104184,-0.031111,-0.006766,-0.009339,0.997826,4.253757,5.900648,-1.431669,-0.600000,0.000001,1.000000,0.041795,0.028651,-0.026546,-0.014871,-0.004220,-0.004272,-0.001276,-1.601994,-1.898251,0.360790,38737.016329,15060.000000,42514.917862,16018.935675,38894.819891,15631.425037,40752.000000,16148.606136,-0.435328,0.000000,0.000000,0.000000,0.000000,-0.178024,14988.311232,16129.000000,15617.508164,16184.016329,0.000000,0.000000,0.000000,0.022581,-0.001643,0.000643,-0.613648,-0.008031,-0.888057,0.971003,0.000000,0.000000,0.000000,0.011525,-0.000119,0.997109,-0.739320,1.227559,0.114998,0.000000,-0.000002,1.250000,0.010514,0.005054,-0.009041,0.001802,0.000000,0.000000,0.000000,0.762451,-4.653037,1.920653,36864.964103,15226.784615,39125.306667,16077.000000,38656.971282,16011.281026,39124.757949,16072.306667,-0.192219,0.000000,0.000000,0.000000,0.000000,-0.251706,15380.000000,16033.187692,15996.534359,15999.187692,-0.000270,0.000478,-0.000161,0.029365,-0.023393,0.006312,-0.018674,0.012641,-0.116256,1.115126,-0.006784,0.021750,-0.005669,-0.594974,-0.020673,-0.144123,0.006784,-0.021750,0.005669,0.594974,0.020673,0.144123
0.004000,-0.087864,-0.097121,-0.056445,-0.004186,-0.008880,0.997746,2.812466,4.593063,-0.623716,-0.600000,0.000001,1.000000,0.042047,0.028581,-0.027021,-0.014866,-0.003602,-0.003982,-0.002314,-1.231527,-1.624731,0.290372,38732.279516,14992.704339,42540.337538,15961.134208,38866.784057,15614.205348,40759.477296,16181.000000,-0.435328,0.000000,0.000000,0.000000,0.000000,-0.178024,14976.343088,16127.130676,15620.000000,16190.869324,0.000000,0.000000,0.000000,0.022130,-0.001705,0.000635,-0.613787,-0.008020,-0.888057,0.971002,0.000000,0.000000,0.000000,0.009733,-0.000426,0.999009,-0.739320,1.227559,0.114998,0.000000,-0.000002,1.250000,0.010514,0.005054,-0.009041,0.001802,0.000000,0.000000,0.000000,0.848873,-4.632466,2.070971,36920.873181,15504.681913,39075.180873,16077.000000,38704.047817,15896.962578,39072.133056,16031.108108,-0.192219,0.000000,0.000000,0.000000,0.000000,-0.251706,15381.879418,16024.060291,16012.587318,15987.945946,-0.000270,0.000478,-0.000161,0.029365,-0.023393,0.006312,-0.018674,0.012641,-0.116256,1.115126,-0.007235,0.021688,-0.005677,-0.595113,-0.020662,-0.144124,0.007235,-0.021688,0.005677,0.595113,0.020662,0.144124
0.006000,-0.066143,-0.090813,-0.065936,-0.002491,-0.008523,0.997881,3.287702,-2.343424,-1.037851,-0.600000,0.000001,1.000000,0.042026,0.028554,-0.027015,-0.014867,-0.002712,-0.003723,-0.002703,-0.881463,-1.922171,0.142079,38696.438144,14897.605670,42593.863918,16025.000000,38828.046907,15545.850000,40775.912371,16181.000000,-0.435328,0.000000,0.000000,0.000000,0.000000,-0.178024,14939.475773,16120.870103,15618.435052,16197.521134,0.000000,0.000000,0.000000,0.022130,-0.001705,0.000635,-0.613787,-0.008020,-0.888057,0.971002,0.000000,0.000000,0.000000,0.007121,0.002061,0.996216,-0.739320,1.227559,0.114998,0.000000,-0.000002,1.250000,0.010514,0.005054,-0.009041,0.001802,0.000000,0.000000,0.000000,1.188977,-5.004902,2.134769,36945.462387,15358.506520,39073.083250,16069.124373,38731.404213,16084.875627,39022.535607,16061.400201,-0.183695,0.000000,0.000000,0.000000,0.000000,-0.250849,15396.000000,16016.242728,16017.605817,15963.788365,-0.000270,0.000478,-0.000161,0.029415,-0.023328,0.006300,-0.018629,0.012606,-0.113151,1.115135,-0.007285,0.021623,-0.005665,-0.595158,-0.020627,-0.144134,0.007285,-0.021623,0.005665,0.595158,0.020627,0.144134
0.008000,-0.043274,-0.085917,-0.060298,-0.001527,-0.007607,0.996985,3.998336,-4.357849,-1.000072,-0.600000,0.000001,1.000000,0.041841,0.028456,-0.026839,-0.014853,-0.001774,-0.003523,-0.002472,-0.429551,-2.376201,0.070218,38682.967660,14980.869126,42633.412329,16046.519960,38812.312279,15662.164730,40769.584639,16159.480040,-0.426793,0.000000,0.000000,0.000000,0.000000,-0.183695,14980.623042,16117.655382,15617.655382,16206.310763,0.000000,0.000000,0.000000,0.022440,-0.001584,0.000564,-0.613694,-0.008027,-0.886778,0.971004,0.000000,0.000000,0.000000,0.006113,0.002018,0.994911,-0.739320,1.227559,0.114998,0.000000,-0.000002,1.250000,0.010514,0.005054,-0.009041,0.001802,0.000000,0.000000,0.000000,1.406273,-4.095543,1.550847,36787.879898,15442.008651,39235.800509,15993.181170,38519.033079,16096.710941,39216.584224,15974.000000,-0.135938,0.000000,0.000000,0.000000,0.000000,-0.246047,15396.000000,16011.373028,16023.037659,15955.589313,-0.000270,0.000478,-0.000161,0.029695,-0.022963,0.006231,-0.018378,0.012410,-0.095757,1.115188,-0.007255,0.021379,-0.005667,-0.595315,-0.020436,-0.144184,0.007255,-0.021379,0.005667,0.595315,0.020436,0.144184
0.010000,-0.025949,-0.080730,-0.064214,-0.001485,-0.007162,0.998681,3.309660,-4.605919,1.166933,-0.600000,0.000001,1.000000,0.041561,0.028319,-0.026559,-0.014834,-0.001064,-0.003310,-0.002633,-0.271865,-2.701414,0.254858,38730.321555,14983.674912,42599.190813,16077.000000,38866.226148,15576.000000,40717.653710,16173.098940,-0.414705,0.000000,0.000000,0.000000,0.000000,-0.191726,14984.950530,16123.816254,15622.120141,16211.000000,0.000000,0.000000,0.000000,0.022879,-0.001413,0.000463,-0.613562,-0.008036,-0.884966,0.971007,0.000000,0.000000,0.000000,0.004574,0.000702,0.997215,-0.739320,1.227559,0.114998,0.000000,-0.000002,1.250000,0.010514,0.005054,-0.009041,0.001802,0.000000,0.000000,0.000000,2.389621,-3.092847,0.500008,36469.289487,15250.883130,39596.045966,15822.000000,38082.419071,15923.000000,39579.368704,15965.445966,-0.135938,0.000000,0.000000,0.000000,0.000000,-0.246047,15398.012714,16006.658191,16034.670905,15947.329095,-0.000270,0.000478,-0.000161,0.029695,-0.022963,0.006231,-0.018378,0.012410,-0.095757,1.115188,-0.006816,0.021551,-0.005768,-0.595183,-0.020445,-0.144181,0.006816,-0.021551,0.005768,0.595183,0.020445,0.144181
0.012000,-0.016819,-0.075019,-0.066935,-0.001690,-0.007029,1.001554,-0.936584,-0.512265,1.954645,-0.600000,0.000001,1.000000,0.041713,0.028254,-0.026863,-0.014831,-0.000690,-0.003076,-0.002744,-0.425638,-2.671417,0.445207,38769.193596,14918.083744,42553.419212,16054.996059,38925.233498,15617.045813,40674.385222,16210.996059,-0.414705,0.000000,0.000000,0.000000,0.000000,-0.191726,14957.962069,16125.191626,15628.385222,16213.115764,0.000000,0.000000,0.000000,0.022571,-0.001447,0.000454,-0.613657,-0.008029,-0.884966,0.971006,0.000000,0.000000,0.000000,0.004096,-0.001139,0.998895,-0.739320,1.227559,0.114998,0.000000,-0.000002,1.250000,0.010514,0.005054,-0.009041,0.001802,0.000000,0.000000,0.000000,2.813285,-2.937371,-0.496023,36121.531426,15304.313746,39944.707205,15860.829842,37707.815534,15930.765968,39912.093510,15962.286663,-0.135938,0.000000,0.000000,0.000000,0.000000,-0.246047,15408.000000,15999.238631,16038.000000,15945.370465,-0.000270,0.000478,-0.000161,0.029695,-0.022963,0.006231,-0.018378,0.012410,-0.095757,1.115188,-0.007124,0.021516,-0.005777,-0.595278,-0.020438,-0.144183,0.007124,-0.021516,0.005777,0.595278,0.020438,0.144183
0.014000,-0.014943,-0.070893,-0.058938,-0.003038,-0.008002,1.002792,-1.501645,5.003897,0.554018,-0.600000,0.000001,1.000000,0.041937,0.028176,-0.027295,-0.014826,-0.000613,-0.002907,-0.002416,-0.511401,-1.837043,0.465032,38790.723232,14970.000000,42527.768182,16046.771717,38916.273232,15572.096465,40692.397980,16137.456566,-0.414705,0.000000,0.000000,0.000000,0.000000,-0.191726,14951.114141,16116.231818,15646.397980,16216.000000,0.000000,0.000000,0.000000,0.022151,-0.001495,0.000441,-0.613786,-0.008019,-0.884966,0.971003,0.000000,0.000000,0.000000,0.003259,-0.000562,0.996387,-0.739320,1.227559,0.114998,0.000000,-0.000002,1.250000,0.010514,0.005054,-0.009041,0.001802,0.000000,0.000000,0.000000,3.107400,-3.318338,-1.231570,35844.565714,15392.502857,40215.840000,16031.828571,37446.931429,15974.000000,40141.548571,16135.297143,-0.135938,0.000000,0.000000,0.000000,0.000000,-0.246047,15408.000000,15995.000000,16032.685714,15955.125714,-0.000270,0.000478,-0.000161,0.029695,-0.022963,0.006231,-0.018378,0.012410,-0.095757,1.115188,-0.007544,0.021468,-0.005790,-0.595408,-0.020428,-0.144185,0.007544,-0.021468,0.005790,0.595408,0.020428,0.144185
0.016000,-0.020074,-0.071702,-0.028498,-0.004791,-0.009383,1.002700,5.073951,9.269650,-0.536659,-0.600000,0.000001,1.000000,0.041919,0.028142,-0.027301,-0.014827,-0.000823,-0.002940,-0.001168,0.335759,-0.851396,0.409207,38834.836066,14854.741291,42536.914447,16077.000000,38844.119365,15536.820184,40710.565061,16144.850410,-0.414705,0.000000,0.000000,0.000000,0.000000,-0.191726,14929.475922,16113.174693,15659.780738,16213.825307,0.000000,0.000000,0.000000,0.022151,-0.001495,0.000441,-0.613786,-0.008019,-0.884966,0.971003,0.000000,0.000000,0.000000,0.004282,0.000785,0.995486,-0.739320,1.227559,0.114998,0.000000,-0.000002,1.250000,0.010514,0.005054,-0.009041,0.001802,0.000000,0.000000,0.000000,3.071451,-3.391835,-1.020345,35917.487412,15441.844914,40144.729104,15822.000000,37524.385700,16006.467271,40069.539778,15944.365559,-0.135938,0.000000,0.000000,0.000000,0.000000,-0.246047,15406.324270,15998.560926,16002.553877,15967.723061,-0.000270,0.000478,-0.000161,0.029695,-0.022963,0.006231,-0.018378,0.012410,-0.095757,1.115188,-0.007544,0.021468,-0.005790,-0.595408,-0.020428,-0.144185,0.007544,-0.021468,0.005790,0.595408,0.020428,0.144185
0.018000,-0.032517,-0.079421,-0.000197,-0.005965,-0.010464,1.003581,10.034522,4.194974,0.080735,-0.600000,0.000001,1.000000,0.041781,0.028127,-0.027117,-0.014806,-0.001333,-0.003256,-0.000008,1.390539,-0.532874,0.437167,38890.221429,14826.278061,42546.118878,16172.649490,38805.372959,15606.182653,40681.625510,16209.202041,-0.405691,0.000000,0.000000,0.000000,0.000000,-0.192536,14932.898980,16113.711735,15643.846939,16211.000000,0.000000,0.000000,0.000000,0.022479,-0.001350,0.000480,-0.613683,-0.008025,-0.883321,0.971006,0.000000,0.000000,0.000000,0.006656,0.002560,0.997878,-0.739320,1.227559,0.114998,0.000000,-0.000002,1.250000,0.010514,0.005054,-0.009041,0.001802,0.000000,0.000000,0.000000,3.514966,-3.346746,-0.638317,36071.633529,15442.276096,40031.001356,15822.000000,37652.955264,16079.257569,39928.148667,16045.207863,-0.125733,0.000000,0.000000,0.000000,0.000000,-0.242440,15397.668324,16016.274740,15977.919566,15981.303208,-0.000270,0.000478,-0.000161,0.029349,-0.022476,0.005974,-0.018406,0.012449,-0.095248,1.115172,-0.006870,0.021127,-0.005493,-0.595277,-0.020474,-0.144166,0.006870,-0.021127,0.005493,0.595277,0.020474,0.144166
