# meta:t_zero=scenario_start
t,cf5_A8_12-11-46.a_res_x,cf5_A8_12-11-46.a_res_y,cf5_A8_12-11-46.a_res_z,cf5_A8_12-11-46.acc_x,cf5_A8_12-11-46.acc_y,cf5_A8_12-11-46.acc_z,cf5_A8_12-11-46.alp_x,cf5_A8_12-11-46.alp_y,cf5_A8_12-11-46.alp_z,cf5_A8_12-11-46.ctrltarget_x,cf5_A8_12-11-46.ctrltarget_y,cf5_A8_12-11-46.ctrltarget_z,cf5_A8_12-11-46.e_r_norm,cf5_A8_12-11-46.e_r_x,cf5_A8_12-11-46.e_r_y,cf5_A8_12-11-46.e_r_z,cf5_A8_12-11-46.f_res_x,cf5_A8_12-11-46.f_res_y,cf5_A8_12-11-46.f_res_z,cf5_A8_12-11-46.gyro_x,cf5_A8_12-11-46.gyro_y,cf5_A8_12-11-46.gyro_z,cf5_A8_12-11-46.motor_m1,cf5_A8_12-11-46.motor_m1_rpm,cf5_A8_12-11-46.motor_m2,cf5_A8_12-11-46.motor_m2_rpm,cf5_A8_12-11-46.motor_m3,cf5_A8_12-11-46.motor_m3_rpm,cf5_A8_12-11-46.motor_m4,cf5_A8_12-11-46.motor_m4_rpm,cf5_A8_12-11-46.pitch_deg,cf5_A8_12-11-46.rnn_clamped,cf5_A8_12-11-46.rnn_pred_x,cf5_A8_12-11-46.rnn_pred_y,cf5_A8_12-11-46.rnn_pred_z,cf5_A8_12-11-46.roll_deg,cf5_A8_12-11-46.rpm_m1,cf5_A8_12-11-46.rpm_m2,cf5_A8_12-11-46.rpm_m3,cf5_A8_12-11-46.rpm_m4,cf5_A8_12-11-46.tau_x,cf5_A8_12-11-46.tau_y,cf5_A8_12-11-46.tau_z,cf5_A8_12-11-46.vx,cf5_A8_12-11-46.vy,cf5_A8_12-11-46.vz,cf5_A8_12-11-46.x,cf5_A8_12-11-46.y,cf5_A8_12-11-46.yaw_deg,cf5_A8_12-11-46.z,cf_second_A8_12-11-46.a_res_x,cf_second_A8_12-11-46.a_res_y,cf_second_A8_12-11-46.a_res_z,cf_second_A8_12-11-46.acc_x,cf_second_A8_12-11-46.acc_y,cf_second_A8_12-11-46.acc_z,cf_second_A8_12-11-46.alp_x,cf_second_A8_12-11-46.alp_y,cf_second_A8_12-11-46.alp_z,cf_second_A8_12-11-46.ctrltarget_x,cf_second_A8_12-11-46.ctrltarget_y,cf_second_A8_12-11-46.ctrltarget_z,cf_second_A8_12-11-46.e_r_norm,cf_second_A8_12-11-46.e_r_x,cf_second_A8_12-11-46.e_r_y,cf_second_A8_12-11-46.e_r_z,cf_second_A8_12-11-46.f_res_x,cf_second_A8_12-11-46.f_res_y,cf_second_A8_12-11-46.f_res_z,cf_second_A8_12-11-46.gyro_x,cf_second_A8_12-11-46.gyro_y,cf_second_A8_12-11-46.gyro_z,cf_second_A8_12-11-46.motor_m1,cf_second_A8_12-11-46.motor_m1_rpm,cf_second_A8_12-11-46.motor_m2,cf_second_A8_12-11-46.motor_m2_rpm,cf_second_A8_12-11-46.motor_m3,cf_second_A8_12-11-46.motor_m3_rpm,cf_second_A8_12-11-46.motor_m4,cf_second_A8_12-11-46.motor_m4_rpm,cf_second_A8_12-11-46.pitch_deg,cf_second_A8_12-11-46.rnn_clamped,cf_second_A8_12-11-46.rnn_pred_x,cf_second_A8_12-11-46.rnn_pred_y,cf_second_A8_12-11-46.rnn_pred_z,cf_second_A8_12-11-46.roll_deg,cf_second_A8_12-11-46.rpm_m1,cf_second_A8_12-11-46.rpm_m2,cf_second_A8_12-11-46.rpm_m3,cf_second_A8_12-11-46.rpm_m4,cf_second_A8_12-11-46.tau_x,cf_second_A8_12-11-46.tau_y,cf_second_A8_12-11-46.tau_z,cf_second_A8_12-11-46.vx,cf_second_A8_12-11-46.vy,cf_second_A8_12-11-46.vz,cf_second_A8_12-11-46.x,cf_second_A8_12-11-46.y,cf_second_A8_12-11-46.yaw_deg,cf_second_A8_12-11-46.z,rel.cf5_A8_12-11-46_cf_second_A8_12-11-46.vx,rel.cf5_A8_12-11-46_cf_second_A8_12-11-46.vy,rel.cf5_A8_12-11-46_cf_second_A8_12-11-46.vz,rel.cf5_A8_12-11-46_cf_second_A8_12-11-46.x,rel.cf5_A8_12-11-46_cf_second_A8_12-11-46.y,rel.cf5_A8_12-11-46_cf_second_A8_12-11-46.z,rel.cf_second_A8_12-11-46_cf5_A8_12-11-46.vx,rel.cf_second_A8_12-11-46_cf5_A8_12-11-46.vy,rel.cf_second_A8_12-11-46_cf5_A8_12-11-46.vz,rel.cf_second_A8_12-11-46_cf5_A8_12-11-46.x,rel.cf_second_A8_12-11-46_cf5_A8_12-11-46.y,rel.cf_second_A8_12-11-46_cf5_A8_12-11-46.z
0.000000,-0.102956,-0.165896,-0.054804,-0.010514,-0.018135,0.998992,-0.143134,-4.348288,-0.216672,-0.000000,-0.199999,1.000000,0.056726,0.005334,-0.053948,-0.016704,-0.004221,-0.006802,-0.002247,0.258087,2.197358,-0.639739,35129.751850,14776.195856,40253.794771,16339.000000,36566.453379,15686.981253,38571.000000,15923.000000,-0.241182,0.000000,0.000000,0.000000,0.000000,0.070305,14714.897385,16414.307844,15666.059694,15962.563394,0.000000,0.000000,0.000000,0.017886,-0.008805,0.008324,-0.018651,-0.199174,-0.966223,0.978907,0.000000,0.000000,0.000000,0.013326,0.008895,0.987095,-0.309249,-0.419534,-0.758712,-0.000000,0.799995,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,-0.394800,6.220579,0.140686,38786.374806,15682.992224,39068.707621,15723.000000,39928.139969,16295.998445,39529.505443,15513.936236,-0.201318,0.000000,0.000000,0.000000,0.000000,0.380839,15690.734059,15740.088647,16282.461897,15499.000000,-0.000235,0.000716,-0.000130,0.020644,-0.019164,-0.003189,-0.013654,0.816633,0.000084,1.122952,-0.002759,0.010359,0.011514,-0.004997,-1.015807,-0.144044,0.002759,-0.010359,-0.011514,0.004997,1.015807,0.144044
0.002000,-0.107288,-0.170729,-0.047388,-0.010220,-0.017793,0.999437,-2.758517,-2.811962,0.488933,-0.000000,-0.199999,1.000000,0.056749,0.005328,-0.053973,-0.016704,-0.004399,-0.007000,-0.001943,-0.145147,2.014766,-0.557486,35130.906034,14749.000000,40229.495164,16374.718102,36605.142791,15625.000000,38558.432520,15973.931368,-0.241182,0.000000,0.000000,0.000000,0.000000,0.070305,14711.677107,16418.346384,15661.000000,15949.890373,0.000000,0.000000,0.000000,0.017886,-0.008805,0.008324,-0.018651,-0.199174,-0.966223,0.978907,0.000000,0.000000,0.000000,0.013496,0.005988,0.991337,-0.309249,-0.419534,-0.758712,-0.000000,0.799995,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,-0.351877,5.640861,0.052471,38736.876320,15759.337355,39122.281046,15723.000000,39913.932629,16221.830568,39540.651584,15563.337355,-0.201318,0.000000,0.000000,0.000000,0.000000,0.380839,15699.932629,15736.033685,16279.325792,15541.269985,-0.000235,0.000716,-0.000130,0.020644,-0.019164,-0.003189,-0.013654,0.816633,0.000084,1.122952,-0.002759,0.010359,0.011514,-0.004997,-1.015807,-0.144044,0.002759,-0.010359,-0.011514,0.004997,1.015807,0.144044
0.004000,-0.107310,-0.173603,-0.041787,-0.009650,-0.017131,0.999671,-2.825337,0.310556,1.372704,-0.000000,-0.199999,1.000000,0.056746,0.005330,-0.053969,-0.016704,-0.004400,-0.007118,-0.001713,-0.438152,2.087337,-0.356359,35173.893593,14683.481894,40174.591643,16447.000000,36660.399443,15625.000000,38523.248468,16014.833983,-0.241182,0.000000,0.000000,0.000000,0.000000,0.070305,14709.000000,16419.266295,15657.343175,15984.704178,0.000000,0.000000,0.000000,0.017886,-0.008805,0.008324,-0.018651,-0.199174,-0.966223,0.978907,0.000000,0.000000,0.000000,0.015073,0.001035,0.997904,-0.309249,-0.419534,-0.758712,-0.000000,0.799995,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,-0.634290,5.706879,0.467178,38874.559476,15809.449597,38959.727823,15723.000000,40073.288306,16299.340726,39402.679435,15576.000000,-0.201318,0.000000,0.000000,0.000000,0.000000,0.380839,15668.295363,15732.004032,16290.481855,15525.291331,-0.000235,0.000716,-0.000130,0.020227,-0.018749,-0.003104,-0.013787,0.816773,0.000084,1.122970,-0.002341,0.009945,0.011429,-0.004864,-1.015947,-0.144063,0.002341,-0.009945,-0.011429,0.004864,1.015947,0.144063
0.006000,-0.102844,-0.171896,-0.038607,-0.007412,-0.016361,0.999155,0.313039,2.780667,1.039848,-0.000000,-0.199999,1.000000,0.056987,0.005206,-0.054234,-0.016707,-0.004217,-0.007048,-0.001583,-0.332967,2.454133,-0.290387,35195.270382,14566.982456,40151.372549,16447.000000,36664.523220,15605.986584,38510.700722,15873.000000,-0.241182,0.000000,0.000000,0.000000,0.000000,0.070305,14709.000000,16427.059856,15645.895769,15989.911249,0.000000,0.000000,0.000000,0.017684,-0.008741,0.008411,-0.018720,-0.199140,-0.966223,0.978926,0.000000,0.000000,0.000000,0.017857,-0.001119,0.999131,-0.309249,-0.419534,-0.758712,-0.000000,0.799995,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,-0.018610,6.595853,0.889607,39076.355731,15784.895257,38797.622530,15723.000000,40174.978261,16379.073123,39260.043478,15363.760870,-0.201318,0.000000,0.000000,0.000000,0.000000,0.380839,15703.009881,15725.063241,16281.642292,15539.489130,-0.000235,0.000716,-0.000130,0.020087,-0.018611,-0.003076,-0.013831,0.816820,0.000084,1.122977,-0.002403,0.009870,0.011487,-0.004889,-1.015960,-0.144051,0.002403,-0.009870,-0.011487,0.004889,1.015960,0.144051
0.008000,-0.092269,-0.166441,-0.021468,-0.004941,-0.015514,0.998023,-0.240510,2.231767,-1.301126,-0.000000,-0.199999,1.000000,0.057008,0.005128,-0.054252,-0.016742,-0.003783,-0.006824,-0.000880,-0.488955,2.679356,-0.475178,35140.043917,14584.073195,40177.792529,16469.188794,36608.964160,15516.829884,38562.159515,15811.364462,-0.250466,0.000000,0.000000,0.000000,0.000000,0.069843,14709.000000,16424.000000,15641.000000,15965.371025,0.000000,0.000000,0.000000,0.017534,-0.008692,0.008518,-0.018757,-0.199122,-0.968137,0.978990,0.000000,0.000000,0.000000,0.018687,-0.002980,1.002562,-0.309249,-0.419534,-0.758712,-0.000000,0.799995,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,0.232646,7.507048,0.844593,39124.713337,15550.715381,38784.412366,15797.768523,40116.476239,16352.217169,39309.831375,15505.997956,-0.247612,0.000000,0.000000,0.000000,0.000000,0.377455,15768.845682,15707.140010,16264.160961,15541.958099,-0.000235,0.000716,-0.000130,0.020344,-0.019099,-0.003700,-0.013678,0.816677,0.003043,1.122950,-0.002810,0.010406,0.012218,-0.005079,-1.015799,-0.143960,0.002810,-0.010406,-0.012218,0.005079,1.015799,0.143960
0.010000,-0.074254,-0.159316,0.007567,-0.002635,-0.014629,0.996418,-2.220995,2.673854,-1.236514,-0.000000,-0.199999,1.000000,0.056481,0.005302,-0.053668,-0.016785,-0.003044,-0.006532,0.000310,-0.673434,3.034400,-0.539673,35134.932777,14516.833170,40172.841021,16391.459274,36569.758096,15490.857704,38601.329244,15784.310108,-0.263777,0.000000,0.000000,0.000000,0.000000,0.069181,14710.634936,16426.043670,15639.365064,15961.583415,0.000000,0.000000,0.000000,0.017776,-0.008767,0.008474,-0.018653,-0.199173,-0.970880,0.979040,0.000000,0.000000,0.000000,0.020107,-0.002907,1.007552,-0.309249,-0.419534,-0.758712,-0.000000,0.799995,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,0.047230,8.193758,0.345587,38969.953320,15749.592842,38934.790975,15666.586618,39921.597510,16339.000000,39522.391598,15387.452801,-0.262616,0.000000,0.000000,0.000000,0.000000,0.376359,15751.866183,15705.155602,16270.255705,15464.265560,-0.000235,0.000716,-0.000130,0.020428,-0.019257,-0.003903,-0.013628,0.816631,0.004002,1.122942,-0.002652,0.010490,0.012377,-0.005025,-1.015804,-0.143901,0.002652,-0.010490,-0.012377,0.005025,1.015804,0.143901
0.012000,-0.051552,-0.151239,0.032420,-0.000323,-0.014283,0.998247,0.388689,3.401291,0.989677,-0.000000,-0.199999,1.000000,0.056499,0.005297,-0.053688,-0.016785,-0.002114,-0.006201,0.001329,-0.574123,3.429451,-0.403555,35183.809252,14615.960499,40134.173597,16233.000000,36587.388773,15596.246881,38578.454782,15893.660083,-0.263777,0.000000,0.000000,0.000000,0.000000,0.069181,14713.000000,16429.000000,15637.000000,15974.000000,0.000000,0.000000,0.000000,0.017776,-0.008767,0.008474,-0.018653,-0.199173,-0.970880,0.979040,0.000000,0.000000,0.000000,0.019383,-0.002842,1.010292,-0.309249,-0.419534,-0.758712,-0.000000,0.799995,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,-1.320074,7.743670,0.154406,38841.209419,15782.095190,38973.798096,15625.000000,39913.510521,16212.900802,39621.481964,15412.819138,-0.262616,0.000000,0.000000,0.000000,0.000000,0.376359,15750.182866,15709.192385,16269.009519,15491.087675,-0.000235,0.000716,-0.000130,0.020428,-0.019257,-0.003903,-0.013628,0.816631,0.004002,1.122942,-0.002652,0.010490,0.012377,-0.005025,-1.015804,-0.143901,0.002652,-0.010490,-0.012377,0.005025,1.015804,0.143901
0.014000,-0.027522,-0.144284,0.043884,0.000848,-0.013827,1.001856,1.438740,2.643955,0.662047,-0.000000,-0.199999,1.000000,0.056766,0.005152,-0.053981,-0.016789,-0.001128,-0.005916,0.001799,-0.452139,3.666165,-0.371680,35197.715691,14699.887359,40128.287260,16210.721594,36592.138219,15666.986227,38574.142154,16033.535170,-0.263777,0.000000,0.000000,0.000000,0.000000,0.069181,14695.862764,16429.000000,15637.000000,15975.713724,0.000000,0.000000,0.000000,0.017563,-0.008697,0.008431,-0.018729,-0.199136,-0.970880,0.979031,0.000000,0.000000,0.000000,0.018149,0.000527,1.008746,-0.309249,-0.419534,-0.758712,-0.000000,0.799995,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,-1.990652,7.605571,-0.253948,38665.512586,15736.186270,39103.367963,15625.000000,39794.362929,16181.000000,39785.294737,15432.000000,-0.262616,0.000000,0.000000,0.000000,0.000000,0.376359,15763.694279,15695.382151,16271.654462,15514.694279,-0.000235,0.000716,-0.000130,0.020428,-0.019257,-0.003903,-0.013628,0.816631,0.004002,1.122942,-0.002865,0.010560,0.012334,-0.005101,-1.015767,-0.143910,0.002865,-0.010560,-0.012334,0.005101,1.015767,0.143910
0.016000,-0.007218,-0.139026,0.050820,0.000849,-0.012922,1.004668,-1.339918,0.524052,0.296588,-0.000000,-0.199999,1.000000,0.057143,0.004952,-0.054394,-0.016794,-0.000296,-0.005700,0.002084,-0.702156,3.719870,-0.305237,35199.412071,14614.060354,40110.663892,16181.000000,36626.260146,15723.000000,38567.407908,16181.000000,-0.263777,0.000000,0.000000,0.000000,0.000000,0.069181,14686.952133,16426.819979,15633.511967,15979.744017,0.000000,0.000000,0.000000,0.017278,-0.008604,0.008373,-0.018830,-0.199086,-0.970880,0.979019,0.000000,0.000000,0.000000,0.014089,0.006967,1.006170,-0.309249,-0.419534,-0.758712,-0.000000,0.799995,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,-2.272037,8.262950,-1.093507,38339.265781,15879.367663,39350.368771,15625.000000,39462.410853,16221.655592,40089.624585,15506.274640,-0.262616,0.000000,0.000000,0.000000,0.000000,0.376359,15771.127353,15686.872647,16269.090808,15538.545958,-0.000235,0.000716,-0.000130,0.019950,-0.018826,-0.001884,-0.013777,0.816778,0.004002,1.123370,-0.002672,0.010223,0.010257,-0.005053,-1.015864,-0.144351,0.002672,-0.010223,-0.010257,0.005053,1.015864,0.144351
0.018000,0.004760,-0.133541,0.059444,0.000078,-0.012265,1.005414,-3.422465,0.992368,1.359922,-0.000000,-0.199999,1.000000,0.056667,0.005040,-0.053875,-0.016825,0.000195,-0.005475,0.002437,-1.086668,3.891558,-0.127156,35240.889001,14622.716448,40048.859738,16181.000000,36660.326942,15723.000000,38549.916246,16108.903128,-0.279421,0.000000,0.000000,0.000000,0.000000,0.066402,14713.318870,16430.470232,15636.394551,15992.167508,0.000000,0.000000,0.000000,0.017486,-0.008662,0.008379,-0.018749,-0.199126,-0.972803,0.979058,0.000000,0.000000,0.000000,0.012959,0.011527,1.002482,-0.309249,-0.419534,-0.758712,-0.000000,0.799995,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,-1.840131,9.073542,-1.880225,38100.801820,15840.994944,39591.932255,15704.569262,39112.626896,16319.064712,40378.221436,15527.000000,-0.325028,0.000000,0.000000,0.000000,0.000000,0.369936,15765.504550,15682.752275,16264.752275,15530.197169,-0.000235,0.000716,-0.000130,0.020185,-0.019233,-0.000810,-0.013656,0.816665,0.006409,1.123482,-0.002699,0.010571,0.009190,-0.005093,-1.015790,-0.144424,0.002699,-0.010571,-0.009190,0.005093,1.015790,0.144424
