time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust
0.023,-0.07967306673526764,0.12386539578437805,0.594707190990448,-0.015322213992476463,0.010371697135269642,0.0153247881680727,0.187519371509552,0.17808549106121063,-1.1132720708847046,0.0005205970956012607
0.072,-0.08069950342178345,0.12978503108024597,0.5953343510627747,-0.013825003057718277,0.020664433017373085,0.012382514774799347,0.5007051825523376,0.03642011061310768,-1.1524722576141357,0.0004787801008205861
0.122,-0.08279821276664734,0.1385912001132965,0.5942748785018921,-0.015595676377415657,0.02414695732295513,0.007113000378012657,0.7783879041671753,-0.30907106399536133,-1.1868516206741333,0.0003599114716053009
0.170,-0.08704028278589249,0.1404246836900711,0.5938920974731445,-0.01652924157679081,0.028979331254959106,-0.003569909604266286,1.3526965379714966,-0.3887188136577606,-1.2149314880371094,0.00031981783104129136
0.223,-0.08962202817201614,0.15118028223514557,0.5947082042694092,-0.01798059232532978,0.021151216700673103,-0.0064142378978431225,1.9945393800735474,-0.3016728460788727,-1.2510435581207275,0.0004900702624581754
0.270,-0.09065014868974686,0.15478572249412537,0.5943124294281006,-0.017481213435530663,0.01967311091721058,-0.001525819767266512,2.236574172973633,-0.46446964144706726,-1.2529656887054443,0.00048022353439591825
0.323,-0.09342727810144424,0.15340587496757507,0.5940840840339661,-0.015933845192193985,0.009145572781562805,-0.0035209511406719685,2.4135639667510986,-0.8681825995445251,-1.2417091131210327,0.0003841361030936241
0.369,-0.09767243266105652,0.15291987359523773,0.5956870317459106,-0.012349400669336319,-0.01634576916694641,0.0005210386007092893,2.626002073287964,-1.1393638849258423,-1.2294524908065796,0.00035796710290014744
0.421,-0.10162077844142914,0.14712175726890564,0.5943143367767334,-0.00912108737975359,-0.03711218386888504,0.011091257445514202,2.7797927856445312,-1.3229758739471436,-1.2107205390930176,0.0005023014382459223
0.470,-0.10710390657186508,0.14205989241600037,0.5929043889045715,-0.003913880791515112,-0.06475062668323517,0.004853338934481144,2.6455154418945312,-1.7086797952651978,-1.1844648122787476,0.0005011027678847313
0.522,-0.10459857434034348,0.13551905751228333,0.5929255485534668,0.0012628876138478518,-0.09034460783004761,-0.0009500625310465693,2.381279468536377,-2.150473117828369,-1.1671390533447266,0.00040050019742920995
0.569,-0.10817768424749374,0.12859007716178894,0.5934666395187378,0.016606668010354042,-0.11141497641801834,-6.793734064558521e-05,2.0868165493011475,-2.4915666580200195,-1.1227295398712158,0.0003315089561510831
0.620,-0.10607927292585373,0.11459434032440186,0.5958802103996277,0.029978657141327858,-0.13230660557746887,0.003168463706970215,1.8989742994308472,-2.741107940673828,-1.0834851264953613,0.0004056770703755319
0.674,-0.10380806773900986,0.10713553428649902,0.5966403484344482,0.052238695323467255,-0.15881241858005524,0.015108615159988403,1.860162615776062,-2.8432769775390625,-1.047073483467102,0.00045761282672174275
0.721,-0.10060962289571762,0.08610226958990097,0.5979093909263611,0.07467430084943771,-0.17422915995121002,0.015576597303152084,1.8231018781661987,-3.0393426418304443,-0.9784933924674988,0.00046629170537926257
0.769,-0.09391291439533234,0.08000147342681885,0.5986512303352356,0.09811580926179886,-0.20568478107452393,0.01636168546974659,1.5765798091888428,-3.1187617778778076,-0.9305409789085388,0.00042577506974339485
0.821,-0.09165354818105698,0.06927026808261871,0.5973517894744873,0.12561997771263123,-0.21512539684772491,0.014386036433279514,1.389560580253601,-3.016806125640869,-0.8758125305175781,0.0004563233524095267
0.870,-0.0822812169790268,0.05658317357301712,0.5962995886802673,0.1460006684064865,-0.22776083648204803,0.002971916226670146,1.4562739133834839,-2.9678235054016113,-0.794975757598877,0.0004650081682484597
0.921,-0.0742066279053688,0.04508138447999954,0.5970320105552673,0.1733045130968094,-0.2412266880273819,-0.0028268995229154825,1.7645740509033203,-2.955084800720215,-0.6981045603752136,0.0004243338480591774
0.969,-0.06258468329906464,0.029503820464015007,0.5955060720443726,0.1968565434217453,-0.2538752555847168,0.00012738954683300108,1.940353274345398,-3.064271926879883,-0.5969858169555664,0.00039663867210038006
1.026,-0.056231964379549026,0.01644190587103367,0.5925465226173401,0.22375816106796265,-0.273220419883728,-0.0073626358062028885,1.971362590789795,-2.93279767036438,-0.5041893124580383,0.00036968194763176143
1.071,-0.04476935788989067,0.0005702380440197885,0.5937097072601318,0.24284327030181885,-0.28933656215667725,-0.014778359793126583,1.9466780424118042,-2.549882411956787,-0.435881108045578,0.0005306775565259159
1.119,-0.027278654277324677,-0.012769882567226887,0.5945227742195129,0.26515868306159973,-0.3080168068408966,-0.00026538848760537803,1.8535704612731934,-2.384812593460083,-0.37348100543022156,0.000569490366615355
1.169,-0.01948734000325203,-0.0252341628074646,0.595272958278656,0.29147374629974365,-0.3216390609741211,0.01017126813530922,1.6249324083328247,-2.313411235809326,-0.3096733093261719,0.0004676881362684071
1.219,-0.004776470363140106,-0.04732154309749603,0.5961884260177612,0.30183371901512146,-0.33172255754470825,0.01258387416601181,1.2042182683944702,-2.2582626342773438,-0.2437109500169754,0.00045985484030097723
1.269,0.007515186909586191,-0.0667184367775917,0.5962282419204712,0.3202338218688965,-0.3515244126319885,0.015380348078906536,0.6593071222305298,-1.9496527910232544,-0.21179698407649994,0.00054544722661376
1.328,0.01871803216636181,-0.07642412930727005,0.5989209413528442,0.33255112171173096,-0.3619552254676819,0.0082093495875597,-0.16891449689865112,-1.8600486516952515,-0.2083657681941986,0.0005814966862089932
1.369,0.03267625346779823,-0.09775471687316895,0.5996694564819336,0.34036457538604736,-0.35305917263031006,0.01603255234658718,-1.0612802505493164,-1.9353619813919067,-0.19787172973155975,0.0005021252436563373
1.421,0.04217766597867012,-0.1132589802145958,0.5997523665428162,0.35175278782844543,-0.35372450947761536,0.014067597687244415,-1.8694286346435547,-1.8779172897338867,-0.17569974064826965,0.0005436018109321594
1.469,0.056921254843473434,-0.12391050904989243,0.5973192453384399,0.35594606399536133,-0.3393643796443939,0.002803332870826125,-2.3740084171295166,-1.8209707736968994,-0.1823127269744873,0.0005490399780683219
1.521,0.07563711702823639,-0.14000646770000458,0.5989881753921509,0.366857647895813,-0.31337422132492065,-0.014806365594267845,-2.6641952991485596,-1.6666380167007446,-0.18253400921821594,0.0006037655984982848
1.581,0.09324773401021957,-0.14771388471126556,0.5976759791374207,0.3819007873535156,-0.29338502883911133,-0.005092599429190159,-3.1099414825439453,-1.4880882501602173,-0.22365836799144745,0.0005348331178538501
1.622,0.1114070937037468,-0.15852564573287964,0.5977948307991028,0.39295029640197754,-0.26003575325012207,-0.012866558507084846,-3.3096141815185547,-1.1284128427505493,-0.2495991438627243,0.0005385708645917475
1.669,0.12341465055942535,-0.16499969363212585,0.5970976948738098,0.40224727988243103,-0.23020736873149872,-0.00813497044146061,-3.3031764030456543,-0.676127552986145,-0.3013027012348175,0.0005988478660583496
1.718,0.1442687064409256,-0.1693359762430191,0.5962455868721008,0.3983788788318634,-0.19538430869579315,-0.0073998840525746346,-3.1532115936279297,-0.3765968084335327,-0.34883710741996765,0.0006664006505161524
1.772,0.16766192018985748,-0.17505621910095215,0.5967433452606201,0.40436825156211853,-0.16063405573368073,-0.009307564236223698,-2.9605305194854736,-0.25386402010917664,-0.3811357617378235,0.0005266864318400621
1.820,0.18850091099739075,-0.1773013025522232,0.5952852964401245,0.41193002462387085,-0.13167434930801392,-0.0029401604551821947,-2.774338483810425,-0.007493598386645317,-0.3905043601989746,0.0005166592891328037
1.871,0.2040872573852539,-0.17977318167686462,0.5944138169288635,0.4140511155128479,-0.10128127038478851,-0.007139898836612701,-2.9826714992523193,0.6735378503799438,-0.3496461808681488,0.0006206037942320108
1.918,0.2209973782300949,-0.18082168698310852,0.5929860472679138,0.4044644832611084,-0.07371510565280914,-0.006448427215218544,-3.604436159133911,1.2528868913650513,-0.28259027004241943,0.0007571696769446135
1.968,0.23324936628341675,-0.1818438023328781,0.5933219790458679,0.39185017347335815,-0.04283677786588669,-0.00862276554107666,-4.0638813972473145,1.4029549360275269,-0.22329407930374146,0.0006928041111677885
2.021,0.24682112038135529,-0.1785503625869751,0.5923138856887817,0.3692644536495209,-0.009097490459680557,0.0014763068174943328,-4.089938640594482,0.9851831197738647,-0.2227392941713333,0.0005182336899451911
