time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
0.049,0.00703540351241827,0.036371126770973206,0.9181536436080933,-0.0024769592564553022,-0.007675195578485727,0.0015659055206924677,2.9924116134643555,0.3160816729068756,-0.2989954650402069,8.595002873335034e-05,2.977126121520996,3.281137228012085,-5.433183193206787,0.5196406841278076,-0.0017726538935676217,-0.015159019269049168,1.012873888015747
0.099,0.0077478582970798016,0.02707594260573387,0.9215280413627625,0.0009706495911814272,-0.03469521924853325,0.0065002660267055035,1.6746277809143066,1.1267927885055542,-0.3198613226413727,0.0001909076381707564,2.992961883544922,-15.268674850463867,-11.473499298095703,0.574079155921936,-0.0019816237036138773,-0.015221217647194862,1.0047434568405151
0.149,0.010800426825881004,0.010221045464277267,0.9196062684059143,-0.0038348494563251734,-0.06431896984577179,0.019813692197203636,0.18478460609912872,1.4477413892745972,-0.2948768138885498,0.0004553554463200271,2.9982404708862305,-36.171993255615234,-14.775386810302734,-8.650493691675365e-05,-0.004330504685640335,-0.01365127507597208,0.9907344579696655
0.199,0.010796941816806793,0.004322496708482504,0.9204015135765076,-0.011311786249279976,-0.08746124058961868,0.0035549323074519634,-0.05466090887784958,0.8789753913879395,-0.2427053153514862,0.00023536266235169023,2.992961883544922,-13.726759910583496,6.986766338348389,0.954062283039093,-0.0018874924862757325,-0.00018147416994906962,0.9922604560852051
0.249,0.0015808469615876675,0.001219496363773942,0.9242927432060242,-0.02115546353161335,-0.08914663642644882,0.0024927223566919565,-0.07958608865737915,-0.19681496918201447,-0.18351693451404572,9.264942491427064e-05,2.9876832962036133,1.218184232711792,20.294597625732422,-0.5619015097618103,-0.0022460028994828463,-0.011461286805570126,0.9881905913352966
0.299,-0.0032528643496334553,-0.006533567328006029,0.9224901795387268,-0.034041889011859894,-0.08665146678686142,0.014050709083676338,0.4154859781265259,-1.3936026096343994,-0.08512753993272781,0.0003559889446478337,3.003519058227539,1.5623418092727661,23.262958526611328,1.9154356718063354,0.0017548055620864034,-0.009222573600709438,0.9903079271316528
0.349,-0.009598520584404469,-0.0099122803658247,0.9229078888893127,-0.03212202340364456,-0.09096143394708633,-0.003372415667399764,1.959428310394287,-3.4341437816619873,0.10921473056077957,0.0004006467934232205,2.9876832962036133,23.718374252319336,30.485612869262695,2.035543441772461,-0.010224957950413227,-0.012420677579939365,0.9821369051933289
0.399,-0.00836118869483471,-0.014744292013347149,0.9209221601486206,-0.019953042268753052,-0.0975709930062294,-0.007117228116840124,4.18403959274292,-5.829678535461426,0.4293147027492523,5.997617699904367e-05,2.9876832962036133,42.369327545166016,50.99911117553711,3.6310322284698486,-0.005745899863541126,-0.008702383376657963,0.9882069230079651
0.449,-0.009212215431034565,-0.0300644151866436,0.9218318462371826,0.019201049581170082,-0.12082371860742569,-0.02007002755999565,6.13070011138916,-7.510830879211426,0.8252248764038086,3.7745478039141744e-05,2.966568946838379,43.83907699584961,41.575157165527344,4.5712809562683105,-0.004365456290543079,-0.010234279558062553,0.9981409311294556
0.499,-0.0055847810581326485,-0.03200801461935043,0.9264847040176392,0.07216433435678482,-0.17243526875972748,-0.015771588310599327,7.777052879333496,-8.927827835083008,1.2860586643218994,0.00023770375992171466,2.9612903594970703,31.412370681762695,30.46196174621582,4.378472328186035,-0.0023339807521551847,-0.004978436045348644,1.0173990726470947
0.549,0.008583597838878632,-0.04305482655763626,0.9288681149482727,0.14117459952831268,-0.2208176702260971,0.009109620936214924,10.208481788635254,-10.333982467651367,1.8753211498260498,0.0002633873955346644,2.9718475341796875,39.95285415649414,28.87755012512207,7.018540382385254,-0.0023819217458367348,0.002783294068649411,1.0242887735366821
0.599,0.018070140853524208,-0.056592512875795364,0.9320497512817383,0.23217333853244781,-0.2936592102050781,0.015680957585573196,12.32188892364502,-11.16534423828125,2.3954715728759766,4.8013309424277395e-05,2.977126121520996,46.27495574951172,27.07686424255371,7.51298713684082,-0.00412952434271574,-0.007840510457754135,1.0197681188583374
