# meta:run_trajectory=hover
# meta:run_mode=0
# meta:run_kt=0.008
# meta:run_speed=1.0
# meta:run_reps=1
# meta:run_lap_time_s=15.0000
time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rpm_m1,rpm_m2,rpm_m3,rpm_m4
0.0418,0.1262492537498474,-0.02968820556998253,0.04399263486266136,0.01292160339653492,0.016082044690847397,-0.00024066271726042032,0.08544088155031204,0.4573217034339905,1.2005884647369385,0.0,4.059237480163574,-0.02868141420185566,-0.02526097744703293,-0.21707884967327118,0.013161841779947281,0.00599081302061677,1.0010942220687866,0.0,0.0,0.0,0.0
0.0778,0.1257566660642624,-0.029728194698691368,0.04400840401649475,0.007065827492624521,0.013245157897472382,0.00010814422421390191,0.08953840285539627,0.4819730818271637,1.2046546936035156,37686.90234375,3.621114492416382,-1.1198982000350952,0.49338772892951965,1.4605000019073486,0.013959127478301525,-0.03569803759455681,0.9933536052703857,8852.0,9170.0,8920.0,8502.0
0.1277,0.12555274367332458,-0.029893677681684494,0.04400402680039406,0.0018947097705677152,0.010161095298826694,-0.00014338198525365442,0.09086409956216812,0.48231059312820435,1.2155321836471558,38432.703125,3.6633431911468506,-0.10921429097652435,1.214386224746704,-3.838345527648926,0.0374138318002224,0.007420506328344345,1.0065354108810425,14044.0,14749.0,14503.0,13815.0
0.1777,0.12598246335983276,-0.029829585924744606,0.043967604637145996,-0.0005719375913031399,0.008146150037646294,0.0005630234372802079,0.10082494467496872,0.4603700339794159,1.1415048837661743,39969.73046875,3.684457540512085,0.5928338766098022,-1.3706395626068115,-32.940128326416016,0.03169030323624611,0.0030281362123787403,0.9774768352508545,16872.0,18343.0,17406.0,17030.0
0.2287,0.12597811222076416,-0.02993197739124298,0.04399556294083595,-0.003337839851155877,0.006380382459610701,0.00013811416283715516,0.09929482638835907,0.48744502663612366,-0.2518617808818817,42328.8515625,3.668621778488159,-5.84782075881958,-1.8939094543457031,-38.746543884277344,0.010235599242150784,-0.045831821858882904,1.017317295074463,18181.0,21149.0,18621.0,19329.0
0.2788,0.12594687938690186,-0.02994966320693493,0.04395855590701103,-0.006494494620710611,0.004654741380363703,-0.0016563943354412913,0.12022016942501068,0.46667423844337463,-2.1317014694213867,45783.421875,3.6527860164642334,-4.906076908111572,10.40093994140625,-20.490528106689453,-0.009706969372928143,-0.03401646390557289,1.0214709043502808,19023.0,23355.0,19455.0,21420.0
0.3288,0.12642912566661835,-0.030933214351534843,0.043940577656030655,-0.007714685518294573,-0.00011410006845835596,-0.002341469516977668,0.10972855240106583,0.4640842080116272,-2.881948709487915,50030.58203125,3.658064603805542,-6.504156112670898,0.10003893077373505,4.294222831726074,0.036252014338970184,0.029331160709261894,0.971233606338501,20256.0,24459.0,20646.0,22421.0
0.3798,0.12690909206867218,-0.031005851924419403,0.04404449090361595,-0.008549201302230358,-0.00111978012137115,0.010422153398394585,0.11890698224306107,0.48658260703086853,-2.7031314373016357,55113.7421875,3.6263930797576904,4.534197807312012,-0.9039178490638733,3.0050084590911865,0.02597254328429699,-0.005460337735712528,1.0635333061218262,21834.0,25146.0,21969.0,22944.0
0.4287,0.12843795120716095,-0.031015975400805473,0.04513842239975929,-0.001790463924407959,-0.0023648678325116634,0.024027515202760696,0.15008781850337982,0.02312859147787094,-2.333559274673462,59879.53515625,3.605278730392456,8.596198081970215,24.00318717956543,11.8109712600708,0.006006909534335136,-0.015827560797333717,0.9842633605003357,23866.0,25499.0,22684.0,23809.0
0.4777,0.1299123466014862,-0.031031213700771332,0.04758940637111664,0.014200666919350624,-0.0005009899032302201,0.07531241327524185,-0.13114984333515167,-1.2128398418426514,-1.7184922695159912,65562.2578125,3.5841643810272217,-19.63108253479004,19.15504264831543,14.985861778259277,-0.0075272754766047,-0.0011076272930949926,1.1128586530685425,25305.0,25608.0,24242.0,25115.0
0.5279,0.13198024034500122,-0.03148770332336426,0.05199749395251274,0.03299945965409279,0.00168338802177459,0.14647534489631653,-0.49259668588638306,-1.8072662353515625,-1.0231393575668335,69606.125,3.568328619003296,30.52353286743164,10.483599662780762,12.880133628845215,0.008792104199528694,0.009762352332472801,1.23436439037323,27161.0,26642.0,24824.0,25423.0
0.5778,0.1348520964384079,-0.031496934592723846,0.06186794862151146,0.059241168200969696,-0.0022121137008070946,0.2693907916545868,0.5713204741477966,-2.32624888420105,-0.3762008249759674,70721.7421875,3.5630500316619873,-16.245559692382812,-4.248748779296875,7.097857475280762,0.0005021761171519756,-0.005346928723156452,1.264746069908142,27497.0,26678.0,25917.0,25974.0
0.6277,0.1383160501718521,-0.031010501086711884,0.07891702651977539,0.07904474437236786,0.0016691156197339296,0.40476474165916443,-0.32904499769210815,-1.6865791082382202,-0.10003955662250519,70514.0859375,3.5577712059020996,-7.733669757843018,-34.33692169189453,3.608940839767456,0.005459214560687542,0.01485388819128275,1.2713050842285156,27235.0,27051.0,26702.0,26041.0
0.6778,0.14136560261249542,-0.03004625253379345,0.10203960537910461,0.07714564353227615,0.009336122311651707,0.5253768563270569,-0.37702566385269165,0.2120453268289566,0.1522795557975769,69963.3984375,3.5630500316619873,2.862347364425659,-33.94889450073242,2.4350593090057373,0.002649446716532111,-0.003081168048083782,1.2277565002441406,27124.0,27713.0,27235.0,25564.0
0.7287,0.14429661631584167,-0.0291207954287529,0.13068407773971558,0.059616535902023315,0.015141581185162067,0.6298950910568237,-0.45082634687423706,1.7401766777038574,0.31295111775398254,69741.9765625,3.568328619003296,-8.442461967468262,-12.67141056060791,6.118995666503906,0.02004464715719223,0.008578856475651264,1.197754979133606,27051.0,27347.0,27510.0,25740.0
0.7788,0.1467895209789276,-0.027856536209583282,0.1641051322221756,0.04032276198267937,0.02348707802593708,0.7279251217842102,-0.7376880049705505,1.814052700996399,0.5916776657104492,69089.921875,3.568328619003296,3.0751051902770996,13.03487777709961,2.6638827323913574,0.017025521025061607,0.002201835857704282,1.194179892539978,27510.0,27014.0,27198.0,25806.0
0.8277,0.1491999328136444,-0.025566060096025467,0.21798209846019745,0.023536790162324905,0.031331900507211685,0.8562699556350708,-0.517346203327179,1.4177042245864868,0.7630307078361511,67996.984375,3.5736072063446045,6.022903919219971,-1.2567991018295288,1.6248869895935059,2.030667383223772e-05,0.004052149597555399,1.2043718099594116,27347.0,27063.0,27161.0,25575.0
0.8778,0.14925208687782288,-0.023624081164598465,0.25422438979148865,0.008853867650032043,0.0354887954890728,0.9233131408691406,-0.23599232733249664,1.5244803428649902,0.819459855556488,63756.32421875,3.605278730392456,3.514317512512207,0.7464296817779541,-0.29282718896865845,0.005011772736907005,-0.0037480350583791733,1.1624706983566284,27124.0,26821.0,26917.0,25327.0
0.9268,0.14999277889728546,-0.02155376598238945,0.30115336179733276,-0.0029499356169253588,0.03685837611556053,0.9897077679634094,-0.02360980026423931,1.4333035945892334,0.7510629296302795,61677.3828125,3.621114492416382,6.66054630279541,2.6277661323547363,-3.281254529953003,0.0019672715570777655,-0.005629648454487324,1.1376065015792847,26714.0,26525.0,26431.0,25041.0
0.9788,0.14978453516960144,-0.01957208663225174,0.3515113592147827,-0.014312231913208961,0.03505444899201393,1.0389423370361328,0.28650161623954773,1.285982370376587,0.5795512795448303,59312.12109375,3.6105573177337646,6.382413864135742,2.2503881454467773,-4.596256732940674,0.008521953597664833,-0.0004080132639501244,1.0950398445129395,26327.0,26178.0,25974.0,24762.0
