# meta:run_trajectory=hover
# meta:run_mode=0
# meta:run_kt=0.008
# meta:run_speed=1.0
# meta:run_reps=1
# meta:run_lap_time_s=20.0000
time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rpm_m1,rpm_m2,rpm_m3,rpm_m4
0.0419,-0.1960868537425995,-0.35062453150749207,0.7481886148452759,1.9629679918289185,-0.03405965492129326,-0.027788270264863968,-36.04087829589844,-3.165692090988159,2.7578790187835693,0.004940657876431942,3.489149570465088,91.2998275756836,-243.12457275390625,-12.5985689163208,-0.10465063899755478,0.00223454087972641,1.4039334058761597,0.0,0.0,0.0,0.0
0.0921,-0.10058887302875519,-0.3434562087059021,0.7488391995429993,1.8365492820739746,0.3112223446369171,0.053017958998680115,-31.978479385375977,7.0633134841918945,8.856162071228027,0.005101985298097134,3.5049853324890137,45.53106689453125,-196.1934356689453,-14.615616798400879,-0.11184175312519073,-0.01890994794666767,1.38688325881958,0.0,0.0,0.0,0.0
0.1419,-0.01400885172188282,-0.32019203901290894,0.7530231475830078,1.61520254611969,0.6174620985984802,0.10919737815856934,-31.3438663482666,15.046164512634277,12.900948524475098,0.0036581684835255146,3.515542507171631,-31.60628890991211,-99.47508239746094,-17.459819793701172,-0.11183375120162964,-0.013773417100310326,1.36379873752594,0.0,0.0,0.0,0.0
0.193,0.060241006314754486,-0.28176355361938477,0.7592167258262634,1.350746750831604,0.9186541438102722,0.13481011986732483,-33.28823471069336,19.239181518554688,14.561244010925293,0.0022102263756096363,3.5366568565368652,9.102668762207031,-43.26768112182617,-21.66431427001953,-0.09703551232814789,-0.02024809643626213,1.3328732252120972,0.0,0.0,0.0,0.0
0.2421,0.12082453072071075,-0.2288505882024765,0.7663846611976624,1.0701769590377808,1.1883958578109741,0.15415258705615997,-31.650510787963867,21.62669563293457,14.75297737121582,0.001699815271422267,3.5472142696380615,132.6416473388672,-46.4393196105957,-32.26361846923828,-0.06942963600158691,-0.03717153146862984,1.2998528480529785,0.0,0.0,0.0,0.0
0.2921,0.1670953929424286,-0.16437815129756927,0.7746776938438416,0.7785650491714478,1.374311923980713,0.17814421653747559,-24.152423858642578,24.677244186401367,14.330497741699219,0.002005993388593197,3.55249285697937,184.27896118164062,-72.86783599853516,-49.03349685668945,-0.060492806136608124,-0.06987577676773071,1.2488048076629639,0.0,0.0,0.0,0.0
0.342,0.4341696500778198,-0.30092066526412964,0.6940374970436096,1.0666128396987915,0.9949033856391907,0.03322181850671768,-14.615845680236816,29.135643005371094,12.966755867004395,0.002545626601204276,3.5577714443206787,142.92324829101562,-81.06719207763672,-63.76041793823242,-0.04907611012458801,-0.08292818814516068,1.2205963134765625,0.0,0.0,0.0,0.0
0.393,0.48274481296539307,-0.26020321249961853,0.698115885257721,0.7838439345359802,0.9517544507980347,0.053332503885030746,-2.152374505996704,30.648242950439453,4.817601203918457,-0.0003826485190074891,3.541935443878174,76.85916900634766,-52.03999710083008,-10.427382469177246,-0.04610395431518555,-0.07840073853731155,1.193573236465454,0.0,0.0,0.0,0.0
0.4419,0.522657573223114,-0.20418399572372437,0.7047767043113708,0.4974852502346039,0.9710769653320312,0.09590811282396317,0.8779686093330383,33.532283782958984,3.450270891189575,0.0006338167004287243,3.446920871734619,-67.35450744628906,-105.1236343383789,26.177026748657227,-0.009658080525696278,-0.09192538261413574,1.2829817533493042,0.0,0.0,0.0,0.0
0.492,0.5372616648674011,-0.15523993968963623,0.7100791335105896,0.07522059231996536,0.9997037649154663,0.10439619421958923,-4.333651065826416,39.236351013183594,3.7630105018615723,0.0025808371137827635,3.394134998321533,-142.0675048828125,-156.8072967529297,24.41236114501953,-0.0005003645783290267,-0.07442811131477356,1.3606418371200562,0.0,0.0,0.0,0.0
0.5419,0.538859486579895,-0.062428854405879974,0.7169063091278076,-0.32266902923583984,1.316573977470398,0.05509938299655914,-12.676074981689453,46.53968048095703,6.7373127937316895,0.003547217696905136,3.541935443878174,-41.67140197753906,-104.70235443115234,6.983602523803711,0.0003070763195864856,-0.05312925577163696,1.2802786827087402,0.0,0.0,0.0,0.0
0.594,0.5113755464553833,0.0059732357040047646,0.7166600823402405,-0.7767438292503357,1.4123718738555908,-0.06466495990753174,-13.923186302185059,50.37663650512695,5.351494312286377,0.0024529979564249516,3.5577714443206787,123.09524536132812,24.937223434448242,-28.97446060180664,0.011310303583741188,-0.06539450585842133,1.1959309577941895,0.0,0.0,0.0,0.0
0.6409,0.4767659306526184,0.09452319890260696,0.7235028743743896,-1.1443809270858765,1.5229638814926147,-0.08140991628170013,-3.559674024581909,47.49076843261719,0.34762638807296753,0.00017917870718520135,3.4680352210998535,198.70591735839844,154.76083374023438,-55.86454772949219,0.04711277037858963,-0.09514565765857697,1.2233244180679321,0.0,0.0,0.0,0.0
0.6929,0.40931791067123413,0.16936951875686646,0.7190864086151123,-1.543680191040039,1.4550596475601196,-0.08108643442392349,8.314597129821777,39.02135467529297,-2.9597573280334473,-0.0011399679351598024,3.462756633758545,147.2953338623047,196.51513671875,-58.337615966796875,0.08721530437469482,-0.09394823759794235,1.2886697053909302,0.0,0.0,0.0,0.0
0.7408,0.32382863759994507,0.23862722516059875,0.7163494825363159,-1.8636488914489746,1.3049931526184082,-0.01921454258263111,15.40259838104248,29.204763412475586,-3.9219400882720947,-0.0007306455518119037,3.4574780464172363,80.22284698486328,155.15113830566406,-48.50908279418945,0.11492639780044556,-0.09210778772830963,1.3318886756896973,0.0,0.0,0.0,0.0
0.7919,0.22420834004878998,0.2989603281021118,0.7177153825759888,-2.109886884689331,1.100511074066162,0.0767282247543335,19.297142028808594,21.577856063842773,-3.9461753368377686,0.00028040300821885467,3.4680352210998535,80.07493591308594,121.68285369873047,-34.084407806396484,0.1213480606675148,-0.07124312967061996,1.3601895570755005,0.0,0.0,0.0,0.0
0.8419,0.11406943947076797,0.3477925956249237,0.7241167426109314,-2.282407760620117,0.8435683250427246,0.1791275143623352,23.346696853637695,15.109091758728027,-3.0730724334716797,0.0002998319105245173,3.489149570465088,106.41728973388672,157.97799682617188,-20.951335906982422,0.12220990657806396,-0.06849595904350281,1.3681669235229492,0.0,0.0,0.0,0.0
